YR,SEX,AGE,POP,Agegroup
1901,2,<1,393100,
1901,1,<1,393500,
1901,2,01-04,1469600,
1901,1,01-04,1463800,
1901,2,05-09,1750700,
1901,1,05-09,1741600,
1901,2,10-14,1672700,
1901,1,10-14,1672800,
1901,2,15-19,1639600,
1901,1,15-19,1608600,
1901,2,20-24,1648900,
1901,1,20-24,1473400,
1901,2,85+,30800,
1901,1,85+,18100,
1901,2,T25-34,2778300,
1901,1,T25-34,2494200,
1901,2,T35-44,2074600,
1901,1,T35-44,1941600,
1901,2,T45-54,1513800,
1901,1,T45-54,1403300,
1901,2,T55-64,1039500,
1901,1,T55-64,912200,
1901,2,T65-74,601900,
1901,1,T65-74,480800,
1901,2,T75-84,229000,
1901,1,T75-84,165700,
1902,2,<1,400200,
1902,1,<1,402100,
1902,2,01-04,1467900,
1902,1,01-04,1462900,
1902,2,05-09,1760400,
1902,1,05-09,1751900,
1902,2,10-14,1680500,
1902,1,10-14,1680100,
1902,2,15-19,1643800,
1902,1,15-19,1613200,
1902,2,20-24,1651200,
1902,1,20-24,1476200,
1902,2,85+,31800,
1902,1,85+,18500,
1902,2,T25-34,2812200,
1902,1,T25-34,2527200,
1902,2,T35-44,2117200,
1902,1,T35-44,1980300,
1902,2,T45-54,1545100,
1902,1,T45-54,1431800,
1902,2,T55-64,1056600,
1902,1,T55-64,929100,
1902,2,T65-74,617200,
1902,1,T65-74,492800,
1902,2,T75-84,233100,
1902,1,T75-84,167500,
1903,2,<1,408900,
1903,1,<1,410700,
1903,2,01-04,1464800,
1903,1,01-04,1462200,
1903,2,05-09,1770200,
1903,1,05-09,1762400,
1903,2,10-14,1688300,
1903,1,10-14,1687500,
1903,2,15-19,1647900,
1903,1,15-19,1617800,
1903,2,20-24,1653600,
1903,1,20-24,1479100,
1903,2,85+,32900,
1903,1,85+,19000,
1903,2,T25-34,2846500,
1903,1,T25-34,2560700,
1903,2,T35-44,2160300,
1903,1,T35-44,2019400,
1903,2,T45-54,1576800,
1903,1,T45-54,1460600,
1903,2,T55-64,1073700,
1903,1,T55-64,946200,
1903,2,T65-74,632600,
1903,1,T65-74,504900,
1903,2,T75-84,237100,
1903,1,T75-84,169300,
1904,2,<1,407100,
1904,1,<1,408700,
1904,2,01-04,1477300,
1904,1,01-04,1477100,
1904,2,05-09,1784900,
1904,1,05-09,1777800,
1904,2,10-14,1700900,
1904,1,10-14,1699700,
1904,2,15-19,1656700,
1904,1,15-19,1626800,
1904,2,20-24,1660600,
1904,1,20-24,1486100,
1904,2,85+,34000,
1904,1,85+,19500,
1904,2,T25-34,2889100,
1904,1,T25-34,2601500,
1904,2,T35-44,2209800,
1904,1,T35-44,2064500,
1904,2,T45-54,1613300,
1904,1,T45-54,1493800,
1904,2,T55-64,1094100,
1904,1,T55-64,966200,
1904,2,T65-74,649900,
1904,1,T65-74,518500,
1904,2,T75-84,241900,
1904,1,T75-84,171500,
1905,2,<1,403600,
1905,1,<1,405500,
1905,2,01-04,1481300,
1905,1,01-04,1483100,
1905,2,05-09,1790000,
1905,1,05-09,1783700,
1905,2,10-14,1704300,
1905,1,10-14,1702600,
1905,2,15-19,1656400,
1905,1,15-19,1627100,
1905,2,20-24,1658500,
1905,1,20-24,1485000,
1905,2,85+,35000,
1905,1,85+,19900,
1905,2,T25-34,2916200,
1905,1,T25-34,2628500,
1905,2,T35-44,2247700,
1905,1,T35-44,2098800,
1905,2,T45-54,1641200,
1905,1,T45-54,1519200,
1905,2,T55-64,1108700,
1905,1,T55-64,981000,
1905,2,T65-74,663900,
1905,1,T65-74,529400,
1905,2,T75-84,245400,
1905,1,T75-84,172900,
1906,2,<1,403700,
1906,1,<1,407000,
1906,2,01-04,1486800,
1906,1,01-04,1489700,
1906,2,05-09,1800100,
1906,1,05-09,1794500,
1906,2,10-14,1712400,
1906,1,10-14,1710200,
1906,2,15-19,1660700,
1906,1,15-19,1631800,
1906,2,20-24,1661000,
1906,1,20-24,1488000,
1906,2,85+,36100,
1906,1,85+,20400,
1906,2,T25-34,2951500,
1906,1,T25-34,2663000,
1906,2,T35-44,2292100,
1906,1,T35-44,2139100,
1906,2,T45-54,1673900,
1906,1,T45-54,1548900,
1906,2,T55-64,1126400,
1906,1,T55-64,998700,
1906,2,T65-74,679800,
1906,1,T65-74,541800,
1906,2,T75-84,249600,
1906,1,T75-84,174800,
1907,2,<1,403300,
1907,1,<1,407300,
1907,2,01-04,1492900,
1907,1,01-04,1497500,
1907,2,05-09,1810300,
1907,1,05-09,1805400,
1907,2,10-14,1720600,
1907,1,10-14,1718000,
1907,2,15-19,1665000,
1907,1,15-19,1636600,
1907,2,20-24,1663500,
1907,1,20-24,1491000,
1907,2,85+,37100,
1907,1,85+,20900,
1907,2,T25-34,2987300,
1907,1,T25-34,2697800,
1907,2,T35-44,2337000,
1907,1,T35-44,2179900,
1907,2,T45-54,1707000,
1907,1,T45-54,1578900,
1907,2,T55-64,1144300,
1907,1,T55-64,1016500,
1907,2,T65-74,695900,
1907,1,T65-74,554400,
1907,2,T75-84,253900,
1907,1,T75-84,176700,
1908,2,<1,407800,
1908,1,<1,410800,
1908,2,01-04,1499400,
1908,1,01-04,1507500,
1908,2,05-09,1825600,
1908,1,05-09,1821400,
1908,2,10-14,1733600,
1908,1,10-14,1730500,
1908,2,15-19,1674000,
1908,1,15-19,1645900,
1908,2,20-24,1670600,
1908,1,20-24,1498200,
1908,2,85+,38300,
1908,1,85+,21400,
1908,2,T25-34,3031600,
1908,1,T25-34,2740500,
1908,2,T35-44,2388800,
1908,1,T35-44,2227100,
1908,2,T45-54,1745100,
1908,1,T45-54,1613700,
1908,2,T55-64,1165600,
1908,1,T55-64,1037400,
1908,2,T65-74,714000,
1908,1,T65-74,568700,
1908,2,T75-84,258900,
1908,1,T75-84,179000,
1909,2,<1,408500,
1909,1,<1,412600,
1909,2,01-04,1499400,
1909,1,01-04,1508700,
1909,2,05-09,1831000,
1909,1,05-09,1827500,
1909,2,10-14,1737200,
1909,1,10-14,1733600,
1909,2,15-19,1673900,
1909,1,15-19,1646200,
1909,2,20-24,1668500,
1909,1,20-24,1497200,
1909,2,85+,39300,
1909,1,85+,21900,
1909,2,T25-34,3059800,
1909,1,T25-34,2768500,
1909,2,T35-44,2428100,
1909,1,T35-44,2262700,
1909,2,T45-54,1774100,
1909,1,T45-54,1639900,
1909,2,T55-64,1180800,
1909,1,T55-64,1052800,
1909,2,T65-74,728500,
1909,1,T65-74,580000,
1909,2,T75-84,262500,
1909,1,T75-84,180500,
1910,2,<1,401400,
1910,1,<1,407300,
1910,2,01-04,1512400,
1910,1,01-04,1522500,
1910,2,05-09,1841500,
1910,1,05-09,1838800,
1910,2,10-14,1745700,
1910,1,10-14,1741600,
1910,2,15-19,1678300,
1910,1,15-19,1651200,
1910,2,20-24,1671100,
1910,1,20-24,1500300,
1910,2,85+,40500,
1910,1,85+,22400,
1910,2,T25-34,3096700,
1910,1,T25-34,2804500,
1910,2,T35-44,2474400,
1910,1,T35-44,2304700,
1910,2,T45-54,1808100,
1910,1,T45-54,1670900,
1910,2,T55-64,1199200,
1910,1,T55-64,1071200,
1910,2,T65-74,745100,
1910,1,T65-74,592900,
1910,2,T75-84,266900,
1910,1,T75-84,182400,
1911,2,<1,407000,
1911,1,<1,415000,
1911,2,01-04,1549000,
1911,1,01-04,1554000,
1911,2,05-09,1850000,
1911,1,05-09,1848000,
1911,2,10-14,1753000,
1911,1,10-14,1739000,
1911,2,15-19,1683000,
1911,1,15-19,1646000,
1911,2,20-24,1644000,
1911,1,20-24,1510000,
1911,2,25-29,1603000,
1911,1,25-29,1441000,
1911,2,30-34,1507000,
1911,1,30-34,1382000,
1911,2,35-39,1352000,
1911,1,35-39,1260000,
1911,2,40-44,1177000,
1911,1,40-44,1094000,
1911,2,45-49,985000,
1911,1,45-49,906000,
1911,2,50-54,846000,
1911,1,50-54,773000,
1911,2,55-59,675000,
1911,1,55-59,607000,
1911,2,60-64,548000,
1911,1,60-64,481000,
1911,2,65-69,441000,
1911,1,65-69,368000,
1911,2,70-74,324000,
1911,1,70-74,246000,
1911,2,75-79,188000,
1911,1,75-79,127000,
1911,2,80-84,86000,
1911,1,80-84,56000,
1911,2,85+,42000,
1911,1,85+,23000,
1912,2,<1,398000,
1912,1,<1,406000,
1912,2,01-04,1523000,
1912,1,01-04,1535000,
1912,2,05-09,1851000,
1912,1,05-09,1851000,
1912,2,10-14,1767000,
1912,1,10-14,1750000,
1912,2,15-19,1687000,
1912,1,15-19,1652000,
1912,2,20-24,1636000,
1912,1,20-24,1502000,
1912,2,25-29,1593000,
1912,1,25-29,1436000,
1912,2,30-34,1509000,
1912,1,30-34,1382000,
1912,2,35-39,1370000,
1912,1,35-39,1275000,
1912,2,40-44,1201000,
1912,1,40-44,1116000,
1912,2,45-49,1005000,
1912,1,45-49,929000,
1912,2,50-54,859000,
1912,1,50-54,792000,
1912,2,55-59,692000,
1912,1,55-59,623000,
1912,2,60-64,560000,
1912,1,60-64,491000,
1912,2,65-69,450000,
1912,1,65-69,376000,
1912,2,70-74,325000,
1912,1,70-74,247000,
1912,2,75-79,193000,
1912,1,75-79,133000,
1912,2,80-84,89000,
1912,1,80-84,57000,
1912,2,85+,43000,
1912,1,85+,23000,
1913,2,<1,403000,
1913,1,<1,411000,
1913,2,01-04,1499000,
1913,1,01-04,1517000,
1913,2,05-09,1861000,
1913,1,05-09,1861000,
1913,2,10-14,1778000,
1913,1,10-14,1758000,
1913,2,15-19,1694000,
1913,1,15-19,1660000,
1913,2,20-24,1634000,
1913,1,20-24,1503000,
1913,2,25-29,1585000,
1913,1,25-29,1431000,
1913,2,30-34,1512000,
1913,1,30-34,1379000,
1913,2,35-39,1386000,
1913,1,35-39,1288000,
1913,2,40-44,1225000,
1913,1,40-44,1140000,
1913,2,45-49,1029000,
1913,1,45-49,950000,
1913,2,50-54,873000,
1913,1,50-54,809000,
1913,2,55-59,708000,
1913,1,55-59,638000,
1913,2,60-64,573000,
1913,1,60-64,500000,
1913,2,65-69,458000,
1913,1,65-69,382000,
1913,2,70-74,330000,
1913,1,70-74,250000,
1913,2,75-79,195000,
1913,1,75-79,134000,
1913,2,80-84,95000,
1913,1,80-84,59000,
1913,2,85+,43000,
1913,1,85+,23000,
1914,2,<1,405000,
1914,1,<1,413000,
1914,2,01-04,1490000,
1914,1,01-04,1505000,
1914,2,05-09,1868000,
1914,1,05-09,1873000,
1914,2,10-14,1794000,
1914,1,10-14,1775000,
1914,2,15-19,1706000,
1914,1,15-19,1681000,
1914,2,20-24,1641000,
1914,1,20-24,1516000,
1914,2,25-29,1592000,
1914,1,25-29,1440000,
1914,2,30-34,1527000,
1914,1,30-34,1386000,
1914,2,35-39,1390000,
1914,1,35-39,1298000,
1914,2,40-44,1269000,
1914,1,40-44,1166000,
1914,2,45-49,1051000,
1914,1,45-49,984000,
1914,2,50-54,892000,
1914,1,50-54,826000,
1914,2,55-59,728000,
1914,1,55-59,657000,
1914,2,60-64,585000,
1914,1,60-64,509000,
1914,2,65-69,466000,
1914,1,65-69,390000,
1914,2,70-74,328000,
1914,1,70-74,251000,
1914,2,75-79,200000,
1914,1,75-79,140000,
1914,2,80-84,98000,
1914,1,80-84,60000,
1914,2,85+,44000,
1914,1,85+,23000,
1915,2,<1,398000,
1915,1,<1,405000,
1915,2,01-04,1489000,
1915,1,01-04,1501000,
1915,2,05-09,1865000,
1915,1,05-09,1875000,
1915,2,10-14,1807000,
1915,1,10-14,1788000,
1915,2,15-19,1725000,
1915,1,15-19,1443000,
1915,2,20-24,1639000,
1915,1,20-24,858000,
1915,2,25-29,1609000,
1915,1,25-29,908000,
1915,2,30-34,1537000,
1915,1,30-34,1090000,
1915,2,35-39,1436000,
1915,1,35-39,1146000,
1915,2,40-44,1276000,
1915,1,40-44,1099000,
1915,2,45-49,1093000,
1915,1,45-49,994000,
1915,2,50-54,901000,
1915,1,50-54,824000,
1915,2,55-59,750000,
1915,1,55-59,682000,
1915,2,60-64,598000,
1915,1,60-64,525000,
1915,2,65-69,471000,
1915,1,65-69,396000,
1915,2,70-74,333000,
1915,1,70-74,252000,
1915,2,75-79,205000,
1915,1,75-79,140000,
1915,2,80-84,98000,
1915,1,80-84,60000,
1915,2,85+,45000,
1915,1,85+,23000,
1916,2,<1,360000,
1916,1,<1,368000,
1916,2,01-04,1493000,
1916,1,01-04,1503000,
1916,2,05-09,1852000,
1916,1,05-09,1860000,
1916,2,10-14,1818000,
1916,1,10-14,1804000,
1916,2,15-19,1739000,
1916,1,15-19,1411000,
1916,2,20-24,1667000,
1916,1,20-24,635000,
1916,2,25-29,1600000,
1916,1,25-29,671000,
1916,2,30-34,1544000,
1916,1,30-34,917000,
1916,2,35-39,1454000,
1916,1,35-39,1041000,
1916,2,40-44,1303000,
1916,1,40-44,1069000,
1916,2,45-49,1117000,
1916,1,45-49,992000,
1916,2,50-54,921000,
1916,1,50-54,847000,
1916,2,55-59,768000,
1916,1,55-59,694000,
1916,2,60-64,610000,
1916,1,60-64,530000,
1916,2,65-69,481000,
1916,1,65-69,403000,
1916,2,70-74,338000,
1916,1,70-74,253000,
1916,2,75-79,207000,
1916,1,75-79,143000,
1916,2,80-84,99000,
1916,1,80-84,62000,
1916,2,85+,45000,
1916,1,85+,23000,
1917,2,<1,335000,
1917,1,<1,344000,
1917,2,01-04,1460000,
1917,1,01-04,1469000,
1917,2,05-09,1841000,
1917,1,05-09,1854000,
1917,2,10-14,1827000,
1917,1,10-14,1823000,
1917,2,15-19,1749000,
1917,1,15-19,1367000,
1917,2,20-24,1676000,
1917,1,20-24,531000,
1917,2,25-29,1607000,
1917,1,25-29,512000,
1917,2,30-34,1551000,
1917,1,30-34,779000,
1917,2,35-39,1470000,
1917,1,35-39,945000,
1917,2,40-44,1324000,
1917,1,40-44,1022000,
1917,2,45-49,1143000,
1917,1,45-49,1002000,
1917,2,50-54,948000,
1917,1,50-54,868000,
1917,2,55-59,783000,
1917,1,55-59,707000,
1917,2,60-64,626000,
1917,1,60-64,546000,
1917,2,65-69,492000,
1917,1,65-69,412000,
1917,2,70-74,346000,
1917,1,70-74,254000,
1917,2,75-79,207000,
1917,1,75-79,143000,
1917,2,80-84,101000,
1917,1,80-84,63000,
1917,2,85+,46000,
1917,1,85+,24000,
1918,2,<1,295000,
1918,1,<1,303000,
1918,2,01-04,1394000,
1918,1,01-04,1407000,
1918,2,05-09,1822000,
1918,1,05-09,1837000,
1918,2,10-14,1849000,
1918,1,10-14,1848000,
1918,2,15-19,1757000,
1918,1,15-19,1422000,
1918,2,20-24,1683000,
1918,1,20-24,515000,
1918,2,25-29,1608000,
1918,1,25-29,450000,
1918,2,30-34,1552000,
1918,1,30-34,684000,
1918,2,35-39,1477000,
1918,1,35-39,891000,
1918,2,40-44,1346000,
1918,1,40-44,999000,
1918,2,45-49,1170000,
1918,1,45-49,999000,
1918,2,50-54,972000,
1918,1,50-54,887000,
1918,2,55-59,799000,
1918,1,55-59,722000,
1918,2,60-64,643000,
1918,1,60-64,561000,
1918,2,65-69,504000,
1918,1,65-69,419000,
1918,2,70-74,355000,
1918,1,70-74,257000,
1918,2,75-79,210000,
1918,1,75-79,146000,
1918,2,80-84,105000,
1918,1,80-84,64000,
1918,2,85+,47000,
1918,1,85+,25000,
1919,2,<1,284000,
1919,1,<1,293000,
1919,2,01-04,1283000,
1919,1,01-04,1301000,
1919,2,05-09,1808000,
1919,1,05-09,1820000,
1919,2,10-14,1852000,
1919,1,10-14,1850000,
1919,2,15-19,1761000,
1919,1,15-19,1582000,
1919,2,20-24,1682000,
1919,1,20-24,958000,
1919,2,25-29,1598000,
1919,1,25-29,818000,
1919,2,30-34,1541000,
1919,1,30-34,927000,
1919,2,35-39,1480000,
1919,1,35-39,1023000,
1919,2,40-44,1353000,
1919,1,40-44,1079000,
1919,2,45-49,1195000,
1919,1,45-49,1059000,
1919,2,50-54,995000,
1919,1,50-54,916000,
1919,2,55-59,815000,
1919,1,55-59,747000,
1919,2,60-64,657000,
1919,1,60-64,569000,
1919,2,65-69,519000,
1919,1,65-69,429000,
1919,2,70-74,361000,
1919,1,70-74,263000,
1919,2,75-79,217000,
1919,1,75-79,147000,
1919,2,80-84,107000,
1919,1,80-84,65000,
1919,2,85+,48000,
1919,1,85+,25000,
1920,2,<1,421000,
1920,1,<1,438000,
1920,2,01-04,1182000,
1920,1,01-04,1201000,
1920,2,05-09,1784000,
1920,1,05-09,1800000,
1920,2,10-14,1840000,
1920,1,10-14,1844000,
1920,2,15-19,1787000,
1920,1,15-19,1684000,
1920,2,20-24,1673000,
1920,1,20-24,1344000,
1920,2,25-29,1583000,
1920,1,25-29,1251000,
1920,2,30-34,1524000,
1920,1,30-34,1221000,
1920,2,35-39,1472000,
1920,1,35-39,1226000,
1920,2,40-44,1380000,
1920,1,40-44,1210000,
1920,2,45-49,1218000,
1920,1,45-49,1104000,
1920,2,50-54,1015000,
1920,1,50-54,947000,
1920,2,55-59,834000,
1920,1,55-59,774000,
1920,2,60-64,665000,
1920,1,60-64,583000,
1920,2,65-69,527000,
1920,1,65-69,437000,
1920,2,70-74,374000,
1920,1,70-74,276000,
1920,2,75-79,227000,
1920,1,75-79,153000,
1920,2,80-84,108000,
1920,1,80-84,65000,
1920,2,85+,50000,
1920,1,85+,25000,
1921,2,<1,414000,
1921,1,<1,427000,
1921,2,01-04,1249000,
1921,1,01-04,1277000,
1921,2,05-09,1752000,
1921,1,05-09,1767000,
1921,2,10-14,1823000,
1921,1,10-14,1837000,
1921,2,15-19,1775000,
1921,1,15-19,1728000,
1921,2,20-24,1703000,
1921,1,20-24,1448000,
1921,2,25-29,1620000,
1921,1,25-29,1340000,
1921,2,30-34,1520000,
1921,1,30-34,1281000,
1921,2,35-39,1472000,
1921,1,35-39,1273000,
1921,2,40-44,1378000,
1921,1,40-44,1223000,
1921,2,45-49,1244000,
1921,1,45-49,1162000,
1921,2,50-54,1043000,
1921,1,50-54,971000,
1921,2,55-59,849000,
1921,1,55-59,782000,
1921,2,60-64,681000,
1921,1,60-64,601000,
1921,2,65-69,537000,
1921,1,65-69,449000,
1921,2,70-74,376000,
1921,1,70-74,281000,
1921,2,75-79,234000,
1921,1,75-79,159000,
1921,2,80+,164000,
1921,1,80+,92000,
1922,2,<1,380000,
1922,1,<1,392000,
1922,2,01-04,1334000,
1922,1,01-04,1367000,
1922,2,05-09,1695000,
1922,1,05-09,1710000,
1922,2,10-14,1808000,
1922,1,10-14,1828000,
1922,2,15-19,1781000,
1922,1,15-19,1757000,
1922,2,20-24,1705000,
1922,1,20-24,1482000,
1922,2,25-29,1635000,
1922,1,25-29,1339000,
1922,2,30-34,1526000,
1922,1,30-34,1293000,
1922,2,35-39,1464000,
1922,1,35-39,1257000,
1922,2,40-44,1399000,
1922,1,40-44,1240000,
1922,2,45-49,1255000,
1922,1,45-49,1163000,
1922,2,50-54,1069000,
1922,1,50-54,1002000,
1922,2,55-59,871000,
1922,1,55-59,799000,
1922,2,60-64,694000,
1922,1,60-64,616000,
1922,2,65-69,544000,
1922,1,65-69,455000,
1922,2,70-74,391000,
1922,1,70-74,295000,
1922,2,75-79,239000,
1922,1,75-79,160000,
1922,2,80+,166000,
1922,1,80+,94000,
1923,2,<1,355000,
1923,1,<1,366000,
1923,2,01-04,1431000,
1923,1,01-04,1469000,
1923,2,05-09,1594000,
1923,1,05-09,1611000,
1923,2,10-14,1793000,
1923,1,10-14,1811000,
1923,2,15-19,1791000,
1923,1,15-19,1774000,
1923,2,20-24,1715000,
1923,1,20-24,1527000,
1923,2,25-29,1639000,
1923,1,25-29,1330000,
1923,2,30-34,1543000,
1923,1,30-34,1304000,
1923,2,35-39,1447000,
1923,1,35-39,1243000,
1923,2,40-44,1424000,
1923,1,40-44,1253000,
1923,2,45-49,1259000,
1923,1,45-49,1156000,
1923,2,50-54,1110000,
1923,1,50-54,1038000,
1923,2,55-59,880000,
1923,1,55-59,809000,
1923,2,60-64,722000,
1923,1,60-64,642000,
1923,2,65-69,552000,
1923,1,65-69,461000,
1923,2,70-74,409000,
1923,1,70-74,311000,
1923,2,75-79,247000,
1923,1,75-79,164000,
1923,2,80+,172000,
1923,1,80+,97000,
1924,2,<1,345000,
1924,1,<1,355000,
1924,2,01-04,1499000,
1924,1,01-04,1539000,
1924,2,05-09,1499000,
1924,1,05-09,1523000,
1924,2,10-14,1784000,
1924,1,10-14,1802000,
1924,2,15-19,1806000,
1924,1,15-19,1810000,
1924,2,20-24,1731000,
1924,1,20-24,1591000,
1924,2,25-29,1655000,
1924,1,25-29,1354000,
1924,2,30-34,1553000,
1924,1,30-34,1324000,
1924,2,35-39,1462000,
1924,1,35-39,1251000,
1924,2,40-44,1419000,
1924,1,40-44,1251000,
1924,2,45-49,1288000,
1924,1,45-49,1165000,
1924,2,50-54,1133000,
1924,1,50-54,1064000,
1924,2,55-59,907000,
1924,1,55-59,831000,
1924,2,60-64,737000,
1924,1,60-64,656000,
1924,2,65-69,567000,
1924,1,65-69,473000,
1924,2,70-74,412000,
1924,1,70-74,316000,
1924,2,75-79,251000,
1924,1,75-79,167000,
1924,2,80+,176000,
1924,1,80+,99000,
1925,2,<1,336000,
1925,1,<1,346000,
1925,2,01-04,1427000,
1925,1,01-04,1461000,
1925,2,05-09,1537000,
1925,1,05-09,1568000,
1925,2,10-14,1770000,
1925,1,10-14,1779000,
1925,2,15-19,1802000,
1925,1,15-19,1802000,
1925,2,20-24,1732000,
1925,1,20-24,1613000,
1925,2,25-29,1662000,
1925,1,25-29,1370000,
1925,2,30-34,1581000,
1925,1,30-34,1343000,
1925,2,35-39,1442000,
1925,1,35-39,1234000,
1925,2,40-44,1442000,
1925,1,40-44,1259000,
1925,2,45-49,1290000,
1925,1,45-49,1157000,
1925,2,50-54,1173000,
1925,1,50-54,1093000,
1925,2,55-59,908000,
1925,1,55-59,835000,
1925,2,60-64,772000,
1925,1,60-64,687000,
1925,2,65-69,572000,
1925,1,65-69,478000,
1925,2,70-74,429000,
1925,1,70-74,331000,
1925,2,75-79,250000,
1925,1,75-79,165000,
1925,2,80+,185000,
1925,1,80+,104000,
1926,2,<1,328000,
1926,1,<1,337000,
1926,2,01-04,1354000,
1926,1,01-04,1388000,
1926,2,05-09,1599000,
1926,1,05-09,1634000,
1926,2,10-14,1733000,
1926,1,10-14,1746000,
1926,2,15-19,1795000,
1926,1,15-19,1793000,
1926,2,20-24,1744000,
1926,1,20-24,1645000,
1926,2,25-29,1666000,
1926,1,25-29,1398000,
1926,2,30-34,1570000,
1926,1,30-34,1338000,
1926,2,35-39,1463000,
1926,1,35-39,1246000,
1926,2,40-44,1424000,
1926,1,40-44,1241000,
1926,2,45-49,1318000,
1926,1,45-49,1166000,
1926,2,50-54,1179000,
1926,1,50-54,1104000,
1926,2,55-59,960000,
1926,1,55-59,878000,
1926,2,60-64,768000,
1926,1,60-64,687000,
1926,2,65-69,598000,
1926,1,65-69,498000,
1926,2,70-74,441000,
1926,1,70-74,343000,
1926,2,75-79,261000,
1926,1,75-79,172000,
1926,2,80+,191000,
1926,1,80+,108000,
1927,2,<1,317000,
1927,1,<1,324000,
1927,2,01-04,1305000,
1927,1,01-04,1335000,
1927,2,05-09,1658000,
1927,1,05-09,1694000,
1927,2,10-14,1681000,
1927,1,10-14,1692000,
1927,2,15-19,1782000,
1927,1,15-19,1778000,
1927,2,20-24,1755000,
1927,1,20-24,1670000,
1927,2,25-29,1673000,
1927,1,25-29,1441000,
1927,2,30-34,1585000,
1927,1,30-34,1346000,
1927,2,35-39,1472000,
1927,1,35-39,1252000,
1927,2,40-44,1422000,
1927,1,40-44,1230000,
1927,2,45-49,1338000,
1927,1,45-49,1179000,
1927,2,50-54,1193000,
1927,1,50-54,1105000,
1927,2,55-59,983000,
1927,1,55-59,902000,
1927,2,60-64,793000,
1927,1,60-64,706000,
1927,2,65-69,613000,
1927,1,65-69,512000,
1927,2,70-74,448000,
1927,1,70-74,346000,
1927,2,75-79,271000,
1927,1,75-79,181000,
1927,2,80+,195000,
1927,1,80+,109000,
1928,2,<1,307000,
1928,1,<1,316000,
1928,2,01-04,1274000,
1928,1,01-04,1299000,
1928,2,05-09,1728000,
1928,1,05-09,1768000,
1928,2,10-14,1585000,
1928,1,10-14,1599000,
1928,2,15-19,1768000,
1928,1,15-19,1760000,
1928,2,20-24,1770000,
1928,1,20-24,1687000,
1928,2,25-29,1689000,
1928,1,25-29,1498000,
1928,2,30-34,1591000,
1928,1,30-34,1354000,
1928,2,35-39,1491000,
1928,1,35-39,1263000,
1928,2,40-44,1411000,
1928,1,40-44,1221000,
1928,2,45-49,1365000,
1928,1,45-49,1192000,
1928,2,50-54,1198000,
1928,1,50-54,1102000,
1928,2,55-59,1024000,
1928,1,55-59,932000,
1928,2,60-64,804000,
1928,1,60-64,717000,
1928,2,65-69,643000,
1928,1,65-69,536000,
1928,2,70-74,455000,
1928,1,70-74,349000,
1928,2,75-79,282000,
1928,1,75-79,191000,
1928,2,80+,201000,
1928,1,80+,113000,
1929,2,<1,304000,
1929,1,<1,312000,
1929,2,01-04,1235000,
1929,1,01-04,1263000,
1929,2,05-09,1786000,
1929,1,05-09,1824000,
1929,2,10-14,1490000,
1929,1,10-14,1511000,
1929,2,15-19,1760000,
1929,1,15-19,1746000,
1929,2,20-24,1785000,
1929,1,20-24,1710000,
1929,2,25-29,1703000,
1929,1,25-29,1550000,
1929,2,30-34,1599000,
1929,1,30-34,1369000,
1929,2,35-39,1497000,
1929,1,35-39,1268000,
1929,2,40-44,1426000,
1929,1,40-44,1226000,
1929,2,45-49,1356000,
1929,1,45-49,1181000,
1929,2,50-54,1226000,
1929,1,50-54,1107000,
1929,2,55-59,1040000,
1929,1,55-59,949000,
1929,2,60-64,831000,
1929,1,60-64,739000,
1929,2,65-69,656000,
1929,1,65-69,547000,
1929,2,70-74,466000,
1929,1,70-74,357000,
1929,2,75-79,278000,
1929,1,75-79,189000,
1929,2,80+,201000,
1929,1,80+,113000,
1930,2,<1,303000,
1930,1,<1,309000,
1930,2,01-04,1208000,
1930,1,01-04,1236000,
1930,2,05-09,1697000,
1930,1,05-09,1734000,
1930,2,10-14,1544000,
1930,1,10-14,1576000,
1930,2,15-19,1746000,
1930,1,15-19,1732000,
1930,2,20-24,1786000,
1930,1,20-24,1714000,
1930,2,25-29,1713000,
1930,1,25-29,1596000,
1930,2,30-34,1612000,
1930,1,30-34,1405000,
1930,2,35-39,1527000,
1930,1,35-39,1287000,
1930,2,40-44,1412000,
1930,1,40-44,1217000,
1930,2,45-49,1380000,
1930,1,45-49,1191000,
1930,2,50-54,1230000,
1930,1,50-54,1106000,
1930,2,55-59,1079000,
1930,1,55-59,974000,
1930,2,60-64,834000,
1930,1,60-64,745000,
1930,2,65-69,693000,
1930,1,65-69,578000,
1930,2,70-74,470000,
1930,1,70-74,362000,
1930,2,75-79,293000,
1930,1,75-79,199000,
1930,2,80+,202000,
1930,1,80+,111000,
1931,2,<1,301200,
1931,1,<1,310900,
1931,2,01-04,1187900,
1931,1,01-04,1211800,
1931,2,05-09,1633900,
1931,1,05-09,1664900,
1931,2,10-14,1600200,
1931,1,10-14,1634800,
1931,2,15-19,1712500,
1931,1,15-19,1697700,
1931,2,20-24,1787000,
1931,1,20-24,1706200,
1931,2,25-29,1733500,
1931,1,25-29,1643600,
1931,2,30-34,1620200,
1931,1,30-34,1445500,
1931,2,35-39,1519300,
1931,1,35-39,1278700,
1931,2,40-44,1439900,
1931,1,40-44,1234300,
1931,2,45-49,1364700,
1931,1,45-49,1171700,
1931,2,50-54,1261200,
1931,1,50-54,1116100,
1931,2,55-59,1084300,
1931,1,55-59,978700,
1931,2,60-64,887800,
1931,1,60-64,787600,
1931,2,65-69,690600,
