date_period,measure,cdid,value,unit,pre_unit
1944,Public sector: Public sector borrowing ex PS banks as % GDP (monthly & quarterly): CPNSA,JNV5,,,
1944,Public sector: Public sector borrowing inc PS banks as % GDP (monthly & quarterly): CPNSA,JNVA,,,
1944,Public sector: Public sector net investment ex PS banks as % GDP (monthly & quarterly): CPNSA,JNV4,,,
1944,Public sector: Public sector net investment inc PS banks as % GDP (monthly & quarterly): CPNSA,JNV8,,,
1944,"Public sector: changes in net worth due to other changes in vol, of w/ changes in assumptions for funded pension schem : £m CP NSA",JLS8,,,
1944,Public sector: changes in net worth due to other economic flows: B.102+B.103: £m CP NSA,JLS6,,,
1944,Public sector: changes in net worth due to saving and capital transfers: £m CP NSA,JI66,,,
1944,Public sector: ex BoE exc PS Banks: Total managed expenditure: £m CPNSA,KAU3,,,
1944,S.1311: K.7 Nominal holding gains and losses: FL: F.66: Covid-19 Loan Guarantee Schemes: £m,J42X,,,
1944,Television Licence Tax (excl licence fees paid by DWP for over-75s 2000/01),DH7A,,m,£
1944,Total PS liquid assets,KSD8,,,
1944,Unfunded public sector pension liabilities: Pension entitlements (AF.63): £m: CP: NSA,JEJR,,,
1945,"""Public Sector: Asset: Insurance, Pension and Standardised Guarantee Schemes: (AF.6 ): £m: CP: NSA""",J8DR,,,
1945,"""Public Sector: Liability: Insurance, Pension and Standardised Guarantee Schemes: (AF.6 ): £m: CP: NSA""",J8NT,,,
1945,APF: Corporate Bond purchases: Level of purchases £m,CWPL,,,
1945,APF: Corporate Bond purchases: Market value: Level of purchases at market price: £m,CWPN,,,
1945,Assets associated with Public-Private Partnerships: £m: CP: NSA,JE4R,,,
1945,Bank of England (inc. APF): Net Worth: (B.90): £m: CP: NSA,JFXV,,,
1945,Bank of England (incl APF): Gross debt: £m CP NSA,JMC3,,,
1945,Bank of England: Level: Liquid assets: £m CP NSA,JMER,,,
1945,BoE Expenditure: BoE Total Managed Expenditure (NAcons PSAT2): NSA CP,A7QL,,,
1945,BoE: AF.2: Level: Liability: Currency and deposits: £m CP NSA,JKG5,,,
1945,BoE: APF gilt holdings: impact on net debt: £m: CPNSA,KI2L,,,
1945,BoE: Accounts receivable/payable: £m CPNSA,JXJ4,,m,£
1945,BoE: Adjustment for interest on gilts: £m CPNSA,MU77,,m,£
1945,BoE: Asset Purchase Facility gilt holdings (at nominal value): £m CPNSA,MEX2,,m,£
1945,BoE: Asset Purchase Facility: Central bank loan to APF: BoE code RPWZ4TM: £m CPNSA,JQ2I,,,
1945,BoE: Asset Purchase Facility: Interest payable: £m CPNSA,MDD7,,m,£
1945,BoE: Asset Purchase Facility: Interest receivable: £m CPNSA,MDD6,,m,£
1945,BoE: Asset Purchase Facility: Net interest receivable: £m CPNSA,MDD8,,m,£
1945,BoE: Asset Purchase Facility: Total Asset purchases: BoE code YWWB9R9: £m CPNSA,FZIQ,,m,£
1945,BoE: Asset Purchase Facility: Total cash held within the APF: £m CPNSA,FZJ4,,m,£
1945,BoE: Asset Purchase Facility: Total cash transfers to HMT: £m CPNSA,MT6A,,m,£
1945,BoE: Asset Purchase Facility: Total gilt purchases: £m CPNSA,FZIU,,m,£
1945,BoE: Assets: Level: L-t debt securities issued by UK central government: F.32N1A: Face value: £m: CP NSA,FZEU,,m,£
1945,BoE: Banking & Issue department: AF.4: Level: Asset: APF Loan: £m CP NSA,FZKV,,,
1945,BoE: Banking & Issue department: Liabilities not recognised in PSND: £m CPNSA,FZIY,,m,£
1945,BoE: Banking & Issue department: Liquid assets: £m CPNSA,JKF4,,m,£
1945,BoE: Banking & Issue department: Total Liabilities: £m CPNSA,FZIW,,m,£
1945,BoE: Capital grants (net) within public sector: £m CPNSA,FV4U,,,
1945,BoE: Capital grants from private sector and RoW: £m CPNSA,FV4V,,,
1945,BoE: Cross holdings with CG: AF.32N11: British government securities: face value: £m CP NSA,JK7N,,,
1945,BoE: Cross holdings with CG: AF.424: Other long-term loans: £m CP NSA,JK7O,,m,£
1945,BoE: Current Expenditure: Subsidies: £million: CPNSA,JSI9,,,
1945,BoE: Current Receipts: Taxes on income and wealth: £m CPNSA,JW27,,m,£
1945,BoE: Current budget deficit (B.6n): £m CPNSA,JW2D,,m,£
1945,BoE: Current exp: Interest & dividends paid to private sector and RoW: £m CPNSA,MU74,,m,£
1945,BoE: Current expenditure on goods and services (D.1 + P.2): £m CPNSA,FV4T,,,
1945,BoE: Depreciation: Consumption of fixed capital: £m CPNSA,JW2C,,m,£
1945,BoE: Gross Operating Surplus: £m CPNSA,JW28,,m,£
1945,BoE: Gross fixed capital formation: £m CPNSA,JW2E,,m,£
1945,BoE: Interest & dividends (net) from public sector: £m CPNSA,MU73,,m,£
1945,BoE: Interest & divs from private sector and rest of world (D41/42): £m CPNSA,JW29,,m,£
1945,BoE: Level: AF.4: BoE/GG cross holdings: £m CP NSA,JL37,,,
1945,BoE: Level: Liability: Other debt liabilities: £m CP NSA,JMEN,,,
1945,BoE: Net Borrowing (inc APF & SLS): £m CPNSA,JW2H,,m,£
1945,BoE: Net Cash Requirement: £m CPNSA,JW2I,,m,£
1945,BoE: Net Financial Liabilities: NSA:£m,CPPL,,,
1945,BoE: Net Lending to Private Sector & RoW: £m CPNSA,FV5O,,,
1945,BoE: Net acquisition of company securities: £m CPNSA,MU76,,m,£
1945,BoE: Other financial transactions: £m CPNSA,MU78,,m,£
1945,"BoE: Saving, gross plus capital taxes: £m CPNSA",JW2B,,m,£
1945,BoE: Term Funding Scheme (TFS) Small & Medium-sized Enterprises Loan Liability: £m CPNSA,FSVQ,,m,£
1945,BoE: Term Funding Scheme Loan Liability: £m CPNSA,CORN,,m,£
1945,BoE: Total current expenditure: £m CPNSA,MU75,,m,£
1945,BoE: Total current receipts: £m CPNSA,JW2A,,m,£
1945,BoE: Total net investment: £m CPNSA,JW2G,,m,£
1945,CG Cash receipts: HM Revenue and Customs,MIZX,,m,£
1945,CG: AS: F424N1 K.7 Nominal holding gains/losses: Student Loan Stock Revaluations,CT9G,,,
1945,CG: Accounts receivable/payable (F7): £m CPNSA,ANRT,,,
1945,CG: Adjustment for interest on gilts (F.3): £m CPNSA,ANRU,,,
1945,CG: British government stock (gilts): £m CPNSA,BKPM,,m,£
1945,CG: Capital grants (net) within public sector (D92&D99): £m CPNSA,ANND,,m,£
1945,CG: Capital transfers from CG: £m CPNSA,MS6X,,m,£
1945,CG: Capital transfers from LG: £m CPNSA,NMGL,,m,£
1945,CG: Capital transfers from PC: £m CPNSA,MM9G,,m,£
1945,CG: Capital transfers from private sector (D92&D99): £m CPNSA,ANNN,,m,£
1945,CG: Capital transfers to Asset Purchase Facility (APF): £m CPNSA,MF7A,,m,£
1945,CG: Capital transfers to LG: £m CPNSA,MF78,,m,£
1945,CG: Capital transfers to PC: £m CPNSA,MF79,,m,£
1945,CG: Capital transfers to central government: £m CPNSA,MFO7,,m,£
1945,CG: Capital transfers to private sector (D92&D99): £m CPNSA,ANNI,,m,£
1945,CG: Capital uplift on index linked gilts excluding uplift paid at redemption: £m CPNSA,JNYY,,,
1945,"CG: Changes in net debt (exc NRAM and B&B, Network Rail): £m CPNSA",MW4W,,,
1945,CG: Corporation Tax (gross of tax credits): £m: NSA,N445,,m,£
1945,CG: Covid Corp Finance Facility: Commercial Paper: £m: NSA,FSX6,,,
1945,CG: Current Budget Deficit: £m CPNSA,ANLV,,m,£
1945,CG: Current Receipts: Taxes receivable: £m CPNSA,MF6P,,m,£
1945,CG: Current expenditure (exc debt interest payments): £m CPNSA,KSS6,,,
1945,CG: Current expenditure: Current transfers paid abroad (D74): £m CPNSA,NMDZ,,m,£
1945,CG: Current expenditure: Current transfers received from abroad (D74): £m CPNSA,NMDL,,£,m
1945,CG: Current expenditure: Goods and services: Staff costs (D1): £m CPNSA,NMBG,,,
1945,CG: Current expenditure: Market output and output for own final use: £m: NSA,MUT5,,m,£
1945,CG: Current expenditure: Net Interest payable: £m CPNSA,NMFX,,m,£
1945,CG: Current expenditure: Net current grants aborad (D74): £m CPNSA,GZSI,,m,£
1945,CG: Current expenditure: Net social benefits payable: £m CPNSA,GZSJ,,m,£
1945,CG: Current expenditure: Other current grants: £m CPNSA,NMFC,,m,£
1945,CG: Current expenditure: Other payable: £m: CPNSA,LIQS,,m,£
1945,CG: Current expenditure: Subsidies: £m CPNSA,NMCD,,m,£
1945,CG: Current expenditure: UK contributions to EU (D.76u) VAT & GNI: £m CPNSA,M9LH,,m,£
1945,CG: Current expenditure: UK payments to EU under the withdrawal agreement (D.74) : £m CPNSA,FV5N,,m,£
1945,CG: Current expenditure:Current expenditure on goods and services (P3): £m CPNSA,NMBJ,,m,£
1945,CG: Current expenditure:Goods/services:Purchase of goods and services: £m CPNSA,MF76,,m,£
1945,CG: Current expenditure:Net social benefits: Social assistance (D623): £m CPNSA,NZGO,,m,£
1945,CG: Current grants to central government: £m CPNSA,MHA8,,m,£
1945,CG: Current receipts: Compulsory social contributions: Receivable: £m CPNSA,AIIH,,m,£
1945,CG: Current receipts: Interest and dividends receivable: £m CPNSA,LIQP,,m,£
1945,"CG: Current receipts: Interest and dividends: APF, receivable: £m CPNSA",L6BD,,m,£
1945,CG: Current receipts: Interest and dividends: Other: £m CPNSA,MF74,,m,£
1945,CG: Current receipts: Other current taxes (D.59): £m CPNSA,NMCV,,m,£
1945,CG: Current receipts: Other income receivable: £m CPNSA,LIQQ,,m,£
1945,CG: Current receipts: Other receipts: Other (residual): £m CPNSA,MF75,,m,£
1945,CG: Current receipts: Other receipts: Rent received (D45): £m CPNSA,NMCK,,m,£
1945,CG: Current receipts: Other taxes on income and wealth: £m CPNSA,MF6Z,,m,£
1945,CG: Current receipts: Other taxes: Bank levy: £m CPNSA,KIH3,,,
1945,CG: Current receipts: Other taxes: Other (residual): £m CPNSA,MF72,,m,£
1945,CG: Current receipts: Other taxes: Vehicle duty paid by households: £m CPNSA,CDDZ,,m,£
1945,CG: Current receipts: Rent and other current transfers: £m CPNSA,ANBU,,m,£
1945,CG: Current receipts: Taxes on capital: £m CPNSA,HZS7,,m,£
1945,"CG: Current receipts: Taxes on income and wealth, receivable: £m",NMCU,,m,£
1945,CG: Current receipts: Taxes on income: Capital gains and legacy tax: £m CPNSA,MS62,,m,£
1945,CG: Current receipts: Taxes on income: Other (mainly corporation tax): £m CPNSA,LIBP,,m,£
1945,CG: Current receipts: Taxes on income: Other income tax: £m CPNSA,MF6X,,m,£
1945,CG: Current receipts: Taxes on income: PAYE income tax: £m CPNSA,MS6W,,m,£
1945,CG: Current receipts: Taxes on income: Petroleum revenue tax: £m CPNSA,ACCJ,,m,£
1945,CG: Current receipts: Taxes on income: Self assessed income tax: £m CPNSA,LISB,,m,£
1945,"CG: Current receipts: Taxes on production, receivable: £m CPNSA",NMBY,,m,£
1945,CG: Current receipts: Taxes on production: Alcohol: £m CPNSA,MF6V,,m,£
1945,CG: Current receipts: Taxes on production: Business rates (NNDR): £m CPNSA,CUKY,,m,£
1945,CG: Current receipts: Taxes on production: Fuel duty: £m CPNSA,CUDG,,m,£
1945,CG: Current receipts: Taxes on production: Other: £m CPNSA,MF6W,,m,£
1945,CG: Current receipts: Taxes on production: Stamp duty (shares) HMRC : £m CPNSA,BKST,,m,£
1945,CG: Current receipts: Taxes on production: Tobacco: £m CPNSA,GTAO,,£,m
1945,"CG: Current receipts: Taxes on production: VAT, receivable: £m CPNSA",NZGF,,m,£
1945,CG: Current receipts: Taxes on production: Vehicle duty paid by businesses: £m,EKED,,m,£
1945,CG: Current receipts: Total taxes: £m CPNSA,MF73,,m,£
1945,CG: Current receipts:Other taxes (not on production/income) receivable: £m CPNSA,LIQR,,m,£
1945,CG: Current receipts:Taxes on income: Income tax and capital gains tax: £m CPNSA,LIBR,,m,£
1945,CG: Current receipts:Taxes on production:Stamp duty (land and property):£m CPNSA,MM9F,,m,£
1945,CG: Current transfers from central government to local government: £m CPNSA,QYJR,,m,£
1945,CG: D.2121: Customs Duties (UK Receipts): Accrued Receipts: £M: CPNSA,FV2H,,m,£
1945,CG: D39: CV19 HMRC Job Retention Scheme: Accrued: £m: NSA,CXLP,,m,£
1945,CG: D39: CV19 HMRC Self-Employment Income Support Scheme: Accrued: £m: NSA,CXLQ,,m,£
1945,CG: Energy Profits Levy: Accrued basis: CPNSA £m,JIS6,,m,£
1945,CG: Gross Index-linked gilt capital uplift: £m CPNSA,MW7L,,,
1945,CG: Gross capital formation: £m CPNSA,MS5Z,,m,£
1945,CG: Gross fixed capital formation (P51+K2): £m CPNSA,ANPI,,m,£
1945,CG: Gross operating surplus: £m CPNSA,NRLN,,m,£
1945,CG: Income tax and compulsory social contributions (NICs): £m CPNSA,KSS8,,,
1945,CG: Increase in inventories and valuables (P52&P52): £m CPNSA,ANMY,,m,£
1945,CG: Interest & dividends (net) from public sector: £m CPNSA,ANNY,,m,£
1945,CG: Interest & dividends from private sector and rest of world (D41/42):£m CPNSA,GVHE,,m,£
1945,CG: Interest payable excluding capital uplift on index linked gilts: £m CPNSA,JNYX,,,
1945,CG: NRAM and B&B (element of CG Gross Debt): £m CPNSA,KW6R,,m,£
1945,CG: National savings: £m CPNSA,ACUA,,m,£
1945,CG: Net Financial Liabilities: NSA:£m,CPNE,,,
1945,CG: Net acquisition of company securities (F.5): £m CPNSA,ANRS,,,
1945,CG: Net cash requirement (NRAM and B&B contribution (UKAR)): £m CPNSA,M98W,,m,£
1945,CG: Net cash requirement (Network rail contribution): £m CPNSA,MUI2,,,
1945,CG: Net cash requirement (Own account): £m CPNSA,RUUX,,m,£
1945,"CG: Net cash requirement (exc NRAM and B&B, Network Rail): £m CPNSA",M98R,,m,£
1945,"CG: Net cash requirement (own account) (exc NRAM and B&B, Network Rail):£m CPNSA",M98S,,m,£
1945,CG: Net cash requirement (own account): Cash receipts: Income tax: £m CPNSA,RURC,,m,£
1945,CG: Net cash requirement: Cash outlays: Interest payments: £m CPNSA,RUUO,,m,£
1945,CG: Net cash requirement: Cash outlays: Net departmental outlays: £m CPNSA,RUUP,,m,£
1945,CG: Net cash requirement: Cash outlays: Total: £m CPNSA,RUUQ,,m,£
1945,CG: Net cash requirement: Cash receipts: HMRC: Social security contributions: £m,ABLP,,m,£
1945,CG: Net cash requirement: Cash receipts: HMRC: VAT: £m CPNSA,EYOO,,m,£
1945,CG: Net cash requirement: Cash receipts: Interest and dividends: £m CPNSA,RUUL,,m,£
1945,CG: Net cash requirement: Cash receipts: Other receipts: £m CPNSA,RUUM,,m,£
1945,CG: Net cash requirement: Cash receipts: Total: £m CPNSA,RUUN,,m,£
1945,CG: Net cash requirement: Net acquisition of company securities: £m NSA,ABIF,,m,£
1945,CG: Net cash requirement: £m CPNSA,RUUW,,m,£
1945,CG: Net lending to private sector and rest of world (F.4): £m CPNSA,ANRH,,,
1945,CG: Net social benefits: National insurance fund benefits (D621): £m CPNSA,QYRJ,,,
1945,CG: Net social benefits:Public service pension contributions: £m CPNSA,MF6Q,,m,£
1945,CG: Net social benefits:Public service pension payments: £m CPNSA,MF77,,m,£
1945,CG: Network Rail (element of CG Gross Debt): £m CPNSA,MDL3,,m,£
1945,CG: Other cash receipts paid over to HMT from HMRC: £m: CPNSA,KAU8,,,
1945,CG: Other financial transactions: £m CPNSA,ANRV,,,
1945,CG: Other sterling debt and foreign currency debt: £m CPNSA,KW6Q,,m,£
1945,CG: Receipts table: VAT refunds: £m: NSA,AHGO,,,
1945,CG: Receipts: Corporation tax: Accrued: Gross of tax credits: £m:NSA,CPRN,,m,£
1945,CG: Reconciliation adjustments: Debt management account: £m CPNSA,N42E,,,
1945,CG: Reconciliation adjustments: Foreign currency: £m CPNSA,N42F,,,
1945,CG: Reconciliation adjustments: National savings: £m CPNSA,N42C,,,
1945,CG: Reconciliation adjustments: Official reserves SDRs: £m CPNSA,E3VX,,,
1945,CG: Reconciliation adjustments: Official reserves: £m CPNSA,N42A,,,
1945,CG: Reconciliation adjustments: Other gilt related adjustments: £m CPNSA,E3VL,,,
1945,CG: Reconciliation adjustments: Other liquid assets: £m CPNSA,E3VZ,,,
1945,CG: Reconciliation adjustments: Other sterling debt: £m CPNSA,E3VY,,,
1945,CG: Reconciliation adjustments: Other: £m CPNSA,N42H,,,
1945,CG: Reconciliation adjustments: Reclassification & imputed liabilities: £m CPNSA,E3VM,,,
1945,"CG: Savings, gross plus capital taxes: £m CPNSA",ANPM,,m,£
1945,CG: Sterling treasury bills: £m CPNSA,BKPJ,,m,£
1945,CG: Tax instruments: £m CPNSA,ACRV,,m,£
1945,CG: Total Net Investment: £m CPNSA,ANNS,,m,£
1945,CG: Total capital expenditure: £m CPNSA,MF6T,,m,£
1945,CG: Total central government gross debt: £m CPNSA,BKPW,,m,£
1945,"CG: Total current expenditure, payable: £m CPNSA",ANLP,,m,£
1945,CG: Total current expenditure: £m CPNSA,MF6S,,m,£
1945,"CG: Total current receipts, receivable: £m CPNSA",ANBV,,m,£
1945,CG: Total expenditure: £m CPNSA,MF6U,,m,£
1945,CG: Total expenditure: £mn: NSA,DU3N,,m,£
1945,CG: Total revenue: £m CPNSA,MF6R,,m,£
1945,Central Government: Net Worth: (B.90): £m: CP: NSA,J8RS,,,
1945,Central Government:LI:LEVEL:Currency and deposits: CP NSA,NIIJ,,,
1945,Central Government:LI:LEVEL:Debt securities (excl gilts) and loans: £m CP NSA,JM9S,,,
1945,Central Government:LI:LEVEL:Debt securities excluding gilts: CP NSA,JJ7G,,,
1945,Central Government:LI:LEVEL:Loans: CP NSA,NIJU,,,
1945,Central government (S.1311): Net Lending (+) / Net borrowing (-) (B.9N): CP £m: NSA,NMFJ,,m,£
1945,Central government finance: official reserves: Asset Flow: CP NSA: £m,AIPA,,,
1945,Consumption of fixed capital for public corporations,NSRM,,,
1945,ESA95:DIM PC F.33211 accr adj,NCXS,,,
1945,ESA95:DIM: LA F.33211 accr adj,NCBV,,,
1945,"ESA: CG: LI: FLOW: F.33111, Sterling treasury bills",NAVG,,,
1945,FA: CG: Liabs: Flows: Government foreign currency debt,AACL,,,
1945,FA: CG: Liabs: Flows: Government liabilities under ECS,AACI,,,
1945,FA: CG: Liabs: Flows: National Savings,AACE,,M,£
1945,FA: CG: Liabs: Flows: Northern Ireland central govt debt,AACH,,,
1945,FA: CG: Liabs: Flows: Notes and coin: Coin,EYMW,,,
1945,FA: CG: Liabs: Flows: Other government overseas financing,AACM,,,
1945,FA: CG: Liabs: Flows: Tax instruments,AACF,,,
1945,FA: LA: Asset: Level: British government securities,APEI,,,
1945,Financial Level: GG Consolidated: British government securities: £m CP NSA,JM9V,,,
1945,Financial Level: GG Consolidated: Debt securities (excl gilts) and loans: £m CP NSA,JMB9,,,
1945,Financial Level: GG Consolidated: F2 Liabilities,GTK4,,,
1945,Financial Level: GG Consolidated: F3 Liabilities (excluding gilts),JJ7D,,,
1945,Financial Level: GG Consolidated: F4 Liabilities,GTK7,,,
1945,Financial Level: GG Consolidation: F29 LG Deposits with CG,GTI9,,,
1945,Financing of CGNCR: BGS,ANTA,,,
1945,Financing of CGNCR: Deposits with CG by other sectors,ANTC,,,
1945,Financing of CGNCR: Deposits with MFIs,ANSZ,,,
1945,Financing of CGNCR: Loans from MFIs,ANTB,,,
1945,Financing of CGNCR: NILO (except PWLB),ANTD,,,
1945,GG Local government gross debt: Bonds: £m CPNSA,NJIM,,m,£
1945,GG Other current taxes,MJBC,,,
1945,GG consolidated gross debt less LG/CG holdings,KSC7,,m,£
1945,GG: Accounts receivable/payable: £m CPNSA,ANSJ,,m,£
1945,GG: Adjustment for interest on gilts: £m CPNSA,ANSK,,m,£
1945,GG: CG deposits & short term assets: Bank and building society deposits:£m CPNSA,BKSM,,,
1945,GG: CG deposits and other short term assets: NRAM and B&B liquid assets:£m CPNSA,MDL5,,m,£
1945,GG: CG deposits and other short term assets: Other liquid assets: £m CPNSA,BKSN,,,
1945,GG: Capital grants (net) within public sector: £m CPNSA,ANSG,,m,£
1945,GG: Capital grants from private sector: £m CPNSA,ANSN,,m,£
1945,GG: Capital grants to private sector: £m CPNSA,ANSM,,m,£
1945,GG: Current budget deficit (-B8n+D91): £m CPNSA,ANLW,,m,£
1945,GG: Current exp: Interest & dividends paid to private sector and RoW: £m CPNSA,NMYX,,m,£
1945,GG: Current expenditure: Goods and services (P3): £m CPNSA,GZSN,,m,£
1945,GG: Current expenditure: Net social benefits (D62): £m CPNSA,GZSL,,m,£
1945,GG: Current expenditure: VAT & GNI based EU contributions (D76u): £m CPNSA,M9LE,,m,£
1945,GG: Current receipts: Rent and other current transfers: £m CPNSA,ANCU,,m,£
1945,GG: Current receipts: Taxes on income and wealth (D51): £m CPNSA,NMZJ,,m,£
1945,GG: Current receipts: Taxes on production (D.2): £m CPNSA,NMYE,,m,£
1945,GG: General government condolidated gross debt (Maastricht): £m CPNSA,BKPX,,m,£
1945,GG: General government net debt: £m CPNSA,MDK2,,m,£
1945,GG: Gross Operating Surplus: £m CPNSA,NMXV,,m,£
1945,GG: Gross fixed capital formation: £m CPNSA,ANSE,,m,£
1945,GG: Increase in inventories and valuables: £m CPNSA,ANSF,,m,£
1945,GG: Interest & dividends (net) from public sector: £m CPNSA,ANSD,,m,£
1945,GG: Interest & dividends from private sector and rest of world: £m CPNSA,ANSC,,m,£
1945,GG: Level: AF.3 (excluding gilts): CG/LG cross holdings,JJ7A,,,
1945,GG: Level: AF.4: CG/LG cross holdings,JKSR,,,
1945,GG: Level: CG/LG cross holdings: debt securities (excl gilts) and loans: £m CP NSA,JM9U,,,
1945,GG: Local government bank and building society depostits: £m CPNSA,BKSO,,,
1945,GG: Local government gross debt: Loans: £m CPNSA,MUF5,,£,m
1945,GG: Local government gross debt: Money market instruments: £m CPNSA,NJHZ,,m,£
1945,GG: Local government other liquid assets (short term assets): £m CPNSA,BKQG,,,
1945,GG: Net Financial Liabilities: NSA:£m,CPPJ,,,
1945,GG: Net acquisition of company securities: £m CPNSA,ANSI,,m,£
1945,GG: Net cash requirement / market and overseas borrowing: £m CPNSA,RUUI,,m,£
1945,GG: Net cash requirement: £m CPNSA,RUUS,,m,£
1945,GG: Net lending to private sector and Rest of World: £m CPNSA,ANSH,,m,£
1945,GG: Other financial transactions: £m CPNSA,ANSL,,m,£
1945,GG: PA: Resources: Consumption of fixed capital: P51c NSA CP,NMXO,,,
1945,"GG: Saving, gross plus capital taxes: £m CPNSA",ANSA,,m,£
1945,"GG: Subsidies, Total paid (D3): CP NSA",NMRL,,,
1945,GG: Total current expenditure: £m CPNSA,ANLR,,m,£
1945,GG: Total current receipts: £m CPNSA,ANBY,,m,£
1945,GG: Total net investment: £m CPNSA,ANNV,,m,£
1945,General Government (S.13): Net lending (+) / Net borrowing (-) (B.9N): CP £m: NSA,NNBK,,m,£
1945,General Government Gross Debt as a %GDP: CPNSA,A3PW,,,
1945,General Government Net Borrowing as a %GDP: CPNSA,A3PT,,,
1945,General Government: Net Worth: (B.90): £m: CP: NSA,JDUX,,,
1945,LA Finance: Total transactions in assets #m,EYJQ,,,
1945,LA Gross fixed capital formation + Land (P51+K2),ANCY,,,
1945,LA finance: Bank deposits & short-term assets #m,AMIO,,,
1945,LA finance: Borrowing other than direct from central govt £m,ABED,,,
1945,LA finance: LA temporary debt #m,AAEF,,,
1945,LA finance: Long term marketable debt #m,ADGI,,,
1945,LA finance: Long term non-marketable debt #m,ADGJ,,,
1945,LA finance: central government debt £m,ABEE,,,
1945,LA finance: public corporations debt #m,AAEJ,,,
1945,"LG : D2 Taxes on Imports and Production, received NSA",DMHD,,,
1945,LG Gross Debt (Unconsolidated) Total: Maastricht News Release Table 2,EYKP,,m,£
1945,LG Net current grants abroad (PSAT2),C626,,,
1945,LG: Accounts receivable/payable (F7 net): £m CPNSA,ANML,,m,£
1945,LG: Capital grants from private sector: £m CPNSA,ANNO,,m,£
1945,LG: Current budget deficit (B8N): £m CPNSA,NMMX,,m,£
1945,LG: Current expenditure: Goods and services (P3): Total £m CPNSA,GZSM,,m,£
1945,LG: Current expenditure: Goods and services: Staff costs (D1): £m CPNSA,NMJE,,m,£
1945,LG: Current expenditure: Interest: £m CPNSA,NUGW,,m,£
1945,LG: Current expenditure: Market output: P11 & P131:£m,AE76,,,
1945,LG: Current expenditure: Net current grants abroad (D75): £m CPNSA,EBFE,,m,£
1945,LG: Current expenditure: Net social benefits: Other: £m CPNSA,MSF2,,m,£
1945,LG: Current expenditure: Net social benefits: Total (D62): £m CPNSA,GZSK,,m,£
1945,LG: Current expenditure: Other: £m CPNSA,MSE3,,m,£
1945,LG: Current expenditure: Purchase of goods and services: £m CPNSA,MSE9,,m,£
1945,LG: Current expenditure: Subsidies: £m CPNSA,ADAK,,m,£
1945,LG: Current receipts: Interest and dividends (net) from public sector: £m CPNSA,ANPZ,,m,£
1945,LG: Current receipts: Interest and dividends: £m CPNSA,MSD9,,m,£
1945,LG: Current receipts: Other current taxes: Council tax (D591a): £m CPNSA,NMHM,,m,£
1945,LG: Current receipts: Other current taxes: Other: £m CPNSA,MSE8,,m,£
1945,LG: Current receipts: Other receipts: £m CPNSA,MSE2,,m,£
1945,LG: Current receipts: Rent and other current transfers: £m CPNSA,ANBX,,m,£
1945,LG: From central government to local government: £m CPNSA,ABEC,,m,£
1945,LG: Gross operating surplus: £m CPNSA,NRLT,,m,£
1945,LG: Increase in inventories and valuables (P52&P53): £m CPNSA,ANMZ,,m,£
1945,LG: Interest & dividends from private sector and rest of world (D41/42):£m CPNSA,GVHF,,m,£
1945,LG: Net Financial Liabilities: NSA:£m,CPPI,,,
1945,LG: Net Investment: Capital grants to private sector (D92 & D99): £m CPNSA,ANNJ,,m,£
1945,LG: Net acquisition of company securities (F5 assets): £m CPNSA,LSIB,,m,£
1945,LG: Net cash requirement: £m CPNSA,ABEG,,m,£
1945,LG: Net investment: £m CPNSA,ANNT,,m,£
1945,LG: Net investment:Capital grants (net) within public sector (D92&D99): £m CPNSA,ANNE,,m,£
1945,LG: Net lending to private sector and Rest of World: £m CPNSA,ADDU,,m,£
1945,LG: Other financial transactions: £m CPNSA,ANMW,,m,£
1945,LG: Other: Contribution to PS net cash requirement: £m CPNSA,AAZK,,m,£
1945,LG: Pension contributions (D61): £m CPNSA,NSMM,,m,£
1945,LG: Total capital expenditure: £m CPNSA,MSE6,,m,£
1945,LG: Total current expenditure: £m CPNSA,ANLQ,,m,£
1945,LG: Total current expenditure: £m CPNSA,MSE5,,m,£
1945,LG: Total current receipts: £m CPNSA,ANBW,,m,£
1945,LG: Total expenditure: £m CPNSA,MSE7,,m,£
1945,LG: Total revenue: Current receipts: Taxes: £m CPNSA,MSF3,,m,£
1945,LG: Total revenue: £m CPNSA,MSE4,,m,£
1945,Liabilities associated with additional Public-Private Partnerships: Imputed finance lease loans (AF.423): £m: CP: NSA,JEJT,,,
1945,Local Government: Current receipts: Other current taxes (nmis-ebfs),MJBB,,,
1945,Local Government: Gross Saving: B.8g: CP NSA,NRLX,,,
1945,Local Government: Net Worth: (B.90): £m: CP: NSA,J8UP,,,
1945,Local Government:LI:LEVEL:Debt securities and loans: £m CP NSA,JM9T,,,
1945,Local Government:LI:LEVEL:Securities other than shares: CP NSA,NJHY,,,
1945,Local Govt: P.51c: Consumption of fixed capital,NSRO,,,
1945,Local government (S.1313): Net Lending (+) / Net borrowing (-) (B.9N): CP £m: NSA,NMOE,,m,£
1945,MS Finance: Total bank lending to PC's (sterling & ECS) #m,EYJR,,,
1945,Net difference in valuation of British Government Securities: £m: CP: NSA,JE4Q,,,
1945,Net premia/discounts of gilt issuances: £m CPNSA,LSIW,,,
1945,Official reserves outstanding : total #m,AIPD,,,
1945,Other Public Corporations: Net Worth: (B.90): £m: CP: NSA,J99M,,,
1945,PC Finance: Bank deposits & other short term assets #m,EYJU,,,
