date_period,measure,cdid,value,unit,pre_unit
1981,PS: Adjustment for the Change in Pension Entitlements (D.8): (£m) CP NSA,CWO4,0.0,,
1981,PS: BoE contribution to PS net debt: £m CPNSA,A8J8,,m,£
1981,PS: Capital grants from private sector: £m CPNSA,ANST,206.0,m,£
1981,PS: Capital grants to private sector: £m CPNSA,ANSS,2376.0,m,£
1981,PS: Compulsory social contributions (D61): £m CPNSA,ANBO,15916.0,m,£
1981,PS: Consolidated gross debt (exc BoE): £m CPNSA,BKQA,,,
1981,PS: Current Budget Deficit (exc PS Banks) as a % of GDP: CPNSA,JW2V,,%,
1981,PS: Current Budget Deficit (excluding public sector banks): £m: CPNSA,JW2T,-4414.0,m,£
1981,PS: Current Budget Deficit (including public sector banks): £m: CPNSA,ANMU,-4414.0,m,£
1981,PS: Current exp: Interest & dividends paid to private sector and RoW: £m CPNSA,ANLO,14207.0,m,£
1981,PS: Current expenditure: Net social benefits (D62): £m CPNSA,ANLY,29609.0,m,£
1981,PS: Current expenditure: Other current grants: £m CPNSA,JW3F,1595.0,m,£
1981,PS: Current receipts: Rent and other current transfers: £m CPNSA,ANBS,1562.0,m,£
1981,PS: Current receipts: Taxes on income and wealth: £m CPNSA,ANSO,37234.0,m,£
1981,PS: Depreciation: Consumption of fixed capital (K1): £m CPNSA,ANNZ,12749.0,m,£
1981,PS: GG and NFPC liquid assets: General government: £m CPNSA,MDK3,,m,£
1981,PS: General government/PS Banks cross holdings of debt: £m CPNSA,MDL7,,m,£
1981,PS: Gross Operating Surplus (B.2n): £m CPNSA,ANBP,16492.0,m,£
1981,PS: Gross fixed capital formation: £m CPNSA,ANSQ,15023.0,m,£
1981,PS: Increase in inventories and valuables: £m CPNSA,ANSR,-33.0,m,£
1981,PS: Interest & dividends (net) from public sector: £m CPNSA,KB3E,0.0,m,£
1981,PS: Interest & dividends from private sector and rest of world (D41/42):£m CPNSA,ANBQ,2914.0,m,£
1981,PS: Net Borrowing (exc PS Banks) as a % of GDP: CPNSA,J5IJ,,%,
1981,PS: Net Borrowing (excluding public sector banks): £m: CPNSA,J5II,-8825.0,m,£
1981,PS: Net Borrowing (including public sector banks): £m: CPNSA,ANNX,-8825.0,m,£
1981,PS: Net Borrowing as a % of GDP: CPNSA,J4DD,,%,
1981,PS: Net Debt (excluding public sector banks) as a % of GDP: NSA,HF6X,,%,
1981,PS: Net Debt (excluding public sector banks): £bn: CPNSA,HF6W,,bn,£
1981,PS: Net Debt (including public sector banks) as a % of GDP: NSA,RUTO,,%,
1981,PS: Net Debt (including public sector banks): £bn: CPNSA,RUTN,,bn,£
1981,PS: Net Investment (exc PS Banks) as a % of GDP: CPNSA,MUB2,,%,
1981,PS: Net Investment (excluding public sector banks): £m: CPNSA,JW2Z,-4411.0,m,£
1981,PS: Net Investment (including public sector banks): £m: CPNSA,ANNW,-4411.0,m,£
1981,PS: Net acquisition of company securities (exc PS Banks) (F.5): £m CPNSA,JW34,742.0,m,£
1981,PS: Net cash requirement (exc PS Banks) (PSNCR exc): £m CPNSA,JW38,10573.0,m,£
1981,PS: Net cash requirement: £m CPNSA,RURQ,10573.0,m,£
1981,PS: Net debt (PSND): £m CPNSA,BKQK,,m,£
1981,PS: Net lending to private sector and Rest of World: £m CPNSA,ANSU,-2694.0,m,£
1981,PS: Net lending to private sector and rest of world (exc PS Banks) F.4: £m CPNA,JW33,-2694.0,m,£
1981,PS: Other financial transactions (exc PS Banks): £m CPNSA,JW37,4295.0,m,£
1981,PS: Other financial transactions: £m CPNSA,ANSY,4295.0,m,£
1981,PS: PS Banks Interest & divs from private sector and rest of world (D41/42): £m,JW3A,0.0,m,£
1981,PS: PS Banks: Accounts receivable/payable: £m CPNSA,JW3H,0.0,m,£
1981,PS: PS Banks: Adjustment for interest on gilts: £m CPNSA,JW3I,0.0,m,£
1981,PS: PS Banks: Capital grants (net) within public sector: £m CPNSA,J5IK,0.0,m,£
1981,PS: PS Banks: Capital grants from private sector: £m CPNSA,IL6L,0.0,m,£
1981,PS: PS Banks: Capital grants to private sector: £m CPNSA,IL6K,0.0,m,£
1981,PS: PS Banks: Current budget deficit (B.6n): £m CPNSA,IL68,0.0,m,£
1981,PS: PS Banks: Current exp: Interest & divs paid to private sector & RoW:£m CPNSA,JW3D,0.0,m,£
1981,PS: PS Banks: Current receipts: Rent and other current transfers: £m CPNSA,K9UL,0.0,m,£
1981,PS: PS Banks: Depreciation: Consumption of fixed capital: £m CPNSA,IL67,0.0,m,£
1981,PS: PS Banks: Gross fixed capital formation: £m CPNSA,IL69,0.0,m,£
1981,PS: PS Banks: Net acquisition of company securities: £m CPNSA,J5IL,0.0,m,£
1981,PS: PS Banks: Net lending to private sector and Rest of World: £m CPNSA,JW3G,0.0,m,£
1981,PS: PS Banks: Other financial transactions: £m CPNSA,IL6C,0.0,m,£
1981,"PS: PS Banks: Saving, gross plus capital taxes: £m CPNSA",IL66,0.0,m,£
1981,PS: PS Banks: Total current expenditure: £m CPNSA,JW3E,0.0,m,£
1981,PS: PS Banks: Total net investment: £m CPNSA,IL6A,0.0,m,£
1981,PS: Public Sector Banks Net Borrowing: £m CPNSA,IL6B,0.0,m,£
1981,PS: Public Sector Banks net cash requirement: £m CPNSA,IL6D,0.0,,
1981,PS: Public Sector Banks: Current expenditure: Other current grants: £m CPNSA,JW3C,0.0,m,£
1981,PS: Public Sector Banks: Current receipts: Taxes on income and wealth: £m CPNSA,JW39,0.0,m,£
1981,PS: Public Sector Banks: Gross Operating Surplus: £m CPNSA,IL64,0.0,m,£
1981,PS: Public Sector Banks: Interest & dividends (net) from public sector: £m CPNSA,JW3B,0.0,m,£
1981,PS: Public Sector Banks: Total current receipts: £m CPNSA,IL65,0.0,m,£
1981,PS: Public sector banks gross debt: £m CPNSA,JX9R,,m,£
1981,PS: Receipts table: Total Public Sector Taxes and NICS: £m: NSA,AHHY,,,
1981,"PS: Saving, gross plus capital taxes: £m CPNSA",ANSP,8335.0,m,£
1981,PS: Total current expenditure: £m CPNSA,ANLT,107466.0,m,£
1981,PS: Total current receipts: £m CPNSA,ANBT,115801.0,m,£
1981,PS: Total managed expenditure: £m CPNSA,EBFT,124626.0,m,£
1981,PS: exc PS Banks Interest & dividends (net) from public sector: £m CPNSA,JW2M,0.0,m,£
1981,PS: exc PS Banks: Capital grants (net) within public sector: £m CPNSA,K9UM,0.0,m,£
1981,PS: exc PS Banks: Capital grants from private sector: £m CPNSA,JW2Y,206.0,m,£
1981,PS: exc PS Banks: Capital grants to private sector: £m CPNSA,JW2X,2376.0,m,£
1981,PS: exc PS Banks: Current expenditure: Other current grants (D75): £m CPNSA,NNAI,1595.0,m,£
1981,PS: exc PS Banks: Current receipts: Rent and other current transfers: £m CPNSA,JW2N,1562.0,m,£
1981,PS: exc PS Banks: Current receipts: Taxes on income and wealth: £m CPNSA,JW2J,37234.0,m,£
1981,PS: exc PS Banks: Depreciation: Consumption of fixed capital: £m CPNSA,JW2S,12749.0,m,£
1981,PS: exc PS Banks: Gross Operating Surplus: £m CPNSA,JW2K,16492.0,m,£
1981,PS: exc PS Banks: Gross fixed capital formation: £m CPNSA,JW2U,15023.0,m,£
1981,PS: exc PS Banks: Increase in inventories and valuables: £m CPNSA,JW2W,-33.0,m,£
1981,PS: exc PS Banks: Interest & Divs from Private Sector and RoW: £m CPNSA,JW2L,2914.0,m,£
1981,"PS: exc PS Banks: Saving, gross plus capital taxes: £m CPNSA",JW2R,8335.0,m,£
1981,PS: exc PS Banks: Total current expenditure: £m CPNSA,JW2Q,107466.0,m,£
1981,PS: exc PS Banks: Total current receipts: £m CPNSA,JW2O,115801.0,m,£
1981,PS: exc PS Banks: Total managed expenditure: £m CPNSA,KX5Q,124626.0,,
1981,PS: net acquisition of company securities: £m CPNSA,ANSV,742.0,m,£
1981,PS:exc PS Banks: Adjustment for the Change in Pension Entitlements (D.8): (£m) CP NSA,CWO3,0.0,,
1981,PS:exc PS Banks: Current exp: Interest & divs paid to private sector and RoW: £m,JW2P,14207.0,m,£
1981,Pub Sec: AF.62: Level: Asset: Life insurance and annuity entitlements: £m CP NSA,CWVM,,,
1981,Pub Sect: Assets: Equity assets (AF.5) :NSA:£m,CPNA,,,
1981,Pub Sect: Assets: Non-life insurance technical reserve assets (AF.61) :NSA:£m,CPNB,,,
1981,Pub Sect: Assets: Other accounts receivable (AF.8) :NSA:£m,CPNC,,,
1981,Pub Sect: Assets: Other assets not included as liquid assets in PSND ex :NSA:£m,CPND,,,
1981,Pub Sect: Assets:Loan assets (AF.4) :NSA:£m,CPMZ,,,
1981,Pub Sect: Liabilities: Financial derivative liabilities (AF.7) :NSA:£m,CPMX,,,
1981,Pub Sect: Liabilities: Monetary Gold & Special Drawing Right liabilities:NSA:£m,CPMU,,,
1981,Pub Sect: Liabilities: Other accounts payable (AF.8): NSA:£m,CPMY,,,
1981,Pub Sect: Liabilities: Pensions: (AF.6M) :NSA:£m,CPMV,,,
1981,Pub Sect: Liabilities:Provisions for standardised guarantees (AF.66) :NSA:£m,CPMW,,,
1981,Pub sector pensions: Net Financial Liabilities: NSA:£m,CWVN,,,
1981,Public Corporations (S.11001): Net Lending (+) / Net borrowing (-) (B.9N): CP £m: NSA,CPCM,2111.0,m,£
1981,Public Corporations: Net Worth: (B.90): £m: CP: NSA,JDUY,,,
1981,Public Sector (excl public sector banks and BoE): Deposits and other short term assets: Liquid assets: £m CP NSA,JMEM,,,
1981,Public Sector Net Debt excluding PS banks (PSND excl PS Banks): £m CPNSA,KSE6,,m,£
1981,Public Sector Net Financial Liabilities (PSNFL ex) :NSA:£m,CPNF,,,
1981,Public Sector Net Financial Liability excluding Public Sector Banks (PSNFL excl PSB): £bn CPNSA,JSK7,,,
1981,Public Sector Net Worth: IMF GFSM: £m: CP: NSA,JEJU,,,
1981,Public Sector Pensions: AF.2: Level: Liability: Currency and Deposits: £m CP NSA,CWQG,,,
1981,Public Sector Pensions: AF.3: Level: Liability: Debt Securities: Face value: £m CP NSA,JLL6,,,
1981,Public Sector Pensions: AF.4: Level: Liability: Loans: £m CP NSA,CWQK,,,
1981,Public Sector Pensions: Consolidated Gross Debt: cross holdings of CG debt,CWP4,0.0,m,£
1981,Public Sector Pensions: Gross Debt Held by All Other Sectors (including CG),CWP3,0.0,m,£
1981,Public Sector Pensions: Level: Liability: Debt securities and loans: £m CP NSA,JMC4,,,
1981,Public Sector Pensions: Net Borrowing (B.9n): (£m) CP NSA,CWNY,0.0,m,£
1981,Public Sector Pensions: Net Worth: (B.90): £m: CP: NSA,JCHY,,,
1981,Public Sector Pensions: Net cash requirement (Own account): £m CPNSA,CWP2,0.0,m,£
1981,Public Sector Pensions: deposits and other short term assets: Other liquid assets: £m CP NSA,CWP5,0.0,m,£
1981,Public Sector ex PS Banks: Current expenditure on goods and services (D.1 + P.2): £m CPNSA,FV4W,55458.0,,
1981,Public Sector gross debt (excl public sector banks): £m: CP: NSA,JMEQ,,,
1981,Public Sector gross debt: Debt securities (excl gilts) and loans: £m: CP: NSA,JMEP,,,
1981,Public Sector: AF.63: Level: Asset: Pension entitlements: £m CP NSA,JKF5,,,
1981,Public Sector: AF.63: Level: Liability: Pension entitlements: £m CP NSA,JKF7,,,
1981,Public Sector: AF.64: Level: Asset: Claims of pension funds on pension managers: £m CP NSA,JKF6,,,
1981,Public Sector: AF.64: Level: Liability: Claims of pension funds on pension managers: £m CP NSA,JKF8,,,
1981,Public Sector: AF.65: Level: Asset: Entitlements to non-pension benefits: £m CP NSA,JLS4,,,
1981,Public Sector: AF.65: Level: Liability: Entitlements to non-pension benefits: £m CP NSA,JLS5,,,
1981,Public Sector: Asset: Cultivated Biological Resources: (AN.115): £m: CP: NSA,JM76,,,
1981,Public Sector: Asset: Currency: (AF.21): £m: CP: NSA,J688,,,
1981,Public Sector: Asset: Direct Investment: (AF.421): £m: CP: NSA,J6FT,,,
1981,Public Sector: Asset: Dwellings: (AN.111): £m: CP: NSA,J67P,,,
1981,Public Sector: Asset: Equity: (AF.51): £m: CP: NSA,J6GN,,,
1981,Public Sector: Asset: Finance Leases: (AF.423): £m: CP: NSA,J6FY,,,
1981,Public Sector: Asset: Fixed Assets: (AN.11): £m: CP: NSA,J67O,,,
1981,Public Sector: Asset: Intellectual Property Products: (AN.117): £m: CP: NSA,J67S,,,
1981,Public Sector: Asset: Inventories: (AN.12): £m: CP: NSA,J67T,,,
1981,Public Sector: Asset: Investment Fund Shares and Units: (AF.52): £m: CP: NSA,J8CN,,,
1981,Public Sector: Asset: Land: (AN.211): £m: CP: NSA,J67Y,,,
1981,Public Sector: Asset: Listed Shares: (AF.511): £m: CP: NSA,J6HH,,,
1981,Public Sector: Asset: Loans Secured on Dwellings: (AF.422 ): £m: CP: NSA,J6FU,,,
1981,Public Sector: Asset: Long-Term Debt Securities: (AF.32): £m: CP: NSA,J6BY,,,
1981,Public Sector: Asset: Long-Term Debt Securities; Bonds Issued by the Rest of the World: (AF.32N9): £m: CP: NSA,J6C2,,,
1981,Public Sector: Asset: Long-Term Debt Securities; Issued by UK MFIs and Other UK Residents: (AF.32N5-6): £m: CP: NSA,J6BZ,,,
1981,Public Sector: Asset: Long-Term Loans: (AF.42): £m: CP: NSA,J6FS,,,
1981,"Public Sector: Asset: Machinery, Equipment and Weapons Systems: (AN.113+114): £m: CP: NSA",J67R,,,
1981,Public Sector: Asset: Monetary Gold: (AF.11): £m: CP: NSA,J682,,,
1981,Public Sector: Asset: Non-Financial Assets: (AN): £m: CP: NSA,JI5V,,,
1981,Public Sector: Asset: Non-Produced Non-Financial Assets: (AN.2): £m: CP: NSA,J67W,,,
1981,"Public Sector: Asset: Other Accounts Receivable, Excluding Trade Credits and Advances: (AF.89): £m: CP: NSA",J8K8,,,
1981,Public Sector: Asset: Other Buildings and Structures: (AN.112): £m: CP: NSA,J67Q,,,
1981,Public Sector: Asset: Other Deposits: (AF.29): £m: CP: NSA,J68C,,,
1981,Public Sector: Asset: Other Long-Term Loans: (AF.424): £m: CP: NSA,J6GF,,,
1981,Public Sector: Asset: Other Long-Term Loans;of Which Student Loans: (AF.424): £m: CP: NSA,J6GI,,,
1981,Public Sector: Asset: Produced Non-Financial Assets: (AN.1): £m: CP: NSA,J67N,,,
1981,Public Sector: Asset: Short-Term Debt Securities: (AF.31): £m: CP: NSA,J6BF,,,
1981,Public Sector: Asset: Short-Term Debt Securities; Issued by UK MFIs and Other UK Residents: (AF.31N5-6): £m: CP: NSA,J6BR,,,
1981,Public Sector: Asset: Short-Term Debt Securities; MMIs Issued by Rest of the World: (AF.31N9 ): £m: CP: NSA,J6BS,,,
1981,Public Sector: Asset: Short-Term Loans: (AF.41): £m: CP: NSA,J6C6,,,
1981,Public Sector: Asset: Special Drawing Rights: (AF.12): £m: CP: NSA,J687,,,
1981,Public Sector: Asset: Total Assets £m: CP: NSA,J67M,,,
1981,Public Sector: Asset: Trade Credits and Advances: (AF.81): £m: CP: NSA,J8EW,,,
1981,Public Sector: Asset: Transferrable Deposits: (AF.22): £m: CP: NSA,J68B,,,
1981,Public Sector: Asset: Unlisted Shares and Other Equity: (AF.512 + AF.519): £m: CP: NSA,J6KA,,,
1981,Public Sector: Asset: Valuables: (AN.13): £m: CP: NSA,JCXN,,,
1981,Public Sector: Assets: Currency & Deposits (AF.2): NSA: £m,CPNU,,,
1981,Public Sector: Assets: Debt securities (AF.3): NSA: £m,CPNV,,,
1981,Public Sector: Assets: Financial derivatives & employee stock ops (AF.7):NSA: £m,CPNY,,,
1981,Public Sector: Assets: Monetary Gold & Special Drawing Rights (AF.1): NSA: £m,CPNT,,,
1981,Public Sector: Assets: Pensions (AF.6M): NSA: £m,CPNW,,,
1981,Public Sector: Assets: Provisions standardised guarantees (AF.66): NSA: £m,CPNX,,,
1981,Public Sector: Borrowing ex PS banks ex BoE: NSA: £m,CPNZ,,m,£
1981,Public Sector: Current Expenditure: Subsidies: £million: CPNSA,JSJ5,5581.0,,
1981,Public Sector: Illiquid instruments outside the boundary of PSND ex: £m CP NSA,JFX7,,,
1981,Public Sector: Liabilities: Currency & Deposits (AF.2) :NSA: £m,CPNH,,,
1981,Public Sector: Liabilities: Debt securities (AF.3): NSA: £m,CPNI,,,
1981,Public Sector: Liabilities: Equity (AF.5):NSA: £m,CPNO,,,
1981,Public Sector: Liabilities: Loans (AF.4): NSA: £m,CPNN,,,
1981,Public Sector: Liabilities: Non-life insurance tech reserves (AF.61) :NSA: £m,CPNP,,,
1981,Public Sector: Liability: Currency: (AF.21): £m: CP: NSA,J8KC,,,
1981,Public Sector: Liability: Direct Investment: (AF.421 ): £m: CP: NSA,J8ND,,,
1981,Public Sector: Liability: Equity: (AF.51): £m: CP: NSA,J8NL,,,
1981,Public Sector: Liability: Finance Leases: (AF.423 ): £m: CP: NSA,J8NH,,,
1981,Public Sector: Liability: Investment Fund Shares and Units: (AF.52): £m: CP: NSA,J8NR,,,
1981,Public Sector: Liability: Life Insurance and Annuity Entitlements: (AF.62): £m: CP: NSA,J8Q7,,,
1981,Public Sector: Liability: Listed Shares: (AF.511): £m: CP: NSA,J8NN,,,
1981,Public Sector: Liability: Loans Secured on Dwellings: (AF.422 ): £m: CP: NSA,J8NF,,,
1981,Public Sector: Liability: Long-Term Debt Securities: (AF.32): £m: CP: NSA,J8MT,,,
1981,Public Sector: Liability: Long-Term Debt Securities; British Government Securities: (AF.32N11): £m: CP: NSA,J8MX,,,
1981,Public Sector: Liability: Long-Term Debt Securities; Issued by UK Central Government: (AF.32N1): £m: CP: NSA,J8MV,,,
1981,Public Sector: Liability: Long-Term Debt Securities; Issued by UK MFIs and Other UK Residents: (AF.32N5-6): £m: CP: NSA,J8N5,,,
1981,Public Sector: Liability: Long-Term Debt Securities; Issued by UK local government: (AF.32N2): £m: CP: NSA,J8K9,,,
1981,Public Sector: Liability: Long-Term Debt Securities; Other UK Central Government Sterling Bonds: (AF.32N12): £m: CP: NSA,J8MZ,,,
1981,Public Sector: Liability: Long-Term Loans: (AF.42): £m: CP: NSA,J8NB,,,
1981,Public Sector: Liability: Monetary gold: (AF.11): £m: CP: NSA,JDBP,,,
1981,"Public Sector: Liability: Other Accounts Payable, Excluding Trade Credits and Advances: (AF.89): £m: CP: NSA",J8RM,,,
1981,Public Sector: Liability: Other Deposits: (AF.29): £m: CP: NSA,J8MJ,,,
1981,Public Sector: Liability: Other Long-Term Loans: (AF.424): £m: CP: NSA,J8NJ,,,
1981,Public Sector: Liability: Short Term Loans by UK MFIs: (AF.41N1 ): £m: CP: NSA,J8N9,,,
1981,Public Sector: Liability: Short term loans by RoW: (AF.41N9): £m: CP: NSA,JDCE,,,
1981,Public Sector: Liability: Short-Term Debt Securities: (AF.31): £m: CP: NSA,J8ML,,,
1981,Public Sector: Liability: Short-Term Debt Securities; Issued by UK Central Government: (AF.31N1 ): £m: CP: NSA,J8MN,,,
1981,Public Sector: Liability: Short-Term Debt Securities; Issued by UK Local Government: (AF.31N2 ): £m: CP: NSA,J8MP,,,
1981,Public Sector: Liability: Short-Term Debt Securities; Issued by UK MFIs and Other UK Residents: (AF.31N5-6): £m: CP: NSA,J8MR,,,
1981,Public Sector: Liability: Short-Term Loans: (AF.41): £m: CP: NSA,J8N7,,,
1981,Public Sector: Liability: Special Drawing Rights: (AF.12): £m: CP: NSA,J8KB,,,
1981,Public Sector: Liability: Sterling Treasury Bills: (AF.31N11): £m: CP: NSA,JDBQ,,,
1981,Public Sector: Liability: Trade Credits and Advances: (AF.81): £m: CP: NSA,J8RL,,,
1981,Public Sector: Liability: Transferrable Deposits: (AF.22): £m: CP: NSA,J8MH,,,
1981,Public Sector: Liability: Unlisted Shares and Other Equity: (AF.512 + AF.519): £m: CP: NSA,J8NP,,,
1981,Public Sector: Net Financial Worth: (BF.90): £m: CP: NSA,J8RR,,,
1981,Public Sector: Net Worth: (B.90): £m: CP: NSA,J8RQ,,,
1981,Public Sector: Net Worth: Opening: (B.90): £m: CP: NSA,JI63,,,
1981,Public Sector: Net capital formation plus acquisitions less disposals of non-produced assets (P.5LN): £m: CP: NSA,JEJV,,,
1981,Public Sector: Net capital transfers (payable) (D.9n): £m: CP: NSA,JEJW,,,
1981,Public Sector: PSND (ex PS banks ex BoE) as a % GDP: NSA,CPOA,,%,
1981,Public Sector: PSND (ex PS banks ex BoE): £ billion: CPNSA,CPPH,,m,£
1981,Public Sector: PSND (ex PS banks ex BoE): £m: CPNSA,CPOF,,m,£
1981,Public Sector: PSNFL (net financial liabilities) as a % GDP: NSA,CPOE,,,
1981,Public Sector: Statistical discrepancy: £m: CP: NSA,JEPL,,,
1981,Public Sector: Total Assets: NSA: £m,CPNR,,,
1981,Public Sector: Total changes in Net Worth £m: CP: NSA,JF4C,,,
1981,Public Sector:Liabilities: Total Liabilities:NSA: £m,CPNG,,,
1981,Public corporations (S.11001): Changes in inventories (P.52): Current price: £million: Not seasonally adjusted,DHHL,60.0,m,£
1981,Public corporations (S.11001): Currency and deposits (AF.2): Level: Liability: Current price: £million: Not seasonally adjusted,NKGV,,,
1981,Public corporations (S.11001): Debt securities (AF.3): Level: Liability: Current price: £million: Not seasonally adjusted,NKHE,,,
1981,"Public corporations (S.11001): Disposable income, gross (B.6g): Current price: £million: Not seasonally adjusted",NRKD,5725.0,,
1981,Public corporations (S.11001): Loans (AF.4): Level: Liability: Current price: £million: Not seasonally adjusted,NKIG,,,
1981,"Public corporations (S.11001): Operating Surplus, gross (B.2g): Current price: £million: Not seasonally adjusted",NRJT,11380.0,,
1981,Public corporations (S.11001): Taxes on income (D.51): Uses: Current price: £million: Not seasonally adjusted,FCCS,180.0,,
1981,Public corporations borrowing other than direct from central govt #m,ABEJ,,,
1981,Public corporations: Capital transfers to the private sector: Total,MIYZ,0.0,,
1981,Public sector (ex): Debt service ratio: %,FSK9,7.7,,
1981,Public sector (excluding public sector banks): Level: Iliquid financial assets: £m CP NSA,JMEU,,,
1981,Public sector (excluding public sector banks): Level: Liabilities outside the boundary of PSND: £m CP NSA,JMET,,,
1981,Public sector (excluding public sector banks): Level: Liquid assets: £m CP NSA,JMES,,,
1981,Public sector Net current grants abroad (PSAT2),C627,7.0,,
1981,"Public sector current budget deficit, excluding public sector banks (£ million)",DZLT,,million,£
1981,Public sector finances: Central Government: Depreciation: £m: CPNSA,NSRN,3290.0,m,£
1981,Public sector gross debt (excl public sector banks and BoE): British government securities: £m CP NSA,JMD5,,,
1981,Public sector gross debt (excl public sector banks and BoE): Currency and deposits: £m CP NSA,JMD4,,,
1981,Public sector gross debt (excl public sector banks and BoE): Debt securities (excl gilts) and loans: £m CP NSA,JMEL,,,
1981,Public sector gross debt (excl public sector banks and BoE): Debt securities (excl gilts): £m CP NSA,JMD6,,,
1981,Public sector gross debt (excl public sector banks and BoE): Loans: £m CP NSA,JMEK,,,
1981,"Public sector net borrowing, excluding public sector banks (£ million)",DZLS,,million,£
1981,"Public sector net investment, excluding public sector banks (£ million)",DZLW,,million,£
1981,Public sector pensions: Level: AF.31: PSP/PS cross holdings (face value): £m CP NSA,JL4K,,,
1981,Public sector pensions: Level: AF.32N11: PSP/PS cross holdings (face value): £m CP NSA,JL9R,,,
1981,Public sector pensions: Level: AF.4: PSP/PS cross holdings: loans: £m CP NSA,JMD2,,,
1981,Public sector pensions: Level: PSP/PS cross holdings: debt securities (excl gilts) and loans: £m CP NSA,JMD3,,,
1981,Public sector: Current budget deficit ex PS banks as % GDP (monthly & quarterly): CPNSA,JNV3,,,
1981,Public sector: Current budget deficit inc PS banks as % GDP (monthly & quarterly): CPNSA,JNV6,,,
1981,Public sector: Level: Cross-holdings between general government and public corporations (incl BoE & PS pensions): £m CP NSA,JMB8,,,
1981,Public sector: Public sector borrowing ex PS banks as % GDP (monthly & quarterly): CPNSA,JNV5,,,
1981,Public sector: Public sector borrowing inc PS banks as % GDP (monthly & quarterly): CPNSA,JNVA,,,
1981,Public sector: Public sector net investment ex PS banks as % GDP (monthly & quarterly): CPNSA,JNV4,,,
1981,Public sector: Public sector net investment inc PS banks as % GDP (monthly & quarterly): CPNSA,JNV8,,,
1981,"Public sector: changes in net worth due to other changes in vol, of w/ changes in assumptions for funded pension schem : £m CP NSA",JLS8,,,
1981,Public sector: changes in net worth due to other economic flows: B.102+B.103: £m CP NSA,JLS6,,,
1981,Public sector: changes in net worth due to saving and capital transfers: £m CP NSA,JI66,,,
1981,Public sector: ex BoE exc PS Banks: Total managed expenditure: £m CPNSA,KAU3,,,
1981,S.1311: K.7 Nominal holding gains and losses: FL: F.66: Covid-19 Loan Guarantee Schemes: £m,J42X,,,
1981,Television Licence Tax (excl licence fees paid by DWP for over-75s 2000/01),DH7A,,m,£
1981,Total PS liquid assets,KSD8,,,
1981,Unfunded public sector pension liabilities: Pension entitlements (AF.63): £m: CP: NSA,JEJR,,,
1982,"""Public Sector: Asset: Insurance, Pension and Standardised Guarantee Schemes: (AF.6 ): £m: CP: NSA""",J8DR,,,
1982,"""Public Sector: Liability: Insurance, Pension and Standardised Guarantee Schemes: (AF.6 ): £m: CP: NSA""",J8NT,,,
1982,APF: Corporate Bond purchases: Level of purchases £m,CWPL,,,
1982,APF: Corporate Bond purchases: Market value: Level of purchases at market price: £m,CWPN,,,
1982,Assets associated with Public-Private Partnerships: £m: CP: NSA,JE4R,,,
1982,Bank of England (inc. APF): Net Worth: (B.90): £m: CP: NSA,JFXV,,,
1982,Bank of England (incl APF): Gross debt: £m CP NSA,JMC3,,,
1982,Bank of England: Level: Liquid assets: £m CP NSA,JMER,,,
1982,BoE Expenditure: BoE Total Managed Expenditure (NAcons PSAT2): NSA CP,A7QL,0.0,,
1982,BoE: AF.2: Level: Liability: Currency and deposits: £m CP NSA,JKG5,,,
1982,BoE: APF gilt holdings: impact on net debt: £m: CPNSA,KI2L,,,
1982,BoE: Accounts receivable/payable: £m CPNSA,JXJ4,0.0,m,£
1982,BoE: Adjustment for interest on gilts: £m CPNSA,MU77,0.0,m,£
1982,BoE: Asset Purchase Facility gilt holdings (at nominal value): £m CPNSA,MEX2,,m,£
1982,BoE: Asset Purchase Facility: Central bank loan to APF: BoE code RPWZ4TM: £m CPNSA,JQ2I,,,
1982,BoE: Asset Purchase Facility: Interest payable: £m CPNSA,MDD7,,m,£
1982,BoE: Asset Purchase Facility: Interest receivable: £m CPNSA,MDD6,,m,£
1982,BoE: Asset Purchase Facility: Net interest receivable: £m CPNSA,MDD8,,m,£
1982,BoE: Asset Purchase Facility: Total Asset purchases: BoE code YWWB9R9: £m CPNSA,FZIQ,,m,£
1982,BoE: Asset Purchase Facility: Total cash held within the APF: £m CPNSA,FZJ4,,m,£
1982,BoE: Asset Purchase Facility: Total cash transfers to HMT: £m CPNSA,MT6A,,m,£
1982,BoE: Asset Purchase Facility: Total gilt purchases: £m CPNSA,FZIU,,m,£
1982,BoE: Assets: Level: L-t debt securities issued by UK central government: F.32N1A: Face value: £m: CP NSA,FZEU,,m,£
1982,BoE: Banking & Issue department: AF.4: Level: Asset: APF Loan: £m CP NSA,FZKV,,,
1982,BoE: Banking & Issue department: Liabilities not recognised in PSND: £m CPNSA,FZIY,,m,£
1982,BoE: Banking & Issue department: Liquid assets: £m CPNSA,JKF4,,m,£
1982,BoE: Banking & Issue department: Total Liabilities: £m CPNSA,FZIW,,m,£
1982,BoE: Capital grants (net) within public sector: £m CPNSA,FV4U,0.0,,
1982,BoE: Capital grants from private sector and RoW: £m CPNSA,FV4V,0.0,,
1982,BoE: Cross holdings with CG: AF.32N11: British government securities: face value: £m CP NSA,JK7N,,,
1982,BoE: Cross holdings with CG: AF.424: Other long-term loans: £m CP NSA,JK7O,,m,£
1982,BoE: Current Expenditure: Subsidies: £million: CPNSA,JSI9,0.0,,
1982,BoE: Current Receipts: Taxes on income and wealth: £m CPNSA,JW27,0.0,m,£
