date_period,measure,cdid,value,unit,source_dataset
1872.0,Income tax1,LIBR-MS62,8.0,5,PublicFinances1800-2023
1872.0,"Index, base year = 100",MM23,10.0,13.5,PublicFinances1800-2023
1872.0,Land and Assessed Taxes,,2.0,5,PublicFinances1800-2023
1872.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1872.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1872.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1872.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1356.0,393,PublicFinances1800-2023
1872.0,Nominal GDP (£m)3,Nominal GDP (£m)3,1327.0,355,PublicFinances1800-2023
1872.0,Other Central Government Receipts6,Residual,9.0,3,PublicFinances1800-2023
1872.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1872.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1872.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1872.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1872.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1872.0,Public sector gross investment4,JW2Z + JW2S,8.0,-,PublicFinances1800-2023
1872.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",-4.0,21,PublicFinances1800-2023
1872.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,778.0,508,PublicFinances1800-2023
1872.0,Social Security7,,,-,PublicFinances1800-2023
1872.0,Stamp duties,GTBC,4.0,3,PublicFinances1800-2023
1872.0,Total Central Government spending1,ANLP + ANNS + NSRN,104.0,50,PublicFinances1800-2023
1872.0,Unit,Source dataset ID,1872.0,1800,PublicFinances1800-2023
1872.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1872.0,Years,Years,,1800-01,PublicFinances1800-2023
1872.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1872.0,o/w pensioners,,,-,PublicFinances1800-2023
1873.0,Business rates,CUKY,,-,PublicFinances1800-2023
1873.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1873.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1873.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1873.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1873.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,47.0,18,PublicFinances1800-2023
1873.0,Death duties/Inheritance tax,ACCH,6.0,-,PublicFinances1800-2023
1873.0,Debt Interest9,NMFX,27.0,14,PublicFinances1800-2023
1873.0,Defence5,,24.0,32,PublicFinances1800-2023
1873.0,Education8,,,-,PublicFinances1800-2023
1873.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1873.0,Gas Levy3,,,-,PublicFinances1800-2023
1873.0,Health6,,,-,PublicFinances1800-2023
1873.0,Income tax1,LIBR-MS62,6.0,5,PublicFinances1800-2023
1873.0,"Index, base year = 100",MM23,10.4,13.5,PublicFinances1800-2023
1873.0,Land and Assessed Taxes,,2.0,5,PublicFinances1800-2023
1873.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1873.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1873.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1873.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1368.0,393,PublicFinances1800-2023
1873.0,Nominal GDP (£m)3,Nominal GDP (£m)3,1370.0,355,PublicFinances1800-2023
1873.0,Other Central Government Receipts6,Residual,11.0,3,PublicFinances1800-2023
1873.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1873.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1873.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1873.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1873.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1873.0,Public sector gross investment4,JW2Z + JW2S,10.0,-,PublicFinances1800-2023
1873.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",-2.0,21,PublicFinances1800-2023
1873.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,772.0,508,PublicFinances1800-2023
1873.0,Social Security7,,,-,PublicFinances1800-2023
1873.0,Stamp duties,GTBC,4.0,3,PublicFinances1800-2023
1873.0,Total Central Government spending1,ANLP + ANNS + NSRN,107.0,50,PublicFinances1800-2023
1873.0,Unit,Source dataset ID,1873.0,1800,PublicFinances1800-2023
1873.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1873.0,Years,Years,,1800-01,PublicFinances1800-2023
1873.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1873.0,o/w pensioners,,,-,PublicFinances1800-2023
1874.0,Business rates,CUKY,,-,PublicFinances1800-2023
1874.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1874.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1874.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1874.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1874.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,46.0,18,PublicFinances1800-2023
1874.0,Death duties/Inheritance tax,ACCH,6.0,-,PublicFinances1800-2023
1874.0,Debt Interest9,NMFX,27.0,14,PublicFinances1800-2023
1874.0,Defence5,,24.0,32,PublicFinances1800-2023
1874.0,Education8,,,-,PublicFinances1800-2023
1874.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1874.0,Gas Levy3,,,-,PublicFinances1800-2023
1874.0,Health6,,,-,PublicFinances1800-2023
1874.0,Income tax1,LIBR-MS62,4.0,5,PublicFinances1800-2023
1874.0,"Index, base year = 100",MM23,10.0,13.5,PublicFinances1800-2023
1874.0,Land and Assessed Taxes,,2.0,5,PublicFinances1800-2023
1874.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1874.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1874.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1874.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1345.0,393,PublicFinances1800-2023
1874.0,Nominal GDP (£m)3,Nominal GDP (£m)3,1360.0,355,PublicFinances1800-2023
1874.0,Other Central Government Receipts6,Residual,11.0,3,PublicFinances1800-2023
1874.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1874.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1874.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1874.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1874.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1874.0,Public sector gross investment4,JW2Z + JW2S,12.0,-,PublicFinances1800-2023
1874.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",-1.0,21,PublicFinances1800-2023
1874.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,768.0,508,PublicFinances1800-2023
1874.0,Social Security7,,,-,PublicFinances1800-2023
1874.0,Stamp duties,GTBC,4.0,3,PublicFinances1800-2023
1874.0,Total Central Government spending1,ANLP + ANNS + NSRN,115.0,50,PublicFinances1800-2023
1874.0,Unit,Source dataset ID,1874.0,1800,PublicFinances1800-2023
1874.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1874.0,Years,Years,,1800-01,PublicFinances1800-2023
1874.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1874.0,o/w pensioners,,,-,PublicFinances1800-2023
1875.0,Business rates,CUKY,,-,PublicFinances1800-2023
1875.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1875.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1875.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1875.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1875.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,48.0,18,PublicFinances1800-2023
1875.0,Death duties/Inheritance tax,ACCH,6.0,-,PublicFinances1800-2023
1875.0,Debt Interest9,NMFX,27.0,14,PublicFinances1800-2023
1875.0,Defence5,,25.0,32,PublicFinances1800-2023
1875.0,Education8,,,-,PublicFinances1800-2023
1875.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1875.0,Gas Levy3,,,-,PublicFinances1800-2023
1875.0,Health6,,,-,PublicFinances1800-2023
1875.0,Income tax1,LIBR-MS62,4.0,5,PublicFinances1800-2023
1875.0,"Index, base year = 100",MM23,9.8,13.5,PublicFinances1800-2023
1875.0,Land and Assessed Taxes,,3.0,5,PublicFinances1800-2023
1875.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1875.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1875.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1875.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1325.0,393,PublicFinances1800-2023
1875.0,Nominal GDP (£m)3,Nominal GDP (£m)3,1334.0,355,PublicFinances1800-2023
1875.0,Other Central Government Receipts6,Residual,11.0,3,PublicFinances1800-2023
1875.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1875.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1875.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1875.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1875.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1875.0,Public sector gross investment4,JW2Z + JW2S,12.0,-,PublicFinances1800-2023
1875.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",-1.0,21,PublicFinances1800-2023
1875.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,769.0,508,PublicFinances1800-2023
1875.0,Social Security7,,,-,PublicFinances1800-2023
1875.0,Stamp duties,GTBC,4.0,3,PublicFinances1800-2023
1875.0,Total Central Government spending1,ANLP + ANNS + NSRN,118.0,50,PublicFinances1800-2023
1875.0,Unit,Source dataset ID,1875.0,1800,PublicFinances1800-2023
1875.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1875.0,Years,Years,,1800-01,PublicFinances1800-2023
1875.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1875.0,o/w pensioners,,,-,PublicFinances1800-2023
1876.0,Business rates,CUKY,,-,PublicFinances1800-2023
1876.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1876.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1876.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1876.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1876.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,48.0,18,PublicFinances1800-2023
1876.0,Death duties/Inheritance tax,ACCH,6.0,-,PublicFinances1800-2023
1876.0,Debt Interest9,NMFX,27.0,14,PublicFinances1800-2023
1876.0,Defence5,,25.0,32,PublicFinances1800-2023
1876.0,Education8,,,-,PublicFinances1800-2023
1876.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1876.0,Gas Levy3,,,-,PublicFinances1800-2023
1876.0,Health6,,,-,PublicFinances1800-2023
1876.0,Income tax1,LIBR-MS62,5.0,5,PublicFinances1800-2023
1876.0,"Index, base year = 100",MM23,9.8,13.5,PublicFinances1800-2023
1876.0,Land and Assessed Taxes,,3.0,5,PublicFinances1800-2023
1876.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1876.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1876.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1876.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1310.0,393,PublicFinances1800-2023
1876.0,Nominal GDP (£m)3,Nominal GDP (£m)3,1317.0,355,PublicFinances1800-2023
1876.0,Other Central Government Receipts6,Residual,11.0,3,PublicFinances1800-2023
1876.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1876.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1876.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1876.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1876.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1876.0,Public sector gross investment4,JW2Z + JW2S,14.0,-,PublicFinances1800-2023
1876.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",0.0,21,PublicFinances1800-2023
1876.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,769.0,508,PublicFinances1800-2023
1876.0,Social Security7,,,-,PublicFinances1800-2023
1876.0,Stamp duties,GTBC,4.0,3,PublicFinances1800-2023
1876.0,Total Central Government spending1,ANLP + ANNS + NSRN,123.0,50,PublicFinances1800-2023
1876.0,Unit,Source dataset ID,1876.0,1800,PublicFinances1800-2023
1876.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1876.0,Years,Years,,1800-01,PublicFinances1800-2023
1876.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1876.0,o/w pensioners,,,-,PublicFinances1800-2023
1877.0,Business rates,CUKY,,-,PublicFinances1800-2023
1877.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1877.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1877.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1877.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1877.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,47.0,18,PublicFinances1800-2023
1877.0,Death duties/Inheritance tax,ACCH,6.0,-,PublicFinances1800-2023
1877.0,Debt Interest9,NMFX,28.0,14,PublicFinances1800-2023
1877.0,Defence5,,26.0,32,PublicFinances1800-2023
1877.0,Education8,,,-,PublicFinances1800-2023
1877.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1877.0,Gas Levy3,,,-,PublicFinances1800-2023
1877.0,Health6,,,-,PublicFinances1800-2023
1877.0,Income tax1,LIBR-MS62,6.0,5,PublicFinances1800-2023
1877.0,"Index, base year = 100",MM23,9.7,13.5,PublicFinances1800-2023
1877.0,Land and Assessed Taxes,,3.0,5,PublicFinances1800-2023
1877.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1877.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1877.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1877.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1287.0,393,PublicFinances1800-2023
1877.0,Nominal GDP (£m)3,Nominal GDP (£m)3,1300.0,355,PublicFinances1800-2023
1877.0,Other Central Government Receipts6,Residual,12.0,3,PublicFinances1800-2023
1877.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1877.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1877.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1877.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1877.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1877.0,Public sector gross investment4,JW2Z + JW2S,17.0,-,PublicFinances1800-2023
1877.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",1.0,21,PublicFinances1800-2023
1877.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,771.0,508,PublicFinances1800-2023
1877.0,Social Security7,,,-,PublicFinances1800-2023
1877.0,Stamp duties,GTBC,4.0,3,PublicFinances1800-2023
1877.0,Total Central Government spending1,ANLP + ANNS + NSRN,129.0,50,PublicFinances1800-2023
1877.0,Unit,Source dataset ID,1877.0,1800,PublicFinances1800-2023
1877.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1877.0,Years,Years,,1800-01,PublicFinances1800-2023
1877.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1877.0,o/w pensioners,,,-,PublicFinances1800-2023
1878.0,Business rates,CUKY,,-,PublicFinances1800-2023
1878.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1878.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1878.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1878.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1878.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,47.0,18,PublicFinances1800-2023
1878.0,Death duties/Inheritance tax,ACCH,6.0,-,PublicFinances1800-2023
1878.0,Debt Interest9,NMFX,28.0,14,PublicFinances1800-2023
1878.0,Defence5,,27.0,32,PublicFinances1800-2023
1878.0,Education8,,,-,PublicFinances1800-2023
1878.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1878.0,Gas Levy3,,,-,PublicFinances1800-2023
1878.0,Health6,,,-,PublicFinances1800-2023
1878.0,Income tax1,LIBR-MS62,9.0,5,PublicFinances1800-2023
1878.0,"Index, base year = 100",MM23,9.5,13.5,PublicFinances1800-2023
1878.0,Land and Assessed Taxes,,3.0,5,PublicFinances1800-2023
1878.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1878.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1878.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1878.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1245.0,393,PublicFinances1800-2023
1878.0,Nominal GDP (£m)3,Nominal GDP (£m)3,1269.0,355,PublicFinances1800-2023
1878.0,Other Central Government Receipts6,Residual,13.0,3,PublicFinances1800-2023
1878.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1878.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1878.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1878.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1878.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1878.0,Public sector gross investment4,JW2Z + JW2S,17.0,-,PublicFinances1800-2023
1878.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",3.0,21,PublicFinances1800-2023
1878.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,771.0,508,PublicFinances1800-2023
1878.0,Social Security7,,,-,PublicFinances1800-2023
1878.0,Stamp duties,GTBC,4.0,3,PublicFinances1800-2023
1878.0,Total Central Government spending1,ANLP + ANNS + NSRN,134.0,50,PublicFinances1800-2023
1878.0,Unit,Source dataset ID,1878.0,1800,PublicFinances1800-2023
1878.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1878.0,Years,Years,,1800-01,PublicFinances1800-2023
1878.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1878.0,o/w pensioners,,,-,PublicFinances1800-2023
1879.0,Business rates,CUKY,,-,PublicFinances1800-2023
1879.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1879.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1879.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1879.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1879.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,44.0,18,PublicFinances1800-2023
1879.0,Death duties/Inheritance tax,ACCH,6.0,-,PublicFinances1800-2023
1879.0,Debt Interest9,NMFX,28.0,14,PublicFinances1800-2023
1879.0,Defence5,,26.0,32,PublicFinances1800-2023
1879.0,Education8,,,-,PublicFinances1800-2023
1879.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1879.0,Gas Levy3,,,-,PublicFinances1800-2023
1879.0,Health6,,,-,PublicFinances1800-2023
1879.0,Income tax1,LIBR-MS62,9.0,5,PublicFinances1800-2023
1879.0,"Index, base year = 100",MM23,9.1,13.5,PublicFinances1800-2023
1879.0,Land and Assessed Taxes,,3.0,5,PublicFinances1800-2023
1879.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1879.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1879.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1879.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1295.0,393,PublicFinances1800-2023
1879.0,Nominal GDP (£m)3,Nominal GDP (£m)3,1254.0,355,PublicFinances1800-2023
1879.0,Other Central Government Receipts6,Residual,7.0,3,PublicFinances1800-2023
1879.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1879.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1879.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1879.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1879.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1879.0,Public sector gross investment4,JW2Z + JW2S,16.0,-,PublicFinances1800-2023
1879.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",5.0,21,PublicFinances1800-2023
