date_period,measure,cdid,value,unit,source_dataset,pre_unit,category,population,value_per_capita
1808,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023,,Tax Receipts,,
1808,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023,,Tax Receipts,,
1808,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023,,Tax Receipts,,
1808,Petroleum royalties3,,,-,PublicFinances1800-2023,,Tax Receipts,,
1808,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1808,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",10.0,21,PublicFinances1800-2023,,Fiscal Position,,
1808,Public sector net debt (PSND)2,Public sector net debt (PSND)2,673.0,508,PublicFinances1800-2023,,Fiscal Position,,
1808,Social Security7,,,-,PublicFinances1800-2023,,Government Spending,,
1808,Stamp duties,GTBC,6.0,3,PublicFinances1800-2023,,Tax Receipts,,
1808,Total Central Government spending1,ANLP + ANNS + NSRN,74.0,50,PublicFinances1800-2023,,Government Spending,,
1808,Unit,Source dataset ID,1808.0,1800,PublicFinances1800-2023,,PublicFinances - Other,,
1808,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023,,Tax Receipts,,
1808,Years,Years,,1800-01,PublicFinances1800-2023,,PublicFinances - Other,,
1808,o/w non-pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1808,o/w pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1809,Business rates,CUKY,,-,PublicFinances1800-2023,,Tax Receipts,,
1809,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023,,Tax Receipts,,
1809,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023,,Tax Receipts,,
1809,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023,,Tax Receipts,,
1809,Current spending3,JW2Q,,-,PublicFinances1800-2023,,Government Spending,,
1809,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,40.0,18,PublicFinances1800-2023,,Tax Receipts,,
1809,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023,,Tax Receipts,,
1809,Debt Interest9,NMFX,23.0,14,PublicFinances1800-2023,,PublicFinances - Other,,
1809,Defence5,,46.0,32,PublicFinances1800-2023,,Government Spending,,
1809,Education8,,,-,PublicFinances1800-2023,,Government Spending,,
1809,Energy profits levy,JIS6,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1809,Gas Levy3,,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1809,Health6,,,-,PublicFinances1800-2023,,Government Spending,,
1809,Income tax1,LIBR-MS62,13.0,5,PublicFinances1800-2023,,Tax Receipts,,
1809,"Index, base year = 100",MM23,14.0,13.5,PublicFinances1800-2023,,PublicFinances - Other,,
1809,Land and Assessed Taxes,,8.0,5,PublicFinances1800-2023,,Tax Receipts,,
1809,License fee receipts,DH7A,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1809,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023,,Tax Receipts,,
1809,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023,,Tax Receipts,,
1809,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",510.0,393,PublicFinances1800-2023,,Economic Indicators,,
1809,Nominal GDP (£m)3,Nominal GDP (£m)3,487.0,355,PublicFinances1800-2023,,Economic Indicators,,
1809,Other Central Government Receipts6,Residual,3.0,3,PublicFinances1800-2023,,PublicFinances - Other,,
1809,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023,,Government Spending,,
1809,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023,,Tax Receipts,,
1809,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023,,Tax Receipts,,
1809,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023,,Tax Receipts,,
1809,Petroleum royalties3,,,-,PublicFinances1800-2023,,Tax Receipts,,
1809,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1809,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",11.0,21,PublicFinances1800-2023,,Fiscal Position,,
1809,Public sector net debt (PSND)2,Public sector net debt (PSND)2,684.0,508,PublicFinances1800-2023,,Fiscal Position,,
1809,Social Security7,,,-,PublicFinances1800-2023,,Government Spending,,
1809,Stamp duties,GTBC,6.0,3,PublicFinances1800-2023,,Tax Receipts,,
1809,Total Central Government spending1,ANLP + ANNS + NSRN,79.0,50,PublicFinances1800-2023,,Government Spending,,
1809,Unit,Source dataset ID,1809.0,1800,PublicFinances1800-2023,,PublicFinances - Other,,
1809,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023,,Tax Receipts,,
1809,Years,Years,,1800-01,PublicFinances1800-2023,,PublicFinances - Other,,
1809,o/w non-pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1809,o/w pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1810,Business rates,CUKY,,-,PublicFinances1800-2023,,Tax Receipts,,
1810,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023,,Tax Receipts,,
1810,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023,,Tax Receipts,,
1810,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023,,Tax Receipts,,
1810,Current spending3,JW2Q,,-,PublicFinances1800-2023,,Government Spending,,
1810,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,41.0,18,PublicFinances1800-2023,,Tax Receipts,,
1810,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023,,Tax Receipts,,
1810,Debt Interest9,NMFX,24.0,14,PublicFinances1800-2023,,PublicFinances - Other,,
1810,Defence5,,48.0,32,PublicFinances1800-2023,,Government Spending,,
1810,Education8,,,-,PublicFinances1800-2023,,Government Spending,,
1810,Energy profits levy,JIS6,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1810,Gas Levy3,,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1810,Health6,,,-,PublicFinances1800-2023,,Government Spending,,
1810,Income tax1,LIBR-MS62,13.0,5,PublicFinances1800-2023,,Tax Receipts,,
1810,"Index, base year = 100",MM23,14.4,13.5,PublicFinances1800-2023,,PublicFinances - Other,,
1810,Land and Assessed Taxes,,8.0,5,PublicFinances1800-2023,,Tax Receipts,,
1810,License fee receipts,DH7A,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1810,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023,,Tax Receipts,,
1810,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023,,Tax Receipts,,
1810,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",506.0,393,PublicFinances1800-2023,,Economic Indicators,,
1810,Nominal GDP (£m)3,Nominal GDP (£m)3,517.0,355,PublicFinances1800-2023,,Economic Indicators,,
1810,Other Central Government Receipts6,Residual,4.0,3,PublicFinances1800-2023,,PublicFinances - Other,,
1810,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023,,Government Spending,,
1810,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023,,Tax Receipts,,
1810,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023,,Tax Receipts,,
1810,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023,,Tax Receipts,,
1810,Petroleum royalties3,,,-,PublicFinances1800-2023,,Tax Receipts,,
1810,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1810,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",11.0,21,PublicFinances1800-2023,,Fiscal Position,,
1810,Public sector net debt (PSND)2,Public sector net debt (PSND)2,692.0,508,PublicFinances1800-2023,,Fiscal Position,,
1810,Social Security7,,,-,PublicFinances1800-2023,,Government Spending,,
1810,Stamp duties,GTBC,6.0,3,PublicFinances1800-2023,,Tax Receipts,,
1810,Total Central Government spending1,ANLP + ANNS + NSRN,82.0,50,PublicFinances1800-2023,,Government Spending,,
1810,Unit,Source dataset ID,1810.0,1800,PublicFinances1800-2023,,PublicFinances - Other,,
1810,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023,,Tax Receipts,,
1810,Years,Years,,1800-01,PublicFinances1800-2023,,PublicFinances - Other,,
1810,o/w non-pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1810,o/w pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1811,Business rates,CUKY,,-,PublicFinances1800-2023,,Tax Receipts,,
1811,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023,,Tax Receipts,,
1811,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023,,Tax Receipts,,
1811,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023,,Tax Receipts,,
1811,Current spending3,JW2Q,,-,PublicFinances1800-2023,,Government Spending,,
1811,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,41.0,18,PublicFinances1800-2023,,Tax Receipts,,
1811,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023,,Tax Receipts,,
1811,Debt Interest9,NMFX,24.0,14,PublicFinances1800-2023,,PublicFinances - Other,,
1811,Defence5,,49.0,32,PublicFinances1800-2023,,Government Spending,,
1811,Education8,,,-,PublicFinances1800-2023,,Government Spending,,
1811,Energy profits levy,JIS6,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1811,Gas Levy3,,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1811,Health6,,,-,PublicFinances1800-2023,,Government Spending,,
1811,Income tax1,LIBR-MS62,13.0,5,PublicFinances1800-2023,,Tax Receipts,,
1811,"Index, base year = 100",MM23,14.0,13.5,PublicFinances1800-2023,,PublicFinances - Other,,
1811,Land and Assessed Taxes,,7.0,5,PublicFinances1800-2023,,Tax Receipts,,
1811,License fee receipts,DH7A,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1811,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023,,Tax Receipts,,
1811,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023,,Tax Receipts,,
1811,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",507.0,393,PublicFinances1800-2023,,Economic Indicators,,
1811,Nominal GDP (£m)3,Nominal GDP (£m)3,503.0,355,PublicFinances1800-2023,,Economic Indicators,,
1811,Other Central Government Receipts6,Residual,3.0,3,PublicFinances1800-2023,,PublicFinances - Other,,
1811,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023,,Government Spending,,
1811,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023,,Tax Receipts,,
1811,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023,,Tax Receipts,,
1811,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023,,Tax Receipts,,
1811,Petroleum royalties3,,,-,PublicFinances1800-2023,,Tax Receipts,,
1811,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1811,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",18.0,21,PublicFinances1800-2023,,Fiscal Position,,
1811,Public sector net debt (PSND)2,Public sector net debt (PSND)2,711.0,508,PublicFinances1800-2023,,Fiscal Position,,
1811,Social Security7,,,-,PublicFinances1800-2023,,Government Spending,,
1811,Stamp duties,GTBC,6.0,3,PublicFinances1800-2023,,Tax Receipts,,
1811,Total Central Government spending1,ANLP + ANNS + NSRN,83.0,50,PublicFinances1800-2023,,Government Spending,,
1811,Unit,Source dataset ID,1811.0,1800,PublicFinances1800-2023,,PublicFinances - Other,,
1811,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023,,Tax Receipts,,
1811,Years,Years,,1800-01,PublicFinances1800-2023,,PublicFinances - Other,,
1811,o/w non-pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1811,o/w pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1812,Business rates,CUKY,,-,PublicFinances1800-2023,,Tax Receipts,,
1812,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023,,Tax Receipts,,
1812,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023,,Tax Receipts,,
1812,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023,,Tax Receipts,,
1812,Current spending3,JW2Q,,-,PublicFinances1800-2023,,Government Spending,,
1812,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,40.0,18,PublicFinances1800-2023,,Tax Receipts,,
1812,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023,,Tax Receipts,,
1812,Debt Interest9,NMFX,25.0,14,PublicFinances1800-2023,,PublicFinances - Other,,
1812,Defence5,,54.0,32,PublicFinances1800-2023,,Government Spending,,
1812,Education8,,,-,PublicFinances1800-2023,,Government Spending,,
1812,Energy profits levy,JIS6,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1812,Gas Levy3,,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1812,Health6,,,-,PublicFinances1800-2023,,Government Spending,,
1812,Income tax1,LIBR-MS62,13.0,5,PublicFinances1800-2023,,Tax Receipts,,
1812,"Index, base year = 100",MM23,15.9,13.5,PublicFinances1800-2023,,PublicFinances - Other,,
1812,Land and Assessed Taxes,,8.0,5,PublicFinances1800-2023,,Tax Receipts,,
1812,License fee receipts,DH7A,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1812,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023,,Tax Receipts,,
1812,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023,,Tax Receipts,,
1812,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",537.0,393,PublicFinances1800-2023,,Economic Indicators,,
1812,Nominal GDP (£m)3,Nominal GDP (£m)3,518.0,355,PublicFinances1800-2023,,Economic Indicators,,
1812,Other Central Government Receipts6,Residual,4.0,3,PublicFinances1800-2023,,PublicFinances - Other,,
1812,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023,,Government Spending,,
1812,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023,,Tax Receipts,,
1812,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023,,Tax Receipts,,
1812,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023,,Tax Receipts,,
1812,Petroleum royalties3,,,-,PublicFinances1800-2023,,Tax Receipts,,
1812,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1812,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",27.0,21,PublicFinances1800-2023,,Fiscal Position,,
1812,Public sector net debt (PSND)2,Public sector net debt (PSND)2,755.0,508,PublicFinances1800-2023,,Fiscal Position,,
1812,Social Security7,,,-,PublicFinances1800-2023,,Government Spending,,
1812,Stamp duties,GTBC,6.0,3,PublicFinances1800-2023,,Tax Receipts,,
1812,Total Central Government spending1,ANLP + ANNS + NSRN,89.0,50,PublicFinances1800-2023,,Government Spending,,
1812,Unit,Source dataset ID,1812.0,1800,PublicFinances1800-2023,,PublicFinances - Other,,
1812,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023,,Tax Receipts,,
1812,Years,Years,,1800-01,PublicFinances1800-2023,,PublicFinances - Other,,
1812,o/w non-pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1812,o/w pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1813,Business rates,CUKY,,-,PublicFinances1800-2023,,Tax Receipts,,
1813,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023,,Tax Receipts,,
1813,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023,,Tax Receipts,,
1813,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023,,Tax Receipts,,
1813,Current spending3,JW2Q,,-,PublicFinances1800-2023,,Government Spending,,
1813,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,42.0,18,PublicFinances1800-2023,,Tax Receipts,,
1813,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023,,Tax Receipts,,
1813,Debt Interest9,NMFX,27.0,14,PublicFinances1800-2023,,PublicFinances - Other,,
1813,Defence5,,61.0,32,PublicFinances1800-2023,,Government Spending,,
1813,Education8,,,-,PublicFinances1800-2023,,Government Spending,,
1813,Energy profits levy,JIS6,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1813,Gas Levy3,,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1813,Health6,,,-,PublicFinances1800-2023,,Government Spending,,
1813,Income tax1,LIBR-MS62,14.0,5,PublicFinances1800-2023,,Tax Receipts,,
1813,"Index, base year = 100",MM23,16.3,13.5,PublicFinances1800-2023,,PublicFinances - Other,,
1813,Land and Assessed Taxes,,8.0,5,PublicFinances1800-2023,,Tax Receipts,,
1813,License fee receipts,DH7A,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1813,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023,,Tax Receipts,,
1813,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023,,Tax Receipts,,
1813,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",529.0,393,PublicFinances1800-2023,,Economic Indicators,,
1813,Nominal GDP (£m)3,Nominal GDP (£m)3,541.0,355,PublicFinances1800-2023,,Economic Indicators,,
1813,Other Central Government Receipts6,Residual,5.0,3,PublicFinances1800-2023,,PublicFinances - Other,,
1813,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023,,Government Spending,,
1813,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023,,Tax Receipts,,
1813,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023,,Tax Receipts,,
1813,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023,,Tax Receipts,,
1813,Petroleum royalties3,,,-,PublicFinances1800-2023,,Tax Receipts,,
1813,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1813,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",36.0,21,PublicFinances1800-2023,,Fiscal Position,,
1813,Public sector net debt (PSND)2,Public sector net debt (PSND)2,823.0,508,PublicFinances1800-2023,,Fiscal Position,,
1813,Social Security7,,,-,PublicFinances1800-2023,,Government Spending,,
1813,Stamp duties,GTBC,6.0,3,PublicFinances1800-2023,,Tax Receipts,,
1813,Total Central Government spending1,ANLP + ANNS + NSRN,99.0,50,PublicFinances1800-2023,,Government Spending,,
1813,Unit,Source dataset ID,1813.0,1800,PublicFinances1800-2023,,PublicFinances - Other,,
1813,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023,,Tax Receipts,,
1813,Years,Years,,1800-01,PublicFinances1800-2023,,PublicFinances - Other,,
1813,o/w non-pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1813,o/w pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1814,Business rates,CUKY,,-,PublicFinances1800-2023,,Tax Receipts,,
1814,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023,,Tax Receipts,,
1814,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023,,Tax Receipts,,
1814,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023,,Tax Receipts,,
1814,Current spending3,JW2Q,,-,PublicFinances1800-2023,,Government Spending,,
1814,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,44.0,18,PublicFinances1800-2023,,Tax Receipts,,
1814,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023,,Tax Receipts,,
1814,Debt Interest9,NMFX,28.0,14,PublicFinances1800-2023,,PublicFinances - Other,,
1814,Defence5,,72.0,32,PublicFinances1800-2023,,Government Spending,,
1814,Education8,,,-,PublicFinances1800-2023,,Government Spending,,
1814,Energy profits levy,JIS6,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1814,Gas Levy3,,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1814,Health6,,,-,PublicFinances1800-2023,,Government Spending,,
1814,Income tax1,LIBR-MS62,15.0,5,PublicFinances1800-2023,,Tax Receipts,,
1814,"Index, base year = 100",MM23,14.2,13.5,PublicFinances1800-2023,,PublicFinances - Other,,
