year,cause,sex,age,deaths,icd_version
1910,100,Female,05-09,1,ICD-2
1910,100,Female,T35-44,2,ICD-2
1910,100,Male,T35-44,1,ICD-2
1910,100,Male,T55-64,1,ICD-2
1910,1000,Female,01-04,14,ICD-2
1910,1000,Female,05-09,28,ICD-2
1910,1000,Female,10-14,10,ICD-2
1910,1000,Female,15-19,15,ICD-2
1910,1000,Female,20-24,8,ICD-2
1910,1000,Female,85+,2,ICD-2
1910,1000,Female,<1,3,ICD-2
1910,1000,Female,T25-34,25,ICD-2
1910,1000,Female,T35-44,19,ICD-2
1910,1000,Female,T45-54,20,ICD-2
1910,1000,Female,T55-64,21,ICD-2
1910,1000,Female,T65-74,22,ICD-2
1910,1000,Female,T75-84,12,ICD-2
1910,1000,Male,01-04,9,ICD-2
1910,1000,Male,05-09,17,ICD-2
1910,1000,Male,10-14,29,ICD-2
1910,1000,Male,15-19,14,ICD-2
1910,1000,Male,20-24,12,ICD-2
1910,1000,Male,<1,9,ICD-2
1910,1000,Male,T25-34,28,ICD-2
1910,1000,Male,T35-44,29,ICD-2
1910,1000,Male,T45-54,36,ICD-2
1910,1000,Male,T55-64,43,ICD-2
1910,1000,Male,T65-74,19,ICD-2
1910,1000,Male,T75-84,2,ICD-2
1910,1010,Female,10-14,1,ICD-2
1910,1010,Female,85+,7,ICD-2
1910,1010,Female,<1,1,ICD-2
1910,1010,Female,T25-34,4,ICD-2
1910,1010,Female,T35-44,22,ICD-2
1910,1010,Female,T45-54,35,ICD-2
1910,1010,Female,T55-64,69,ICD-2
1910,1010,Female,T65-74,108,ICD-2
1910,1010,Female,T75-84,47,ICD-2
1910,1010,Male,85+,10,ICD-2
1910,1010,Male,T25-34,13,ICD-2
1910,1010,Male,T35-44,44,ICD-2
1910,1010,Male,T45-54,131,ICD-2
1910,1010,Male,T55-64,223,ICD-2
1910,1010,Male,T65-74,210,ICD-2
1910,1010,Male,T75-84,85,ICD-2
1910,1020,Female,20-24,3,ICD-2
1910,1020,Female,85+,24,ICD-2
1910,1020,Female,T25-34,21,ICD-2
1910,1020,Female,T35-44,74,ICD-2
1910,1020,Female,T45-54,185,ICD-2
1910,1020,Female,T55-64,374,ICD-2
1910,1020,Female,T65-74,442,ICD-2
1910,1020,Female,T75-84,144,ICD-2
1910,1020,Male,20-24,7,ICD-2
1910,1020,Male,85+,19,ICD-2
1910,1020,Male,T25-34,15,ICD-2
1910,1020,Male,T35-44,99,ICD-2
1910,1020,Male,T45-54,159,ICD-2
1910,1020,Male,T55-64,303,ICD-2
1910,1020,Male,T65-74,393,ICD-2
1910,1020,Male,T75-84,155,ICD-2
1910,1030,Female,10-14,1,ICD-2
1910,1030,Female,15-19,1,ICD-2
1910,1030,Female,85+,3,ICD-2
1910,1030,Female,T25-34,5,ICD-2
1910,1030,Female,T35-44,1,ICD-2
1910,1030,Female,T45-54,16,ICD-2
1910,1030,Female,T55-64,10,ICD-2
1910,1030,Female,T65-74,14,ICD-2
1910,1030,Female,T75-84,8,ICD-2
1910,1030,Male,10-14,1,ICD-2
1910,1030,Male,15-19,2,ICD-2
1910,1030,Male,20-24,1,ICD-2
1910,1030,Male,85+,3,ICD-2
1910,1030,Male,T25-34,5,ICD-2
1910,1030,Male,T35-44,10,ICD-2
1910,1030,Male,T45-54,20,ICD-2
1910,1030,Male,T55-64,48,ICD-2
1910,1030,Male,T65-74,43,ICD-2
1910,1030,Male,T75-84,8,ICD-2
1910,1040,Female,01-04,2,ICD-2
1910,1040,Female,05-09,3,ICD-2
1910,1040,Female,10-14,4,ICD-2
1910,1040,Female,15-19,9,ICD-2
1910,1040,Female,20-24,8,ICD-2
1910,1040,Female,85+,48,ICD-2
1910,1040,Female,<1,5,ICD-2
1910,1040,Female,T25-34,23,ICD-2
1910,1040,Female,T35-44,82,ICD-2
1910,1040,Female,T45-54,175,ICD-2
1910,1040,Female,T55-64,367,ICD-2
1910,1040,Female,T65-74,593,ICD-2
1910,1040,Female,T75-84,290,ICD-2
1910,1040,Male,01-04,6,ICD-2
1910,1040,Male,05-09,2,ICD-2
1910,1040,Male,10-14,7,ICD-2
1910,1040,Male,15-19,3,ICD-2
1910,1040,Male,20-24,12,ICD-2
1910,1040,Male,85+,27,ICD-2
1910,1040,Male,T25-34,40,ICD-2
1910,1040,Male,T35-44,97,ICD-2
1910,1040,Male,T45-54,219,ICD-2
1910,1040,Male,T55-64,406,ICD-2
1910,1040,Male,T65-74,511,ICD-2
1910,1040,Male,T75-84,256,ICD-2
1910,1050,Female,01-04,42,ICD-2
1910,1050,Female,05-09,82,ICD-2
1910,1050,Female,10-14,135,ICD-2
1910,1050,Female,15-19,165,ICD-2
1910,1050,Female,20-24,168,ICD-2
1910,1050,Female,85+,376,ICD-2
1910,1050,Female,<1,14,ICD-2
1910,1050,Female,T25-34,493,ICD-2
1910,1050,Female,T35-44,913,ICD-2
1910,1050,Female,T45-54,1579,ICD-2
1910,1050,Female,T55-64,2766,ICD-2
1910,1050,Female,T65-74,3925,ICD-2
1910,1050,Female,T75-84,2240,ICD-2
1910,1050,Male,01-04,42,ICD-2
1910,1050,Male,05-09,81,ICD-2
1910,1050,Male,10-14,95,ICD-2
1910,1050,Male,15-19,136,ICD-2
1910,1050,Male,20-24,148,ICD-2
1910,1050,Male,85+,223,ICD-2
1910,1050,Male,<1,19,ICD-2
1910,1050,Male,T25-34,424,ICD-2
1910,1050,Male,T35-44,809,ICD-2
1910,1050,Male,T45-54,1607,ICD-2
1910,1050,Male,T55-64,3005,ICD-2
1910,1050,Male,T65-74,3550,ICD-2
1910,1050,Male,T75-84,1650,ICD-2
1910,1060,Female,01-04,10,ICD-2
1910,1060,Female,05-09,9,ICD-2
1910,1060,Female,10-14,10,ICD-2
1910,1060,Female,15-19,20,ICD-2
1910,1060,Female,20-24,29,ICD-2
1910,1060,Female,85+,465,ICD-2
1910,1060,Female,<1,12,ICD-2
1910,1060,Female,T25-34,101,ICD-2
1910,1060,Female,T35-44,382,ICD-2
1910,1060,Female,T45-54,1138,ICD-2
1910,1060,Female,T55-64,2082,ICD-2
1910,1060,Female,T65-74,3267,ICD-2
1910,1060,Female,T75-84,2344,ICD-2
1910,1060,Male,01-04,6,ICD-2
1910,1060,Male,05-09,10,ICD-2
1910,1060,Male,10-14,7,ICD-2
1910,1060,Male,15-19,17,ICD-2
1910,1060,Male,20-24,27,ICD-2
1910,1060,Male,85+,250,ICD-2
1910,1060,Male,<1,13,ICD-2
1910,1060,Male,T25-34,93,ICD-2
1910,1060,Male,T35-44,332,ICD-2
1910,1060,Male,T45-54,864,ICD-2
1910,1060,Male,T55-64,1945,ICD-2
1910,1060,Male,T65-74,2828,ICD-2
1910,1060,Male,T75-84,1625,ICD-2
1910,1070,Female,01-04,1,ICD-2
1910,1070,Female,05-09,2,ICD-2
1910,1070,Female,10-14,4,ICD-2
1910,1070,Female,15-19,3,ICD-2
1910,1070,Female,20-24,8,ICD-2
1910,1070,Female,85+,215,ICD-2
1910,1070,Female,T25-34,20,ICD-2
1910,1070,Female,T35-44,122,ICD-2
1910,1070,Female,T45-54,428,ICD-2
1910,1070,Female,T55-64,831,ICD-2
1910,1070,Female,T65-74,1383,ICD-2
1910,1070,Female,T75-84,1064,ICD-2
1910,1070,Male,01-04,3,ICD-2
1910,1070,Male,05-09,1,ICD-2
1910,1070,Male,10-14,2,ICD-2
1910,1070,Male,15-19,5,ICD-2
1910,1070,Male,20-24,4,ICD-2
1910,1070,Male,85+,115,ICD-2
1910,1070,Male,<1,3,ICD-2
1910,1070,Male,T25-34,32,ICD-2
1910,1070,Male,T35-44,105,ICD-2
1910,1070,Male,T45-54,357,ICD-2
1910,1070,Male,T55-64,702,ICD-2
1910,1070,Male,T65-74,1185,ICD-2
1910,1070,Male,T75-84,789,ICD-2
1910,1080,Female,15-19,3,ICD-2
1910,1080,Female,20-24,2,ICD-2
1910,1080,Female,85+,4,ICD-2
1910,1080,Female,T25-34,8,ICD-2
1910,1080,Female,T35-44,25,ICD-2
1910,1080,Female,T45-54,53,ICD-2
1910,1080,Female,T55-64,62,ICD-2
1910,1080,Female,T65-74,46,ICD-2
1910,1080,Female,T75-84,22,ICD-2
1910,1080,Male,05-09,1,ICD-2
1910,1080,Male,10-14,1,ICD-2
1910,1080,Male,15-19,2,ICD-2
1910,1080,Male,20-24,3,ICD-2
1910,1080,Male,85+,4,ICD-2
1910,1080,Male,T25-34,50,ICD-2
1910,1080,Male,T35-44,219,ICD-2
1910,1080,Male,T45-54,251,ICD-2
1910,1080,Male,T55-64,229,ICD-2
1910,1080,Male,T65-74,118,ICD-2
1910,1080,Male,T75-84,20,ICD-2
1910,1090,Female,85+,112,ICD-2
1910,1090,Female,T55-64,47,ICD-2
1910,1090,Female,T65-74,228,ICD-2
1910,1090,Female,T75-84,253,ICD-2
1910,1090,Male,85+,90,ICD-2
1910,1090,Male,T55-64,62,ICD-2
1910,1090,Male,T65-74,276,ICD-2
1910,1090,Male,T75-84,339,ICD-2
1910,1100,Female,01-04,5,ICD-2
1910,1100,Female,10-14,2,ICD-2
1910,1100,Female,15-19,5,ICD-2
1910,1100,Female,20-24,10,ICD-2
1910,1100,Female,85+,3,ICD-2
1910,1100,Female,<1,1,ICD-2
1910,1100,Female,T25-34,23,ICD-2
1910,1100,Female,T35-44,42,ICD-2
1910,1100,Female,T45-54,27,ICD-2
1910,1100,Female,T55-64,44,ICD-2
1910,1100,Female,T65-74,34,ICD-2
1910,1100,Female,T75-84,34,ICD-2
1910,1100,Male,01-04,3,ICD-2
1910,1100,Male,05-09,1,ICD-2
1910,1100,Male,15-19,3,ICD-2
1910,1100,Male,20-24,4,ICD-2
1910,1100,Male,<1,2,ICD-2
1910,1100,Male,T25-34,9,ICD-2
1910,1100,Male,T35-44,18,ICD-2
1910,1100,Male,T45-54,36,ICD-2
1910,1100,Male,T55-64,37,ICD-2
1910,1100,Male,T65-74,40,ICD-2
1910,1100,Male,T75-84,18,ICD-2
1910,1110,Female,20-24,1,ICD-2
1910,1110,Female,85+,1,ICD-2
1910,1110,Female,<1,1,ICD-2
1910,1110,Female,T25-34,12,ICD-2
1910,1110,Female,T35-44,14,ICD-2
1910,1110,Female,T45-54,21,ICD-2
1910,1110,Female,T55-64,22,ICD-2
1910,1110,Female,T65-74,22,ICD-2
1910,1110,Female,T75-84,5,ICD-2
1910,1110,Male,01-04,1,ICD-2
1910,1110,Male,15-19,1,ICD-2
1910,1110,Male,T35-44,4,ICD-2
1910,1110,Male,T45-54,4,ICD-2
1910,1110,Male,T55-64,12,ICD-2
1910,1110,Male,T65-74,11,ICD-2
1910,1110,Male,T75-84,4,ICD-2
1910,1120,Female,T25-34,6,ICD-2
1910,1120,Female,T35-44,8,ICD-2
1910,1120,Female,T45-54,12,ICD-2
1910,1120,Female,T55-64,22,ICD-2
1910,1120,Female,T65-74,16,ICD-2
1910,1120,Female,T75-84,10,ICD-2
1910,1120,Male,20-24,1,ICD-2
1910,1120,Male,T25-34,4,ICD-2
1910,1120,Male,T35-44,2,ICD-2
1910,1120,Male,T45-54,5,ICD-2
