year,cause,sex,age,deaths,icd_version
1921,"113,114(3)",Female,01-04,1146,ICD-3
1921,"113,114(3)",Female,05-09,122,ICD-3
1921,"113,114(3)",Female,10-14,30,ICD-3
1921,"113,114(3)",Female,15-19,17,ICD-3
1921,"113,114(3)",Female,20-24,10,ICD-3
1921,"113,114(3)",Female,25-29,21,ICD-3
1921,"113,114(3)",Female,30-34,28,ICD-3
1921,"113,114(3)",Female,35-39,28,ICD-3
1921,"113,114(3)",Female,40-44,33,ICD-3
1921,"113,114(3)",Female,45-49,33,ICD-3
1921,"113,114(3)",Female,50-54,58,ICD-3
1921,"113,114(3)",Female,55-59,64,ICD-3
1921,"113,114(3)",Female,60-64,94,ICD-3
1921,"113,114(3)",Female,65-69,131,ICD-3
1921,"113,114(3)",Female,70-74,175,ICD-3
1921,"113,114(3)",Female,75-79,179,ICD-3
1921,"113,114(3)",Female,80+,251,ICD-3
1921,"113,114(3)",Female,<1,4719,ICD-3
1921,"113,114(3)",Male,01-04,1310,ICD-3
1921,"113,114(3)",Male,05-09,133,ICD-3
1921,"113,114(3)",Male,10-14,38,ICD-3
1921,"113,114(3)",Male,15-19,26,ICD-3
1921,"113,114(3)",Male,20-24,7,ICD-3
1921,"113,114(3)",Male,25-29,13,ICD-3
1921,"113,114(3)",Male,30-34,10,ICD-3
1921,"113,114(3)",Male,35-39,29,ICD-3
1921,"113,114(3)",Male,40-44,23,ICD-3
1921,"113,114(3)",Male,45-49,38,ICD-3
1921,"113,114(3)",Male,50-54,52,ICD-3
1921,"113,114(3)",Male,55-59,60,ICD-3
1921,"113,114(3)",Male,60-64,86,ICD-3
1921,"113,114(3)",Male,65-69,95,ICD-3
1921,"113,114(3)",Male,70-74,144,ICD-3
1921,"113,114(3)",Male,75-79,129,ICD-3
1921,"113,114(3)",Male,80+,157,ICD-3
1921,"113,114(3)",Male,<1,6802,ICD-3
1921,"165, 166*",Female,15-19,8,ICD-3
1921,"165, 166*",Female,20-24,16,ICD-3
1921,"165, 166*",Female,25-29,14,ICD-3
1921,"165, 166*",Female,30-34,9,ICD-3
1921,"165, 166*",Female,35-39,20,ICD-3
1921,"165, 166*",Female,40-44,17,ICD-3
1921,"165, 166*",Female,45-49,24,ICD-3
1921,"165, 166*",Female,50-54,24,ICD-3
1921,"165, 166*",Female,55-59,18,ICD-3
1921,"165, 166*",Female,60-64,11,ICD-3
1921,"165, 166*",Female,65-69,5,ICD-3
1921,"165, 166*",Female,70-74,4,ICD-3
1921,"165, 166*",Female,75-79,1,ICD-3
1921,"165, 166*",Female,80+,1,ICD-3
1921,"165, 166*",Male,10-14,1,ICD-3
1921,"165, 166*",Male,20-24,13,ICD-3
1921,"165, 166*",Male,25-29,6,ICD-3
1921,"165, 166*",Male,30-34,15,ICD-3
1921,"165, 166*",Male,35-39,18,ICD-3
1921,"165, 166*",Male,40-44,21,ICD-3
1921,"165, 166*",Male,45-49,32,ICD-3
1921,"165, 166*",Male,50-54,25,ICD-3
1921,"165, 166*",Male,55-59,26,ICD-3
1921,"165, 166*",Male,60-64,20,ICD-3
1921,"165, 166*",Male,65-69,13,ICD-3
1921,"165, 166*",Male,70-74,6,ICD-3
1921,"165, 166*",Male,75-79,4,ICD-3
1921,"165, 166*",Male,80+,3,ICD-3
1921,41,Female,01-04,12,ICD-3
1921,41,Female,05-09,13,ICD-3
1921,41,Female,10-14,10,ICD-3
1921,41,Female,15-19,12,ICD-3
1921,41,Female,20-24,14,ICD-3
1921,41,Female,25-29,10,ICD-3
1921,41,Female,30-34,16,ICD-3
1921,41,Female,35-39,9,ICD-3
1921,41,Female,40-44,10,ICD-3
1921,41,Female,45-49,19,ICD-3
1921,41,Female,50-54,8,ICD-3
1921,41,Female,55-59,16,ICD-3
1921,41,Female,60-64,15,ICD-3
1921,41,Female,65-69,15,ICD-3
1921,41,Female,70-74,9,ICD-3
1921,41,Female,75-79,7,ICD-3
1921,41,Female,80+,6,ICD-3
1921,41,Female,<1,33,ICD-3
1921,41,Male,01-04,13,ICD-3
1921,41,Male,05-09,25,ICD-3
1921,41,Male,10-14,26,ICD-3
1921,41,Male,15-19,19,ICD-3
1921,41,Male,20-24,10,ICD-3
1921,41,Male,25-29,15,ICD-3
1921,41,Male,30-34,19,ICD-3
1921,41,Male,35-39,21,ICD-3
1921,41,Male,40-44,25,ICD-3
1921,41,Male,45-49,21,ICD-3
1921,41,Male,50-54,20,ICD-3
1921,41,Male,55-59,21,ICD-3
1921,41,Male,60-64,30,ICD-3
1921,41,Male,65-69,26,ICD-3
1921,41,Male,70-74,20,ICD-3
1921,41,Male,75-79,11,ICD-3
1921,41,Male,80+,1,ICD-3
1921,41,Male,<1,31,ICD-3
1921,"79,80*",Female,01-04,378,ICD-3
1921,"79,80*",Female,05-09,19,ICD-3
1921,"79,80*",Female,10-14,4,ICD-3
1921,"79,80*",Female,15-19,3,ICD-3
1921,"79,80*",Female,20-24,1,ICD-3
1921,"79,80*",Female,35-39,1,ICD-3
1921,"79,80*",Female,40-44,1,ICD-3
1921,"79,80*",Female,45-49,1,ICD-3
1921,"79,80*",Female,65-69,1,ICD-3
1921,"79,80*",Female,70-74,2,ICD-3
1921,"79,80*",Female,75-79,1,ICD-3
1921,"79,80*",Female,80+,2,ICD-3
1921,"79,80*",Female,<1,1726,ICD-3
1921,"79,80*",Male,01-04,432,ICD-3
1921,"79,80*",Male,05-09,21,ICD-3
1921,"79,80*",Male,10-14,2,ICD-3
1921,"79,80*",Male,15-19,2,ICD-3
1921,"79,80*",Male,20-24,1,ICD-3
1921,"79,80*",Male,30-34,2,ICD-3
1921,"79,80*",Male,45-49,1,ICD-3
1921,"79,80*",Male,70-74,1,ICD-3
1921,"79,80*",Male,<1,2596,ICD-3
1921,"99c,99d",Female,01-04,355,ICD-3
1921,"99c,99d",Female,05-09,21,ICD-3
1921,"99c,99d",Female,10-14,16,ICD-3
1921,"99c,99d",Female,15-19,7,ICD-3
1921,"99c,99d",Female,20-24,9,ICD-3
1921,"99c,99d",Female,25-29,12,ICD-3
1921,"99c,99d",Female,30-34,28,ICD-3
1921,"99c,99d",Female,35-39,37,ICD-3
1921,"99c,99d",Female,40-44,54,ICD-3
1921,"99c,99d",Female,45-49,114,ICD-3
1921,"99c,99d",Female,50-54,164,ICD-3
1921,"99c,99d",Female,55-59,255,ICD-3
1921,"99c,99d",Female,60-64,402,ICD-3
1921,"99c,99d",Female,65-69,685,ICD-3
1921,"99c,99d",Female,70-74,1104,ICD-3
1921,"99c,99d",Female,75-79,1294,ICD-3
1921,"99c,99d",Female,80+,2055,ICD-3
1921,"99c,99d",Female,<1,1088,ICD-3
1921,"99c,99d",Male,01-04,408,ICD-3
1921,"99c,99d",Male,05-09,22,ICD-3
1921,"99c,99d",Male,10-14,7,ICD-3
1921,"99c,99d",Male,15-19,8,ICD-3
1921,"99c,99d",Male,20-24,19,ICD-3
1921,"99c,99d",Male,25-29,12,ICD-3
1921,"99c,99d",Male,30-34,28,ICD-3
1921,"99c,99d",Male,35-39,68,ICD-3
1921,"99c,99d",Male,40-44,110,ICD-3
1921,"99c,99d",Male,45-49,174,ICD-3
1921,"99c,99d",Male,50-54,243,ICD-3
1921,"99c,99d",Male,55-59,374,ICD-3
1921,"99c,99d",Male,60-64,528,ICD-3
1921,"99c,99d",Male,65-69,750,ICD-3
1921,"99c,99d",Male,70-74,973,ICD-3
1921,"99c,99d",Male,75-79,1017,ICD-3
1921,"99c,99d",Male,80+,1176,ICD-3
1921,"99c,99d",Male,<1,1352,ICD-3
1922,"113,114(1)",Female,01-04,3,ICD-3
1922,"113,114(1)",Female,05-09,2,ICD-3
1922,"113,114(1)",Female,15-19,5,ICD-3
1922,"113,114(1)",Female,20-24,8,ICD-3
1922,"113,114(1)",Female,25-29,6,ICD-3
1922,"113,114(1)",Female,30-34,10,ICD-3
1922,"113,114(1)",Female,35-39,11,ICD-3
1922,"113,114(1)",Female,40-44,13,ICD-3
1922,"113,114(1)",Female,45-49,11,ICD-3
1922,"113,114(1)",Female,50-54,12,ICD-3
1922,"113,114(1)",Female,55-59,11,ICD-3
1922,"113,114(1)",Female,60-64,9,ICD-3
1922,"113,114(1)",Female,65-69,6,ICD-3
1922,"113,114(1)",Female,70-74,6,ICD-3
1922,"113,114(1)",Female,75-79,2,ICD-3
1922,"113,114(1)",Female,80+,2,ICD-3
1922,"113,114(1)",Female,<1,1,ICD-3
1922,"113,114(1)",Male,01-04,2,ICD-3
1922,"113,114(1)",Male,10-14,1,ICD-3
1922,"113,114(1)",Male,15-19,5,ICD-3
1922,"113,114(1)",Male,20-24,4,ICD-3
1922,"113,114(1)",Male,25-29,4,ICD-3
1922,"113,114(1)",Male,30-34,7,ICD-3
1922,"113,114(1)",Male,35-39,2,ICD-3
1922,"113,114(1)",Male,40-44,7,ICD-3
1922,"113,114(1)",Male,45-49,11,ICD-3
1922,"113,114(1)",Male,50-54,14,ICD-3
1922,"113,114(1)",Male,55-59,15,ICD-3
1922,"113,114(1)",Male,60-64,6,ICD-3
1922,"113,114(1)",Male,65-69,8,ICD-3
1922,"113,114(1)",Male,70-74,9,ICD-3
1922,"113,114(1)",Male,75-79,4,ICD-3
1922,"113,114(1)",Male,80+,6,ICD-3
1922,"113,114(1)",Male,<1,3,ICD-3
1922,"113,114(2)",Female,01-04,13,ICD-3
1922,"113,114(2)",Female,10-14,1,ICD-3
1922,"113,114(2)",Female,15-19,2,ICD-3
1922,"113,114(2)",Female,20-24,4,ICD-3
1922,"113,114(2)",Female,25-29,7,ICD-3
1922,"113,114(2)",Female,30-34,8,ICD-3
1922,"113,114(2)",Female,35-39,12,ICD-3
1922,"113,114(2)",Female,40-44,10,ICD-3
1922,"113,114(2)",Female,45-49,8,ICD-3
1922,"113,114(2)",Female,50-54,16,ICD-3
1922,"113,114(2)",Female,55-59,12,ICD-3
1922,"113,114(2)",Female,60-64,9,ICD-3
1922,"113,114(2)",Female,65-69,23,ICD-3
1922,"113,114(2)",Female,70-74,28,ICD-3
1922,"113,114(2)",Female,75-79,24,ICD-3
1922,"113,114(2)",Female,80+,17,ICD-3
1922,"113,114(2)",Female,<1,35,ICD-3
1922,"113,114(2)",Male,01-04,18,ICD-3
1922,"113,114(2)",Male,05-09,4,ICD-3
1922,"113,114(2)",Male,10-14,1,ICD-3
1922,"113,114(2)",Male,15-19,1,ICD-3
1922,"113,114(2)",Male,20-24,1,ICD-3
1922,"113,114(2)",Male,25-29,7,ICD-3
1922,"113,114(2)",Male,30-34,3,ICD-3
1922,"113,114(2)",Male,35-39,5,ICD-3
1922,"113,114(2)",Male,40-44,10,ICD-3
1922,"113,114(2)",Male,45-49,7,ICD-3
1922,"113,114(2)",Male,50-54,8,ICD-3
1922,"113,114(2)",Male,55-59,18,ICD-3
1922,"113,114(2)",Male,60-64,18,ICD-3
1922,"113,114(2)",Male,65-69,12,ICD-3
1922,"113,114(2)",Male,70-74,15,ICD-3
1922,"113,114(2)",Male,75-79,11,ICD-3
1922,"113,114(2)",Male,80+,2,ICD-3
1922,"113,114(2)",Male,<1,54,ICD-3
1922,"113,114(3)",Female,01-04,481,ICD-3
1922,"113,114(3)",Female,05-09,49,ICD-3
1922,"113,114(3)",Female,10-14,23,ICD-3
1922,"113,114(3)",Female,15-19,9,ICD-3
1922,"113,114(3)",Female,20-24,14,ICD-3
1922,"113,114(3)",Female,25-29,21,ICD-3
1922,"113,114(3)",Female,30-34,19,ICD-3
1922,"113,114(3)",Female,35-39,27,ICD-3
1922,"113,114(3)",Female,40-44,30,ICD-3
1922,"113,114(3)",Female,45-49,24,ICD-3
1922,"113,114(3)",Female,50-54,26,ICD-3
1922,"113,114(3)",Female,55-59,41,ICD-3
1922,"113,114(3)",Female,60-64,55,ICD-3
1922,"113,114(3)",Female,65-69,76,ICD-3
1922,"113,114(3)",Female,70-74,100,ICD-3
1922,"113,114(3)",Female,75-79,115,ICD-3
1922,"113,114(3)",Female,80+,168,ICD-3
1922,"113,114(3)",Female,<1,1668,ICD-3
1922,"113,114(3)",Male,01-04,553,ICD-3
1922,"113,114(3)",Male,05-09,44,ICD-3
1922,"113,114(3)",Male,10-14,25,ICD-3
1922,"113,114(3)",Male,15-19,11,ICD-3
1922,"113,114(3)",Male,20-24,8,ICD-3
1922,"113,114(3)",Male,25-29,17,ICD-3
1922,"113,114(3)",Male,30-34,8,ICD-3
1922,"113,114(3)",Male,35-39,13,ICD-3
1922,"113,114(3)",Male,40-44,20,ICD-3
1922,"113,114(3)",Male,45-49,26,ICD-3
1922,"113,114(3)",Male,50-54,19,ICD-3
1922,"113,114(3)",Male,55-59,34,ICD-3
1922,"113,114(3)",Male,60-64,28,ICD-3
1922,"113,114(3)",Male,65-69,63,ICD-3
1922,"113,114(3)",Male,70-74,77,ICD-3
1922,"113,114(3)",Male,75-79,71,ICD-3
1922,"113,114(3)",Male,80+,86,ICD-3
1922,"113,114(3)",Male,<1,2586,ICD-3
1922,"165, 166*",Female,15-19,12,ICD-3
1922,"165, 166*",Female,20-24,21,ICD-3
1922,"165, 166*",Female,25-29,17,ICD-3
1922,"165, 166*",Female,30-34,22,ICD-3
1922,"165, 166*",Female,35-39,25,ICD-3
1922,"165, 166*",Female,40-44,18,ICD-3
1922,"165, 166*",Female,45-49,22,ICD-3
1922,"165, 166*",Female,50-54,23,ICD-3
1922,"165, 166*",Female,55-59,16,ICD-3
1922,"165, 166*",Female,60-64,8,ICD-3
1922,"165, 166*",Female,65-69,4,ICD-3
1922,"165, 166*",Female,70-74,5,ICD-3
1922,"165, 166*",Female,75-79,2,ICD-3
1922,"165, 166*",Female,80+,1,ICD-3
1922,"165, 166*",Male,15-19,6,ICD-3
1922,"165, 166*",Male,20-24,10,ICD-3
1922,"165, 166*",Male,25-29,14,ICD-3
1922,"165, 166*",Male,30-34,20,ICD-3
1922,"165, 166*",Male,35-39,28,ICD-3
1922,"165, 166*",Male,40-44,30,ICD-3
1922,"165, 166*",Male,45-49,27,ICD-3
1922,"165, 166*",Male,50-54,28,ICD-3
1922,"165, 166*",Male,55-59,30,ICD-3
1922,"165, 166*",Male,60-64,18,ICD-3
1922,"165, 166*",Male,65-69,17,ICD-3
1922,"165, 166*",Male,70-74,5,ICD-3
1922,"165, 166*",Male,75-79,2,ICD-3
1922,"165, 166*",Male,80+,2,ICD-3
1922,41,Female,01-04,9,ICD-3
1922,41,Female,05-09,14,ICD-3
1922,41,Female,10-14,7,ICD-3
1922,41,Female,15-19,10,ICD-3
1922,41,Female,20-24,4,ICD-3
1922,41,Female,25-29,8,ICD-3
1922,41,Female,30-34,11,ICD-3
1922,41,Female,35-39,14,ICD-3
1922,41,Female,40-44,18,ICD-3
1922,41,Female,45-49,13,ICD-3
1922,41,Female,50-54,8,ICD-3
1922,41,Female,55-59,9,ICD-3
1922,41,Female,60-64,10,ICD-3
1922,41,Female,65-69,12,ICD-3
1922,41,Female,70-74,8,ICD-3
1922,41,Female,75-79,8,ICD-3
1922,41,Female,80+,7,ICD-3
1922,41,Female,<1,30,ICD-3
1922,41,Male,01-04,8,ICD-3
1922,41,Male,05-09,22,ICD-3
1922,41,Male,10-14,13,ICD-3
1922,41,Male,15-19,25,ICD-3
1922,41,Male,20-24,14,ICD-3
1922,41,Male,25-29,21,ICD-3
1922,41,Male,30-34,18,ICD-3
1922,41,Male,35-39,19,ICD-3
1922,41,Male,40-44,31,ICD-3
1922,41,Male,45-49,25,ICD-3
1922,41,Male,50-54,29,ICD-3
1922,41,Male,55-59,24,ICD-3
1922,41,Male,60-64,24,ICD-3
1922,41,Male,65-69,20,ICD-3
1922,41,Male,70-74,9,ICD-3
1922,41,Male,75-79,15,ICD-3
1922,41,Male,80+,4,ICD-3
1922,41,Male,<1,31,ICD-3
1922,"79,80*",Female,01-04,347,ICD-3
1922,"79,80*",Female,05-09,21,ICD-3
1922,"79,80*",Female,10-14,3,ICD-3
1922,"79,80*",Female,15-19,4,ICD-3
1922,"79,80*",Female,20-24,3,ICD-3
1922,"79,80*",Female,40-44,1,ICD-3
1922,"79,80*",Female,45-49,1,ICD-3
1922,"79,80*",Female,60-64,1,ICD-3
1922,"79,80*",Female,65-69,3,ICD-3
1922,"79,80*",Female,80+,4,ICD-3
1922,"79,80*",Female,<1,1431,ICD-3
1922,"79,80*",Male,01-04,364,ICD-3
1922,"79,80*",Male,05-09,5,ICD-3
1922,"79,80*",Male,15-19,1,ICD-3
1922,"79,80*",Male,30-34,2,ICD-3
1922,"79,80*",Male,35-39,3,ICD-3
1922,"79,80*",Male,40-44,3,ICD-3
1922,"79,80*",Male,45-49,2,ICD-3
1922,"79,80*",Male,55-59,2,ICD-3
1922,"79,80*",Male,60-64,1,ICD-3
1922,"79,80*",Male,65-69,1,ICD-3
1922,"79,80*",Male,70-74,2,ICD-3
1922,"79,80*",Male,75-79,2,ICD-3
1922,"79,80*",Male,80+,2,ICD-3
1922,"79,80*",Male,<1,2107,ICD-3
1922,"99c,99d",Female,01-04,481,ICD-3
1922,"99c,99d",Female,05-09,27,ICD-3
1922,"99c,99d",Female,10-14,8,ICD-3
1922,"99c,99d",Female,15-19,10,ICD-3
1922,"99c,99d",Female,20-24,16,ICD-3
1922,"99c,99d",Female,25-29,17,ICD-3
1922,"99c,99d",Female,30-34,20,ICD-3
1922,"99c,99d",Female,35-39,40,ICD-3
1922,"99c,99d",Female,40-44,70,ICD-3
1922,"99c,99d",Female,45-49,110,ICD-3
1922,"99c,99d",Female,50-54,203,ICD-3
1922,"99c,99d",Female,55-59,324,ICD-3
1922,"99c,99d",Female,60-64,528,ICD-3
1922,"99c,99d",Female,65-69,887,ICD-3
1922,"99c,99d",Female,70-74,1396,ICD-3
1922,"99c,99d",Female,75-79,1663,ICD-3
1922,"99c,99d",Female,80+,2460,ICD-3
1922,"99c,99d",Female,<1,1108,ICD-3
1922,"99c,99d",Male,01-04,475,ICD-3
1922,"99c,99d",Male,05-09,24,ICD-3
1922,"99c,99d",Male,10-14,8,ICD-3
1922,"99c,99d",Male,15-19,10,ICD-3
1922,"99c,99d",Male,20-24,15,ICD-3
1922,"99c,99d",Male,25-29,19,ICD-3
1922,"99c,99d",Male,30-34,43,ICD-3
1922,"99c,99d",Male,35-39,70,ICD-3
1922,"99c,99d",Male,40-44,127,ICD-3
1922,"99c,99d",Male,45-49,148,ICD-3
1922,"99c,99d",Male,50-54,281,ICD-3
1922,"99c,99d",Male,55-59,427,ICD-3
1922,"99c,99d",Male,60-64,613,ICD-3
1922,"99c,99d",Male,65-69,959,ICD-3
1922,"99c,99d",Male,70-74,1248,ICD-3
1922,"99c,99d",Male,75-79,1247,ICD-3
1922,"99c,99d",Male,80+,1418,ICD-3
1922,"99c,99d",Male,<1,1458,ICD-3
1923,"113,114(1)",Female,01-04,1,ICD-3
1923,"113,114(1)",Female,10-14,4,ICD-3
1923,"113,114(1)",Female,15-19,5,ICD-3
1923,"113,114(1)",Female,20-24,11,ICD-3
1923,"113,114(1)",Female,25-29,11,ICD-3
1923,"113,114(1)",Female,30-34,18,ICD-3
1923,"113,114(1)",Female,35-39,14,ICD-3
1923,"113,114(1)",Female,40-44,16,ICD-3
1923,"113,114(1)",Female,45-49,13,ICD-3
1923,"113,114(1)",Female,50-54,12,ICD-3
1923,"113,114(1)",Female,55-59,11,ICD-3
1923,"113,114(1)",Female,60-64,16,ICD-3
1923,"113,114(1)",Female,65-69,7,ICD-3
1923,"113,114(1)",Female,70-74,7,ICD-3
1923,"113,114(1)",Female,75-79,4,ICD-3
1923,"113,114(1)",Female,80+,2,ICD-3
1923,"113,114(1)",Female,<1,3,ICD-3
1923,"113,114(1)",Male,01-04,2,ICD-3
1923,"113,114(1)",Male,10-14,2,ICD-3
1923,"113,114(1)",Male,15-19,4,ICD-3
1923,"113,114(1)",Male,20-24,4,ICD-3
1923,"113,114(1)",Male,25-29,7,ICD-3
1923,"113,114(1)",Male,30-34,5,ICD-3
1923,"113,114(1)",Male,35-39,10,ICD-3
1923,"113,114(1)",Male,40-44,13,ICD-3
1923,"113,114(1)",Male,45-49,14,ICD-3
1923,"113,114(1)",Male,50-54,11,ICD-3
1923,"113,114(1)",Male,55-59,12,ICD-3
1923,"113,114(1)",Male,60-64,11,ICD-3
1923,"113,114(1)",Male,65-69,5,ICD-3
1923,"113,114(1)",Male,70-74,4,ICD-3
1923,"113,114(1)",Male,75-79,5,ICD-3
1923,"113,114(1)",Male,80+,3,ICD-3
1923,"113,114(1)",Male,<1,4,ICD-3
1923,"113,114(2)",Female,01-04,23,ICD-3
1923,"113,114(2)",Female,05-09,1,ICD-3
1923,"113,114(2)",Female,10-14,3,ICD-3
1923,"113,114(2)",Female,15-19,3,ICD-3
1923,"113,114(2)",Female,20-24,1,ICD-3
1923,"113,114(2)",Female,25-29,9,ICD-3
1923,"113,114(2)",Female,30-34,13,ICD-3
1923,"113,114(2)",Female,35-39,12,ICD-3
1923,"113,114(2)",Female,40-44,13,ICD-3
1923,"113,114(2)",Female,45-49,11,ICD-3
1923,"113,114(2)",Female,50-54,14,ICD-3
1923,"113,114(2)",Female,55-59,13,ICD-3
1923,"113,114(2)",Female,60-64,17,ICD-3
1923,"113,114(2)",Female,65-69,22,ICD-3
1923,"113,114(2)",Female,70-74,25,ICD-3
1923,"113,114(2)",Female,75-79,16,ICD-3
1923,"113,114(2)",Female,80+,13,ICD-3
1923,"113,114(2)",Female,<1,62,ICD-3
1923,"113,114(2)",Male,01-04,15,ICD-3
1923,"113,114(2)",Male,05-09,2,ICD-3
1923,"113,114(2)",Male,15-19,1,ICD-3
1923,"113,114(2)",Male,20-24,1,ICD-3
1923,"113,114(2)",Male,25-29,2,ICD-3
1923,"113,114(2)",Male,30-34,3,ICD-3
1923,"113,114(2)",Male,35-39,4,ICD-3
1923,"113,114(2)",Male,40-44,5,ICD-3
1923,"113,114(2)",Male,45-49,7,ICD-3
1923,"113,114(2)",Male,50-54,6,ICD-3
1923,"113,114(2)",Male,55-59,11,ICD-3
1923,"113,114(2)",Male,60-64,9,ICD-3
1923,"113,114(2)",Male,65-69,8,ICD-3
1923,"113,114(2)",Male,70-74,11,ICD-3
1923,"113,114(2)",Male,75-79,16,ICD-3
1923,"113,114(2)",Male,80+,12,ICD-3
1923,"113,114(2)",Male,<1,81,ICD-3
1923,"113,114(3)",Female,01-04,611,ICD-3
1923,"113,114(3)",Female,05-09,52,ICD-3
1923,"113,114(3)",Female,10-14,17,ICD-3
1923,"113,114(3)",Female,15-19,9,ICD-3
1923,"113,114(3)",Female,20-24,22,ICD-3
1923,"113,114(3)",Female,25-29,19,ICD-3
1923,"113,114(3)",Female,30-34,9,ICD-3
1923,"113,114(3)",Female,35-39,16,ICD-3
1923,"113,114(3)",Female,40-44,24,ICD-3
1923,"113,114(3)",Female,45-49,19,ICD-3
1923,"113,114(3)",Female,50-54,45,ICD-3
1923,"113,114(3)",Female,55-59,42,ICD-3
1923,"113,114(3)",Female,60-64,67,ICD-3
1923,"113,114(3)",Female,65-69,69,ICD-3
1923,"113,114(3)",Female,70-74,89,ICD-3
1923,"113,114(3)",Female,75-79,97,ICD-3
1923,"113,114(3)",Female,80+,156,ICD-3
1923,"113,114(3)",Female,<1,2078,ICD-3
1923,"113,114(3)",Male,01-04,715,ICD-3
1923,"113,114(3)",Male,05-09,49,ICD-3
1923,"113,114(3)",Male,10-14,20,ICD-3
1923,"113,114(3)",Male,15-19,15,ICD-3
1923,"113,114(3)",Male,20-24,8,ICD-3
1923,"113,114(3)",Male,25-29,2,ICD-3
1923,"113,114(3)",Male,30-34,9,ICD-3
1923,"113,114(3)",Male,35-39,10,ICD-3
1923,"113,114(3)",Male,40-44,17,ICD-3
1923,"113,114(3)",Male,45-49,29,ICD-3
1923,"113,114(3)",Male,50-54,33,ICD-3
1923,"113,114(3)",Male,55-59,30,ICD-3
1923,"113,114(3)",Male,60-64,42,ICD-3
1923,"113,114(3)",Male,65-69,52,ICD-3
1923,"113,114(3)",Male,70-74,71,ICD-3
1923,"113,114(3)",Male,75-79,71,ICD-3
1923,"113,114(3)",Male,80+,91,ICD-3
1923,"113,114(3)",Male,<1,2941,ICD-3
