year,cause,sex,age,deaths,icd_version
1999,119,Female,30-34,2,ICD-10
1999,119,Female,35-39,1,ICD-10
1999,119,Female,40-44,2,ICD-10
1999,119,Female,45-49,2,ICD-10
1999,119,Female,50-54,2,ICD-10
1999,119,Female,55-59,1,ICD-10
1999,119,Female,60-64,3,ICD-10
1999,119,Female,65-69,7,ICD-10
1999,119,Female,70-74,13,ICD-10
1999,119,Female,75-79,13,ICD-10
1999,119,Female,80-84,9,ICD-10
1999,119,Female,85+,15,ICD-10
1999,119,Male,25-29,2,ICD-10
1999,119,Male,30-34,4,ICD-10
1999,119,Male,35-39,3,ICD-10
1999,119,Male,40-44,8,ICD-10
1999,119,Male,45-49,4,ICD-10
1999,119,Male,50-54,4,ICD-10
1999,119,Male,55-59,10,ICD-10
1999,119,Male,60-64,10,ICD-10
1999,119,Male,65-69,15,ICD-10
1999,119,Male,70-74,25,ICD-10
1999,119,Male,75-79,28,ICD-10
1999,119,Male,80-84,15,ICD-10
1999,119,Male,85+,19,ICD-10
1999,119,Male,<1,1,ICD-10
1999,120,Male,80-84,1,ICD-10
1999,120,Male,85+,1,ICD-10
1999,1209,Male,85+,1,ICD-10
1999,1228,Female,70-74,1,ICD-10
1999,130,Female,70-74,1,ICD-10
1999,130,Female,85+,1,ICD-10
1999,130,Male,65-69,1,ICD-10
1999,130,Male,75-79,1,ICD-10
1999,1300,Male,55-59,1,ICD-10
1999,1300,Male,<1,1,ICD-10
1999,1330,Female,85+,2,ICD-10
1999,1350,Female,30-34,1,ICD-10
1999,1350,Female,40-44,3,ICD-10
1999,1350,Female,45-49,1,ICD-10
1999,1350,Female,50-54,2,ICD-10
1999,1350,Female,55-59,4,ICD-10
1999,1350,Female,60-64,10,ICD-10
1999,1350,Female,65-69,9,ICD-10
1999,1350,Female,70-74,16,ICD-10
1999,1350,Female,75-79,3,ICD-10
1999,1350,Female,80-84,2,ICD-10
1999,1350,Female,85+,2,ICD-10
1999,1350,Male,25-29,1,ICD-10
1999,1350,Male,30-34,3,ICD-10
1999,1350,Male,35-39,4,ICD-10
1999,1350,Male,45-49,9,ICD-10
1999,1350,Male,50-54,10,ICD-10
1999,1350,Male,55-59,4,ICD-10
1999,1350,Male,60-64,6,ICD-10
1999,1350,Male,65-69,6,ICD-10
1999,1350,Male,75-79,7,ICD-10
1999,1350,Male,80-84,1,ICD-10
1999,1361,Female,45-49,1,ICD-10
1999,1361,Female,85+,1,ICD-10
1999,1361,Male,70-74,1,ICD-10
1999,1363,Female,01-04,1,ICD-10
1999,1363,Female,35-39,1,ICD-10
1999,1363,Female,40-44,1,ICD-10
1999,1363,Female,50-54,2,ICD-10
1999,1363,Female,60-64,2,ICD-10
1999,1363,Female,65-69,1,ICD-10
1999,1363,Female,<1,1,ICD-10
1999,1363,Male,01-04,2,ICD-10
1999,1363,Male,15-19,1,ICD-10
1999,1363,Male,30-34,1,ICD-10
1999,1363,Male,35-39,2,ICD-10
1999,1363,Male,40-44,3,ICD-10
1999,1363,Male,45-49,1,ICD-10
1999,1363,Male,50-54,1,ICD-10
1999,1363,Male,55-59,2,ICD-10
1999,1363,Male,60-64,3,ICD-10
1999,1363,Male,65-69,2,ICD-10
1999,1363,Male,70-74,4,ICD-10
1999,1363,Male,75-79,1,ICD-10
1999,1363,Male,<1,3,ICD-10
1999,1369,Female,30-34,1,ICD-10
1999,1369,Female,55-59,1,ICD-10
1999,1369,Female,65-69,1,ICD-10
1999,1369,Female,75-79,2,ICD-10
1999,1369,Female,80-84,2,ICD-10
1999,1369,Female,85+,2,ICD-10
1999,1369,Male,25-29,1,ICD-10
1999,1369,Male,75-79,1,ICD-10
1999,1369,Male,80-84,2,ICD-10
1999,1369,Male,85+,3,ICD-10
1999,1369,Male,<1,2,ICD-10
1999,1370,Female,55-59,1,ICD-10
1999,1370,Female,65-69,2,ICD-10
1999,1370,Female,70-74,3,ICD-10
1999,1370,Female,75-79,6,ICD-10
1999,1370,Female,80-84,6,ICD-10
1999,1370,Female,85+,4,ICD-10
1999,1370,Male,65-69,5,ICD-10
1999,1370,Male,70-74,8,ICD-10
1999,1370,Male,75-79,8,ICD-10
1999,1370,Male,80-84,7,ICD-10
1999,1370,Male,85+,4,ICD-10
1999,1373,Female,60-64,1,ICD-10
1999,138,Female,45-49,1,ICD-10
1999,138,Male,45-49,1,ICD-10
1999,1380,Female,40-44,1,ICD-10
1999,1380,Female,45-49,2,ICD-10
1999,1380,Female,70-74,3,ICD-10
1999,1380,Female,75-79,2,ICD-10
1999,1380,Female,80-84,1,ICD-10
1999,1380,Female,85+,2,ICD-10
1999,1380,Male,50-54,1,ICD-10
1999,1380,Male,55-59,1,ICD-10
1999,1380,Male,60-64,1,ICD-10
1999,1380,Male,70-74,1,ICD-10
1999,1380,Male,75-79,2,ICD-10
1999,1380,Male,85+,3,ICD-10
1999,1398,Female,65-69,1,ICD-10
1999,1398,Female,85+,1,ICD-10
1999,1398,Male,65-69,1,ICD-10
1999,140,Female,50-54,1,ICD-10
1999,140,Male,70-74,2,ICD-10
1999,1400,Male,85+,1,ICD-10
1999,1401,Female,75-79,1,ICD-10
1999,1401,Female,85+,1,ICD-10
1999,1409,Female,70-74,1,ICD-10
1999,1409,Female,75-79,1,ICD-10
1999,1409,Female,80-84,1,ICD-10
1999,1409,Female,85+,6,ICD-10
1999,1409,Male,45-49,1,ICD-10
1999,1409,Male,50-54,2,ICD-10
1999,1409,Male,70-74,2,ICD-10
1999,1409,Male,75-79,2,ICD-10
1999,1409,Male,80-84,1,ICD-10
1999,1409,Male,85+,2,ICD-10
1999,1410,Female,40-44,1,ICD-10
1999,1410,Female,50-54,2,ICD-10
1999,1410,Female,70-74,1,ICD-10
1999,1410,Female,75-79,1,ICD-10
1999,1410,Female,80-84,1,ICD-10
1999,1410,Male,40-44,1,ICD-10
1999,1410,Male,50-54,2,ICD-10
1999,1410,Male,55-59,3,ICD-10
1999,1410,Male,60-64,2,ICD-10
1999,1410,Male,65-69,2,ICD-10
1999,1410,Male,70-74,3,ICD-10
1999,1410,Male,75-79,2,ICD-10
1999,1419,Female,30-34,2,ICD-10
1999,1419,Female,35-39,3,ICD-10
1999,1419,Female,45-49,2,ICD-10
1999,1419,Female,50-54,3,ICD-10
1999,1419,Female,55-59,9,ICD-10
1999,1419,Female,60-64,11,ICD-10
1999,1419,Female,65-69,18,ICD-10
1999,1419,Female,70-74,12,ICD-10
1999,1419,Female,75-79,15,ICD-10
1999,1419,Female,80-84,20,ICD-10
1999,1419,Female,85+,34,ICD-10
1999,1419,Male,25-29,2,ICD-10
1999,1419,Male,30-34,1,ICD-10
1999,1419,Male,35-39,3,ICD-10
1999,1419,Male,40-44,8,ICD-10
1999,1419,Male,45-49,19,ICD-10
1999,1419,Male,50-54,27,ICD-10
1999,1419,Male,55-59,33,ICD-10
1999,1419,Male,60-64,25,ICD-10
1999,1419,Male,65-69,25,ICD-10
1999,1419,Male,70-74,28,ICD-10
1999,1419,Male,75-79,21,ICD-10
1999,1419,Male,80-84,15,ICD-10
1999,1419,Male,85+,14,ICD-10
1999,1420,Female,35-39,1,ICD-10
1999,1420,Female,50-54,3,ICD-10
1999,1420,Female,55-59,4,ICD-10
1999,1420,Female,60-64,3,ICD-10
1999,1420,Female,65-69,2,ICD-10
1999,1420,Female,70-74,3,ICD-10
1999,1420,Female,75-79,11,ICD-10
1999,1420,Female,80-84,7,ICD-10
1999,1420,Female,85+,14,ICD-10
1999,1420,Male,30-34,1,ICD-10
1999,1420,Male,45-49,1,ICD-10
1999,1420,Male,50-54,1,ICD-10
1999,1420,Male,55-59,11,ICD-10
1999,1420,Male,60-64,4,ICD-10
1999,1420,Male,65-69,6,ICD-10
1999,1420,Male,70-74,14,ICD-10
1999,1420,Male,75-79,15,ICD-10
1999,1420,Male,80-84,12,ICD-10
1999,1420,Male,85+,10,ICD-10
1999,1421,Female,35-39,1,ICD-10
1999,1421,Female,50-54,2,ICD-10
1999,1421,Female,55-59,1,ICD-10
1999,1421,Female,60-64,1,ICD-10
1999,1421,Female,65-69,1,ICD-10
1999,1421,Female,70-74,4,ICD-10
1999,1421,Female,75-79,3,ICD-10
1999,1421,Female,85+,3,ICD-10
1999,1421,Male,45-49,1,ICD-10
1999,1421,Male,55-59,1,ICD-10
1999,1421,Male,65-69,1,ICD-10
1999,1421,Male,70-74,2,ICD-10
1999,1421,Male,75-79,1,ICD-10
1999,1429,Female,30-34,1,ICD-10
1999,1429,Female,45-49,1,ICD-10
1999,1429,Female,65-69,1,ICD-10
1999,1429,Female,70-74,2,ICD-10
1999,1429,Female,75-79,1,ICD-10
1999,1429,Female,85+,2,ICD-10
1999,1429,Male,45-49,1,ICD-10
1999,1429,Male,50-54,1,ICD-10
1999,1429,Male,70-74,1,ICD-10
1999,1429,Male,75-79,2,ICD-10
1999,1429,Male,85+,3,ICD-10
1999,1430,Female,45-49,1,ICD-10
1999,1430,Female,50-54,1,ICD-10
1999,1430,Female,60-64,2,ICD-10
1999,1430,Female,65-69,4,ICD-10
1999,1430,Female,70-74,3,ICD-10
1999,1430,Female,75-79,5,ICD-10
1999,1430,Female,80-84,2,ICD-10
1999,1430,Female,85+,5,ICD-10
1999,1430,Male,45-49,1,ICD-10
1999,1430,Male,50-54,1,ICD-10
1999,1430,Male,60-64,4,ICD-10
1999,1430,Male,65-69,5,ICD-10
1999,1430,Male,70-74,6,ICD-10
1999,1430,Male,75-79,3,ICD-10
1999,1430,Male,80-84,1,ICD-10
1999,1430,Male,85+,3,ICD-10
1999,1431,Female,40-44,1,ICD-10
1999,1431,Female,50-54,1,ICD-10
1999,1431,Female,55-59,1,ICD-10
1999,1431,Female,60-64,1,ICD-10
1999,1431,Female,70-74,2,ICD-10
1999,1431,Female,75-79,4,ICD-10
1999,1431,Female,80-84,3,ICD-10
1999,1431,Female,85+,5,ICD-10
1999,1431,Male,40-44,1,ICD-10
1999,1431,Male,45-49,2,ICD-10
1999,1431,Male,50-54,1,ICD-10
1999,1431,Male,55-59,1,ICD-10
1999,1431,Male,60-64,1,ICD-10
1999,1431,Male,65-69,3,ICD-10
1999,1431,Male,70-74,2,ICD-10
1999,1431,Male,75-79,3,ICD-10
1999,1431,Male,80-84,2,ICD-10
1999,1431,Male,85+,1,ICD-10
1999,1439,Female,15-19,1,ICD-10
1999,1439,Female,25-29,1,ICD-10
1999,1439,Female,35-39,1,ICD-10
1999,1439,Female,40-44,1,ICD-10
1999,1439,Female,60-64,1,ICD-10
1999,1439,Female,70-74,1,ICD-10
1999,1439,Female,85+,2,ICD-10
1999,1439,Male,15-19,2,ICD-10
1999,1439,Male,45-49,1,ICD-10
1999,1439,Male,55-59,1,ICD-10
1999,1439,Male,60-64,2,ICD-10
1999,1439,Male,70-74,1,ICD-10
1999,1439,Male,75-79,5,ICD-10
1999,1449,Female,40-44,1,ICD-10
1999,1449,Female,45-49,1,ICD-10
1999,1449,Female,50-54,1,ICD-10
1999,1449,Female,55-59,6,ICD-10
1999,1449,Female,60-64,3,ICD-10
1999,1449,Female,65-69,1,ICD-10
1999,1449,Female,70-74,1,ICD-10
1999,1449,Female,75-79,4,ICD-10
1999,1449,Female,80-84,5,ICD-10
1999,1449,Female,85+,1,ICD-10
1999,1449,Male,30-34,1,ICD-10
1999,1449,Male,35-39,2,ICD-10
1999,1449,Male,40-44,2,ICD-10
1999,1449,Male,45-49,6,ICD-10
1999,1449,Male,50-54,8,ICD-10
1999,1449,Male,55-59,2,ICD-10
1999,1449,Male,60-64,5,ICD-10
1999,1449,Male,65-69,15,ICD-10
1999,1449,Male,70-74,4,ICD-10
1999,1449,Male,75-79,4,ICD-10
1999,1449,Male,80-84,3,ICD-10
1999,1450,Female,50-54,2,ICD-10
1999,1450,Female,70-74,1,ICD-10
1999,1450,Female,75-79,2,ICD-10
1999,1450,Female,85+,2,ICD-10
1999,1450,Male,60-64,3,ICD-10
1999,1450,Male,70-74,1,ICD-10
1999,1450,Male,80-84,2,ICD-10
1999,1452,Female,60-64,1,ICD-10
1999,1452,Female,80-84,1,ICD-10
1999,1452,Male,80-84,1,ICD-10
1999,1453,Female,35-39,1,ICD-10
1999,1453,Female,50-54,1,ICD-10
1999,1453,Female,70-74,3,ICD-10
1999,1453,Female,75-79,1,ICD-10
1999,1453,Male,40-44,1,ICD-10
1999,1453,Male,45-49,1,ICD-10
1999,1453,Male,50-54,3,ICD-10
1999,1453,Male,55-59,2,ICD-10
1999,1453,Male,65-69,2,ICD-10
1999,1453,Male,70-74,1,ICD-10
1999,1453,Male,75-79,2,ICD-10
1999,1453,Male,85+,4,ICD-10
1999,1454,Male,40-44,1,ICD-10
1999,1454,Male,55-59,1,ICD-10
1999,1455,Female,55-59,1,ICD-10
1999,1455,Female,60-64,1,ICD-10
1999,1455,Female,65-69,1,ICD-10
1999,1455,Female,70-74,1,ICD-10
1999,1455,Female,75-79,2,ICD-10
1999,1455,Female,85+,5,ICD-10
1999,1455,Male,65-69,3,ICD-10
1999,1455,Male,70-74,4,ICD-10
1999,1455,Male,75-79,3,ICD-10
1999,1455,Male,85+,3,ICD-10
1999,1456,Female,50-54,1,ICD-10
1999,1456,Female,55-59,1,ICD-10
1999,1456,Female,65-69,1,ICD-10
1999,1456,Female,70-74,1,ICD-10
1999,1456,Female,85+,1,ICD-10
1999,1456,Male,40-44,1,ICD-10
1999,1456,Male,45-49,1,ICD-10
1999,1456,Male,50-54,3,ICD-10
1999,1456,Male,55-59,1,ICD-10
1999,1456,Male,70-74,1,ICD-10
1999,1459,Female,35-39,1,ICD-10
1999,1459,Female,40-44,2,ICD-10
1999,1459,Female,45-49,2,ICD-10
1999,1459,Female,50-54,4,ICD-10
1999,1459,Female,55-59,3,ICD-10
1999,1459,Female,60-64,3,ICD-10
1999,1459,Female,65-69,2,ICD-10
1999,1459,Female,70-74,7,ICD-10
1999,1459,Female,75-79,8,ICD-10
1999,1459,Female,80-84,11,ICD-10
1999,1459,Female,85+,19,ICD-10
1999,1459,Male,35-39,2,ICD-10
1999,1459,Male,40-44,3,ICD-10
1999,1459,Male,45-49,6,ICD-10
1999,1459,Male,50-54,12,ICD-10
1999,1459,Male,55-59,5,ICD-10
1999,1459,Male,60-64,11,ICD-10
1999,1459,Male,65-69,13,ICD-10
1999,1459,Male,70-74,9,ICD-10
1999,1459,Male,75-79,14,ICD-10
1999,1459,Male,80-84,3,ICD-10
1999,1459,Male,85+,11,ICD-10
1999,1460,Female,30-34,1,ICD-10
1999,1460,Female,40-44,1,ICD-10
1999,1460,Female,45-49,4,ICD-10
1999,1460,Female,50-54,6,ICD-10
1999,1460,Female,55-59,9,ICD-10
1999,1460,Female,60-64,10,ICD-10
1999,1460,Female,65-69,3,ICD-10
1999,1460,Female,70-74,3,ICD-10
1999,1460,Female,75-79,3,ICD-10
1999,1460,Female,80-84,3,ICD-10
1999,1460,Female,85+,4,ICD-10
1999,1460,Male,30-34,1,ICD-10
1999,1460,Male,40-44,1,ICD-10
1999,1460,Male,45-49,11,ICD-10
1999,1460,Male,50-54,23,ICD-10
1999,1460,Male,55-59,18,ICD-10
1999,1460,Male,60-64,19,ICD-10
1999,1460,Male,65-69,18,ICD-10
1999,1460,Male,70-74,13,ICD-10
1999,1460,Male,75-79,9,ICD-10
1999,1460,Male,80-84,6,ICD-10
1999,1460,Male,85+,6,ICD-10
1999,1461,Male,55-59,1,ICD-10
1999,1461,Male,65-69,1,ICD-10
1999,1461,Male,70-74,1,ICD-10
1999,1461,Male,75-79,1,ICD-10
1999,1461,Male,80-84,1,ICD-10
1999,1462,Male,60-64,1,ICD-10
1999,1463,Male,50-54,1,ICD-10
1999,1469,Female,45-49,2,ICD-10
1999,1469,Female,50-54,3,ICD-10
1999,1469,Female,55-59,3,ICD-10
1999,1469,Female,60-64,5,ICD-10
1999,1469,Female,65-69,2,ICD-10
1999,1469,Female,70-74,6,ICD-10
1999,1469,Female,75-79,2,ICD-10
1999,1469,Female,85+,2,ICD-10
1999,1469,Male,35-39,3,ICD-10
1999,1469,Male,40-44,1,ICD-10
1999,1469,Male,45-49,6,ICD-10
1999,1469,Male,50-54,12,ICD-10
1999,1469,Male,55-59,16,ICD-10
1999,1469,Male,60-64,5,ICD-10
1999,1469,Male,65-69,9,ICD-10
1999,1469,Male,70-74,6,ICD-10
1999,1469,Male,75-79,11,ICD-10
1999,1469,Male,80-84,4,ICD-10
1999,1469,Male,85+,2,ICD-10
1999,1479,Female,01-04,1,ICD-10
1999,1479,Female,15-19,1,ICD-10
1999,1479,Female,30-34,2,ICD-10
1999,1479,Female,35-39,2,ICD-10
1999,1479,Female,40-44,1,ICD-10
1999,1479,Female,45-49,4,ICD-10
1999,1479,Female,50-54,2,ICD-10
1999,1479,Female,55-59,2,ICD-10
1999,1479,Female,60-64,2,ICD-10
1999,1479,Female,65-69,5,ICD-10
1999,1479,Female,70-74,4,ICD-10
1999,1479,Female,75-79,4,ICD-10
1999,1479,Female,80-84,3,ICD-10
1999,1479,Female,85+,3,ICD-10
1999,1479,Male,10-14,1,ICD-10
1999,1479,Male,20-24,1,ICD-10
1999,1479,Male,30-34,1,ICD-10
1999,1479,Male,35-39,1,ICD-10
1999,1479,Male,40-44,3,ICD-10
1999,1479,Male,45-49,6,ICD-10
1999,1479,Male,50-54,11,ICD-10
1999,1479,Male,55-59,11,ICD-10
1999,1479,Male,60-64,14,ICD-10
1999,1479,Male,65-69,9,ICD-10
1999,1479,Male,70-74,14,ICD-10
1999,1479,Male,75-79,9,ICD-10
1999,1479,Male,80-84,3,ICD-10
1999,1479,Male,85+,3,ICD-10
1999,1480,Female,25-29,1,ICD-10
1999,1480,Female,50-54,1,ICD-10
1999,1480,Female,60-64,1,ICD-10
1999,1480,Female,65-69,2,ICD-10
1999,1480,Female,70-74,4,ICD-10
1999,1480,Female,75-79,3,ICD-10
1999,1480,Female,80-84,2,ICD-10
1999,1480,Female,85+,5,ICD-10
1999,1480,Male,50-54,2,ICD-10
1999,1480,Male,55-59,4,ICD-10
1999,1480,Male,60-64,2,ICD-10
1999,1480,Male,65-69,3,ICD-10
1999,1480,Male,70-74,2,ICD-10
1999,1480,Male,75-79,1,ICD-10
1999,1481,Female,55-59,1,ICD-10
1999,1481,Female,60-64,2,ICD-10
1999,1481,Female,65-69,2,ICD-10
1999,1481,Female,70-74,4,ICD-10
1999,1481,Female,75-79,2,ICD-10
1999,1481,Female,80-84,1,ICD-10
1999,1481,Female,85+,7,ICD-10
1999,1481,Male,40-44,1,ICD-10
1999,1481,Male,45-49,5,ICD-10
1999,1481,Male,50-54,1,ICD-10
1999,1481,Male,55-59,8,ICD-10
1999,1481,Male,60-64,10,ICD-10
1999,1481,Male,65-69,6,ICD-10
1999,1481,Male,70-74,6,ICD-10
1999,1481,Male,75-79,3,ICD-10
1999,1481,Male,80-84,4,ICD-10
1999,1481,Male,85+,5,ICD-10
1999,1489,Female,30-34,1,ICD-10
1999,1489,Female,35-39,1,ICD-10
1999,1489,Female,50-54,5,ICD-10
1999,1489,Female,55-59,1,ICD-10
1999,1489,Female,60-64,1,ICD-10
1999,1489,Female,70-74,1,ICD-10
1999,1489,Female,75-79,3,ICD-10
1999,1489,Female,85+,2,ICD-10
1999,1489,Male,30-34,1,ICD-10
1999,1489,Male,35-39,1,ICD-10
1999,1489,Male,40-44,1,ICD-10
1999,1489,Male,45-49,2,ICD-10
1999,1489,Male,50-54,2,ICD-10
1999,1489,Male,55-59,3,ICD-10
1999,1489,Male,60-64,3,ICD-10
1999,1489,Male,65-69,4,ICD-10
1999,1489,Male,70-74,3,ICD-10
1999,1489,Male,75-79,2,ICD-10
1999,1489,Male,80-84,1,ICD-10
1999,1489,Male,85+,2,ICD-10
1999,1490,Female,40-44,2,ICD-10
1999,1490,Female,45-49,1,ICD-10
1999,1490,Female,55-59,9,ICD-10
1999,1490,Female,60-64,3,ICD-10
1999,1490,Female,65-69,2,ICD-10
1999,1490,Female,70-74,8,ICD-10
1999,1490,Female,75-79,7,ICD-10
1999,1490,Female,80-84,5,ICD-10
1999,1490,Female,85+,11,ICD-10
1999,1490,Male,25-29,1,ICD-10
1999,1490,Male,30-34,2,ICD-10
1999,1490,Male,40-44,5,ICD-10
1999,1490,Male,45-49,9,ICD-10
1999,1490,Male,50-54,4,ICD-10
1999,1490,Male,55-59,8,ICD-10
1999,1490,Male,60-64,23,ICD-10
1999,1490,Male,65-69,15,ICD-10
1999,1490,Male,70-74,13,ICD-10
1999,1490,Male,75-79,14,ICD-10
1999,1490,Male,80-84,12,ICD-10
1999,1490,Male,85+,13,ICD-10
1999,1498,Male,35-39,1,ICD-10
1999,1498,Male,45-49,1,ICD-10
1999,1498,Male,50-54,1,ICD-10
1999,150,Female,55-59,1,ICD-10
1999,150,Female,60-64,1,ICD-10
1999,150,Female,70-74,3,ICD-10
1999,150,Female,75-79,2,ICD-10
1999,150,Female,80-84,5,ICD-10
1999,150,Female,85+,6,ICD-10
1999,150,Male,50-54,1,ICD-10
1999,150,Male,60-64,3,ICD-10
1999,150,Male,65-69,4,ICD-10
1999,150,Male,75-79,5,ICD-10
1999,150,Male,80-84,3,ICD-10
1999,1500,Male,55-59,1,ICD-10
1999,1500,Male,70-74,1,ICD-10
1999,1503,Female,65-69,1,ICD-10
1999,1503,Female,85+,1,ICD-10
1999,1503,Male,60-64,2,ICD-10
1999,1503,Male,65-69,2,ICD-10
1999,1503,Male,70-74,1,ICD-10
1999,1503,Male,75-79,1,ICD-10
1999,1503,Male,80-84,1,ICD-10
1999,1504,Female,45-49,1,ICD-10
1999,1504,Female,80-84,1,ICD-10
1999,1504,Male,50-54,1,ICD-10
1999,1504,Male,80-84,1,ICD-10
1999,1505,Female,40-44,1,ICD-10
1999,1505,Female,60-64,2,ICD-10
1999,1505,Female,65-69,2,ICD-10
1999,1505,Female,70-74,2,ICD-10
1999,1505,Female,75-79,9,ICD-10
1999,1505,Female,80-84,1,ICD-10
1999,1505,Female,85+,4,ICD-10
1999,1505,Male,30-34,1,ICD-10
1999,1505,Male,35-39,1,ICD-10
1999,1505,Male,45-49,2,ICD-10
1999,1505,Male,50-54,1,ICD-10
1999,1505,Male,55-59,6,ICD-10
1999,1505,Male,60-64,5,ICD-10
1999,1505,Male,65-69,1,ICD-10
1999,1505,Male,70-74,12,ICD-10
1999,1505,Male,75-79,9,ICD-10
1999,1505,Male,80-84,7,ICD-10
1999,1505,Male,85+,4,ICD-10
1999,1509,Female,15-19,1,ICD-10
1999,1509,Female,25-29,1,ICD-10
1999,1509,Female,30-34,2,ICD-10
1999,1509,Female,35-39,4,ICD-10
1999,1509,Female,40-44,6,ICD-10
1999,1509,Female,45-49,37,ICD-10
1999,1509,Female,50-54,65,ICD-10
1999,1509,Female,55-59,87,ICD-10
1999,1509,Female,60-64,126,ICD-10
1999,1509,Female,65-69,237,ICD-10
1999,1509,Female,70-74,318,ICD-10
1999,1509,Female,75-79,466,ICD-10
1999,1509,Female,80-84,366,ICD-10
1999,1509,Female,85+,568,ICD-10
1999,1509,Male,25-29,3,ICD-10
1999,1509,Male,30-34,7,ICD-10
1999,1509,Male,35-39,14,ICD-10
1999,1509,Male,40-44,41,ICD-10
1999,1509,Male,45-49,105,ICD-10
1999,1509,Male,50-54,227,ICD-10
1999,1509,Male,55-59,294,ICD-10
1999,1509,Male,60-64,400,ICD-10
1999,1509,Male,65-69,520,ICD-10
1999,1509,Male,70-74,644,ICD-10
1999,1509,Male,75-79,699,ICD-10
1999,1509,Male,80-84,392,ICD-10
1999,1509,Male,85+,316,ICD-10
1999,1510,Female,50-54,4,ICD-10
1999,1510,Female,55-59,5,ICD-10
