year,cause,sex,age,deaths,icd_version
1939,"119,120a(1)",Female,01-04,3,ICD-4
1939,"119,120a(1)",Female,05-09,1,ICD-4
1939,"119,120a(1)",Female,15-19,1,ICD-4
1939,"119,120a(1)",Female,20-24,2,ICD-4
1939,"119,120a(1)",Female,25-29,5,ICD-4
1939,"119,120a(1)",Female,30-34,4,ICD-4
1939,"119,120a(1)",Female,35-39,7,ICD-4
1939,"119,120a(1)",Female,40-44,5,ICD-4
1939,"119,120a(1)",Female,45-49,8,ICD-4
1939,"119,120a(1)",Female,50-54,7,ICD-4
1939,"119,120a(1)",Female,55-59,10,ICD-4
1939,"119,120a(1)",Female,60-64,12,ICD-4
1939,"119,120a(1)",Female,65-69,15,ICD-4
1939,"119,120a(1)",Female,70-74,19,ICD-4
1939,"119,120a(1)",Female,75-79,19,ICD-4
1939,"119,120a(1)",Female,80+,16,ICD-4
1939,"119,120a(1)",Female,<1,13,ICD-4
1939,"119,120a(1)",Male,01-04,6,ICD-4
1939,"119,120a(1)",Male,05-09,4,ICD-4
1939,"119,120a(1)",Male,15-19,1,ICD-4
1939,"119,120a(1)",Male,20-24,2,ICD-4
1939,"119,120a(1)",Male,25-29,3,ICD-4
1939,"119,120a(1)",Male,30-34,2,ICD-4
1939,"119,120a(1)",Male,35-39,1,ICD-4
1939,"119,120a(1)",Male,40-44,5,ICD-4
1939,"119,120a(1)",Male,45-49,3,ICD-4
1939,"119,120a(1)",Male,50-54,4,ICD-4
1939,"119,120a(1)",Male,55-59,5,ICD-4
1939,"119,120a(1)",Male,60-64,9,ICD-4
1939,"119,120a(1)",Male,65-69,6,ICD-4
1939,"119,120a(1)",Male,70-74,6,ICD-4
1939,"119,120a(1)",Male,75-79,2,ICD-4
1939,"119,120a(1)",Male,80+,14,ICD-4
1939,"119,120a(1)",Male,<1,15,ICD-4
1939,"119,120a(2)",Female,01-04,151,ICD-4
1939,"119,120a(2)",Female,05-09,16,ICD-4
1939,"119,120a(2)",Female,10-14,6,ICD-4
1939,"119,120a(2)",Female,15-19,5,ICD-4
1939,"119,120a(2)",Female,20-24,3,ICD-4
1939,"119,120a(2)",Female,25-29,8,ICD-4
1939,"119,120a(2)",Female,30-34,5,ICD-4
1939,"119,120a(2)",Female,35-39,7,ICD-4
1939,"119,120a(2)",Female,40-44,6,ICD-4
1939,"119,120a(2)",Female,45-49,6,ICD-4
1939,"119,120a(2)",Female,50-54,18,ICD-4
1939,"119,120a(2)",Female,55-59,17,ICD-4
1939,"119,120a(2)",Female,60-64,28,ICD-4
1939,"119,120a(2)",Female,65-69,29,ICD-4
1939,"119,120a(2)",Female,70-74,31,ICD-4
1939,"119,120a(2)",Female,75-79,36,ICD-4
1939,"119,120a(2)",Female,80+,60,ICD-4
1939,"119,120a(2)",Female,<1,1045,ICD-4
1939,"119,120a(2)",Male,01-04,168,ICD-4
1939,"119,120a(2)",Male,05-09,23,ICD-4
1939,"119,120a(2)",Male,10-14,8,ICD-4
1939,"119,120a(2)",Male,15-19,2,ICD-4
1939,"119,120a(2)",Male,20-24,4,ICD-4
1939,"119,120a(2)",Male,25-29,3,ICD-4
1939,"119,120a(2)",Male,30-34,6,ICD-4
1939,"119,120a(2)",Male,35-39,4,ICD-4
1939,"119,120a(2)",Male,40-44,9,ICD-4
1939,"119,120a(2)",Male,45-49,11,ICD-4
1939,"119,120a(2)",Male,50-54,12,ICD-4
1939,"119,120a(2)",Male,55-59,20,ICD-4
1939,"119,120a(2)",Male,60-64,30,ICD-4
1939,"119,120a(2)",Male,65-69,25,ICD-4
1939,"119,120a(2)",Male,70-74,34,ICD-4
1939,"119,120a(2)",Male,75-79,30,ICD-4
1939,"119,120a(2)",Male,80+,31,ICD-4
1939,"119,120a(2)",Male,<1,1494,ICD-4
1939,"119,120b",Female,01-04,2,ICD-4
1939,"119,120b",Female,10-14,8,ICD-4
1939,"119,120b",Female,15-19,17,ICD-4
1939,"119,120b",Female,20-24,22,ICD-4
1939,"119,120b",Female,25-29,33,ICD-4
1939,"119,120b",Female,30-34,35,ICD-4
1939,"119,120b",Female,35-39,27,ICD-4
1939,"119,120b",Female,40-44,27,ICD-4
1939,"119,120b",Female,45-49,19,ICD-4
1939,"119,120b",Female,50-54,27,ICD-4
1939,"119,120b",Female,55-59,18,ICD-4
1939,"119,120b",Female,60-64,18,ICD-4
1939,"119,120b",Female,65-69,15,ICD-4
1939,"119,120b",Female,70-74,9,ICD-4
1939,"119,120b",Female,75-79,9,ICD-4
1939,"119,120b",Female,80+,2,ICD-4
1939,"119,120b",Female,<1,4,ICD-4
1939,"119,120b",Male,01-04,1,ICD-4
1939,"119,120b",Male,05-09,1,ICD-4
1939,"119,120b",Male,10-14,3,ICD-4
1939,"119,120b",Male,15-19,11,ICD-4
1939,"119,120b",Male,20-24,12,ICD-4
1939,"119,120b",Male,25-29,24,ICD-4
1939,"119,120b",Male,30-34,25,ICD-4
1939,"119,120b",Male,35-39,20,ICD-4
1939,"119,120b",Male,40-44,18,ICD-4
1939,"119,120b",Male,45-49,14,ICD-4
1939,"119,120b",Male,50-54,18,ICD-4
1939,"119,120b",Male,55-59,41,ICD-4
1939,"119,120b",Male,60-64,15,ICD-4
1939,"119,120b",Male,65-69,19,ICD-4
1939,"119,120b",Male,70-74,12,ICD-4
1939,"119,120b",Male,75-79,7,ICD-4
1939,"119,120b",Male,80+,5,ICD-4
1939,"119,120b",Male,<1,8,ICD-4
1939,"34b,c",Female,15-19,4,ICD-4
1939,"34b,c",Female,20-24,4,ICD-4
1939,"34b,c",Female,25-29,17,ICD-4
1939,"34b,c",Female,30-34,5,ICD-4
1939,"34b,c",Female,35-39,22,ICD-4
1939,"34b,c",Female,40-44,32,ICD-4
1939,"34b,c",Female,45-49,51,ICD-4
1939,"34b,c",Female,50-54,44,ICD-4
1939,"34b,c",Female,55-59,40,ICD-4
1939,"34b,c",Female,60-64,33,ICD-4
1939,"34b,c",Female,65-69,34,ICD-4
1939,"34b,c",Female,70-74,11,ICD-4
1939,"34b,c",Female,75-79,6,ICD-4
1939,"34b,c",Female,80+,1,ICD-4
1939,"34b,c",Male,15-19,1,ICD-4
1939,"34b,c",Male,20-24,2,ICD-4
1939,"34b,c",Male,25-29,7,ICD-4
1939,"34b,c",Male,30-34,10,ICD-4
1939,"34b,c",Male,35-39,27,ICD-4
1939,"34b,c",Male,40-44,38,ICD-4
1939,"34b,c",Male,45-49,81,ICD-4
1939,"34b,c",Male,50-54,114,ICD-4
1939,"34b,c",Male,55-59,154,ICD-4
1939,"34b,c",Male,60-64,146,ICD-4
1939,"34b,c",Male,65-69,102,ICD-4
1939,"34b,c",Male,70-74,60,ICD-4
1939,"34b,c",Male,75-79,33,ICD-4
1939,"34b,c",Male,80+,5,ICD-4
1940,100a,Female,30-34,5,ICD-4
1940,100a,Female,35-39,4,ICD-4
1940,100a,Female,40-44,11,ICD-4
1940,100a,Female,45-49,6,ICD-4
1940,100a,Female,50-54,21,ICD-4
1940,100a,Female,55-59,33,ICD-4
1940,100a,Female,60-64,41,ICD-4
1940,100a,Female,65-69,51,ICD-4
1940,100a,Female,70-74,46,ICD-4
1940,100a,Female,75-79,35,ICD-4
1940,100a,Female,80+,35,ICD-4
1940,100a,Male,20-24,1,ICD-4
1940,100a,Male,30-34,1,ICD-4
1940,100a,Male,35-39,1,ICD-4
1940,100a,Male,40-44,2,ICD-4
1940,100a,Male,45-49,8,ICD-4
1940,100a,Male,50-54,8,ICD-4
1940,100a,Male,55-59,17,ICD-4
1940,100a,Male,60-64,22,ICD-4
1940,100a,Male,65-69,13,ICD-4
1940,100a,Male,70-74,14,ICD-4
1940,100a,Male,75-79,25,ICD-4
1940,100a,Male,80+,18,ICD-4
1940,100b,Female,15-19,1,ICD-4
1940,100b,Female,25-29,1,ICD-4
1940,100b,Female,30-34,4,ICD-4
1940,100b,Female,35-39,11,ICD-4
1940,100b,Female,40-44,13,ICD-4
1940,100b,Female,45-49,23,ICD-4
1940,100b,Female,50-54,30,ICD-4
1940,100b,Female,55-59,45,ICD-4
1940,100b,Female,60-64,53,ICD-4
1940,100b,Female,65-69,51,ICD-4
1940,100b,Female,70-74,51,ICD-4
1940,100b,Female,75-79,24,ICD-4
1940,100b,Female,80+,16,ICD-4
1940,100b,Female,<1,1,ICD-4
1940,100b,Male,15-19,1,ICD-4
1940,100b,Male,25-29,3,ICD-4
1940,100b,Male,30-34,3,ICD-4
1940,100b,Male,35-39,1,ICD-4
1940,100b,Male,40-44,6,ICD-4
1940,100b,Male,45-49,11,ICD-4
1940,100b,Male,50-54,11,ICD-4
1940,100b,Male,55-59,19,ICD-4
1940,100b,Male,60-64,29,ICD-4
1940,100b,Male,65-69,27,ICD-4
1940,100b,Male,70-74,18,ICD-4
1940,100b,Male,75-79,12,ICD-4
1940,100b,Male,80+,8,ICD-4
1940,104,Female,01-04,2,ICD-4
1940,104,Female,05-09,2,ICD-4
1940,104,Female,10-14,9,ICD-4
1940,104,Female,15-19,10,ICD-4
1940,104,Female,20-24,6,ICD-4
1940,104,Female,25-29,3,ICD-4
1940,104,Female,30-34,4,ICD-4
1940,104,Female,35-39,5,ICD-4
1940,104,Female,40-44,4,ICD-4
1940,104,Female,45-49,5,ICD-4
1940,104,Female,50-54,7,ICD-4
1940,104,Female,55-59,11,ICD-4
1940,104,Female,60-64,4,ICD-4
1940,104,Female,65-69,5,ICD-4
1940,104,Female,70-74,6,ICD-4
1940,104,Female,75-79,3,ICD-4
1940,104,Female,80+,3,ICD-4
1940,104,Female,<1,2,ICD-4
1940,104,Male,01-04,2,ICD-4
1940,104,Male,05-09,2,ICD-4
1940,104,Male,10-14,3,ICD-4
1940,104,Male,15-19,26,ICD-4
1940,104,Male,20-24,6,ICD-4
1940,104,Male,25-29,15,ICD-4
1940,104,Male,30-34,13,ICD-4
1940,104,Male,35-39,12,ICD-4
1940,104,Male,40-44,11,ICD-4
1940,104,Male,45-49,12,ICD-4
1940,104,Male,50-54,9,ICD-4
1940,104,Male,55-59,5,ICD-4
1940,104,Male,60-64,6,ICD-4
1940,104,Male,65-69,4,ICD-4
1940,104,Male,70-74,3,ICD-4
1940,104,Male,75-79,1,ICD-4
1940,104,Male,80+,4,ICD-4
1940,104,Male,<1,7,ICD-4
1940,105,Female,01-04,29,ICD-4
1940,105,Female,05-09,9,ICD-4
1940,105,Female,10-14,3,ICD-4
1940,105,Female,15-19,1,ICD-4
1940,105,Female,20-24,1,ICD-4
1940,105,Female,30-34,2,ICD-4
1940,105,Female,35-39,1,ICD-4
1940,105,Female,40-44,3,ICD-4
1940,105,Female,45-49,1,ICD-4
1940,105,Female,50-54,3,ICD-4
1940,105,Female,55-59,3,ICD-4
1940,105,Female,60-64,3,ICD-4
1940,105,Female,65-69,3,ICD-4
1940,105,Female,70-74,4,ICD-4
1940,105,Female,75-79,2,ICD-4
