year,cause,sex,age,deaths,icd_version
1949,"119a,",Female,01-04,47,ICD-5
1949,"119a,",Female,<1,802,ICD-5
1949,"119a,",Male,01-04,71,ICD-5
1949,"119a,",Male,<1,1155,ICD-5
1949,"30db,dc",Female,25-29,2,ICD-5
1949,"30db,dc",Female,30-34,3,ICD-5
1949,"30db,dc",Female,35-39,4,ICD-5
1949,"30db,dc",Female,40-44,3,ICD-5
1949,"30db,dc",Female,45-49,16,ICD-5
1949,"30db,dc",Female,50-54,23,ICD-5
1949,"30db,dc",Female,55-59,26,ICD-5
1949,"30db,dc",Female,60-64,27,ICD-5
1949,"30db,dc",Female,65-69,29,ICD-5
1949,"30db,dc",Female,70-74,27,ICD-5
1949,"30db,dc",Female,75-79,12,ICD-5
1949,"30db,dc",Female,80-84,1,ICD-5
1949,"30db,dc",Female,85+,1,ICD-5
1949,"30db,dc",Male,25-29,5,ICD-5
1949,"30db,dc",Male,30-34,3,ICD-5
1949,"30db,dc",Male,35-39,7,ICD-5
1949,"30db,dc",Male,40-44,19,ICD-5
1949,"30db,dc",Male,45-49,28,ICD-5
1949,"30db,dc",Male,50-54,52,ICD-5
1949,"30db,dc",Male,55-59,63,ICD-5
1949,"30db,dc",Male,60-64,75,ICD-5
1949,"30db,dc",Male,65-69,77,ICD-5
1949,"30db,dc",Male,70-74,43,ICD-5
1949,"30db,dc",Male,75-79,27,ICD-5
1949,"30db,dc",Male,80-84,11,ICD-5
1949,"30db,dc",Male,85+,2,ICD-5
1950,100,Female,01-04,181,ICD-5
1950,100,Female,05-09,59,ICD-5
1950,100,Female,10-14,31,ICD-5
1950,100,Female,15-19,56,ICD-5
1950,100,Female,20-24,35,ICD-5
1950,100,Female,25-29,17,ICD-5
1950,100,Female,30-34,9,ICD-5
1950,100,Female,35-39,10,ICD-5
1950,100,Female,40-44,4,ICD-5
1950,100,Female,45-49,4,ICD-5
1950,100,Female,50-54,7,ICD-5
1950,100,Female,55-59,7,ICD-5
1950,100,Female,60-64,2,ICD-5
1950,100,Female,65-69,3,ICD-5
1950,100,Female,70-74,3,ICD-5
1950,100,Female,<1,30,ICD-5
1950,100,Male,01-04,175,ICD-5
1950,100,Male,05-09,62,ICD-5
1950,100,Male,10-14,34,ICD-5
1950,100,Male,15-19,38,ICD-5
1950,100,Male,20-24,18,ICD-5
1950,100,Male,25-29,14,ICD-5
1950,100,Male,30-34,8,ICD-5
1950,100,Male,35-39,14,ICD-5
1950,100,Male,40-44,8,ICD-5
1950,100,Male,45-49,9,ICD-5
1950,100,Male,50-54,15,ICD-5
1950,100,Male,55-59,6,ICD-5
1950,100,Male,60-64,4,ICD-5
1950,100,Male,65-69,4,ICD-5
1950,100,Male,70-74,1,ICD-5
1950,100,Male,<1,22,ICD-5
1950,110,Female,01-04,2,ICD-5
1950,110,Female,05-09,3,ICD-5
1950,110,Female,10-14,2,ICD-5
1950,110,Female,15-19,10,ICD-5
1950,110,Female,20-24,10,ICD-5
1950,110,Female,25-29,7,ICD-5
1950,110,Female,30-34,7,ICD-5
1950,110,Female,35-39,7,ICD-5
1950,110,Female,40-44,6,ICD-5
1950,110,Female,45-49,11,ICD-5
1950,110,Female,50-54,5,ICD-5
