year,cause,sex,age,deaths,icd_version
1968,1173,Female,35-39,1,ICD-7
1968,1173,Male,40-44,3,ICD-7
1968,1173,Male,45-49,1,ICD-7
1968,1173,Male,60-64,1,ICD-7
1968,1173,Male,65-69,1,ICD-7
1968,1173,Male,70-74,1,ICD-7
1968,1174,Female,55-59,1,ICD-7
1968,1174,Male,60-64,1,ICD-7
1968,1174,Male,65-69,1,ICD-7
1968,1179,Female,35-39,1,ICD-7
1968,1179,Male,75-79,1,ICD-7
1968,1209,Male,35-39,1,ICD-7
1968,1229,Female,40-44,1,ICD-7
1968,1229,Female,75-79,1,ICD-7
1968,1229,Male,60-64,1,ICD-7
1968,1259,Male,60-64,1,ICD-7
1968,1289,Male,01-04,1,ICD-7
1968,129,Female,40-44,1,ICD-7
1968,129,Female,80-84,1,ICD-7
1968,1309,Female,55-59,1,ICD-7
1968,1309,Male,20-24,1,ICD-7
1968,1309,Male,65-69,1,ICD-7
1968,139,Female,60-64,1,ICD-7
1968,139,Female,75-79,1,ICD-7
1968,139,Male,35-39,1,ICD-7
1968,139,Male,60-64,1,ICD-7
1968,1411,Female,40-44,1,ICD-7
1968,1411,Female,50-54,3,ICD-7
1968,1411,Female,60-64,1,ICD-7
1968,1411,Female,65-69,4,ICD-7
1968,1411,Female,70-74,1,ICD-7
1968,1411,Female,75-79,3,ICD-7
1968,1411,Female,80-84,4,ICD-7
1968,1411,Female,85+,6,ICD-7
1968,1411,Male,35-39,1,ICD-7
1968,1411,Male,50-54,3,ICD-7
1968,1411,Male,55-59,3,ICD-7
1968,1411,Male,60-64,6,ICD-7
1968,1411,Male,65-69,8,ICD-7
1968,1411,Male,70-74,6,ICD-7
1968,1411,Male,75-79,12,ICD-7
1968,1411,Male,80-84,3,ICD-7
1968,1411,Male,85+,5,ICD-7
1968,1412,Female,30-34,2,ICD-7
1968,1412,Female,35-39,1,ICD-7
1968,1412,Female,50-54,1,ICD-7
1968,1412,Female,55-59,5,ICD-7
1968,1412,Female,60-64,3,ICD-7
1968,1412,Female,65-69,3,ICD-7
1968,1412,Female,70-74,10,ICD-7
1968,1412,Female,75-79,5,ICD-7
1968,1412,Female,80-84,5,ICD-7
1968,1412,Female,85+,5,ICD-7
1968,1412,Male,45-49,3,ICD-7
1968,1412,Male,55-59,2,ICD-7
1968,1412,Male,60-64,7,ICD-7
1968,1412,Male,65-69,10,ICD-7
1968,1412,Male,70-74,7,ICD-7
1968,1412,Male,75-79,5,ICD-7
1968,1412,Male,80-84,5,ICD-7
1968,1412,Male,85+,3,ICD-7
1968,1413,Female,75-79,1,ICD-7
1968,1413,Female,85+,1,ICD-7
1968,1413,Male,65-69,1,ICD-7
1968,1413,Male,70-74,1,ICD-7
1968,1413,Male,75-79,1,ICD-7
1968,1413,Male,80-84,1,ICD-7
1968,1413,Male,85+,1,ICD-7
1968,1431,Female,55-59,2,ICD-7
1968,1431,Female,60-64,2,ICD-7
1968,1431,Female,65-69,4,ICD-7
1968,1431,Female,70-74,5,ICD-7
1968,1431,Female,75-79,5,ICD-7
1968,1431,Female,80-84,4,ICD-7
1968,1431,Female,85+,7,ICD-7
1968,1431,Male,50-54,1,ICD-7
1968,1431,Male,55-59,1,ICD-7
1968,1431,Male,60-64,4,ICD-7
1968,1431,Male,65-69,2,ICD-7
1968,1431,Male,75-79,2,ICD-7
1968,1431,Male,80-84,3,ICD-7
1968,1431,Male,85+,2,ICD-7
1968,1439,Female,70-74,2,ICD-7
1968,1439,Female,85+,1,ICD-7
1968,1439,Male,60-64,1,ICD-7
1968,1439,Male,70-74,1,ICD-7
1968,1439,Male,80-84,1,ICD-7
1968,1451,Female,35-39,1,ICD-7
1968,1451,Female,50-54,2,ICD-7
1968,1451,Female,55-59,1,ICD-7
1968,1451,Female,60-64,2,ICD-7
1968,1451,Female,65-69,1,ICD-7
1968,1451,Female,70-74,5,ICD-7
1968,1451,Female,75-79,2,ICD-7
1968,1451,Female,80-84,3,ICD-7
1968,1451,Female,85+,6,ICD-7
1968,1451,Male,15-19,1,ICD-7
1968,1451,Male,40-44,1,ICD-7
1968,1451,Male,45-49,1,ICD-7
1968,1451,Male,50-54,4,ICD-7
1968,1451,Male,55-59,6,ICD-7
1968,1451,Male,60-64,7,ICD-7
1968,1451,Male,65-69,8,ICD-7
1968,1451,Male,70-74,9,ICD-7
1968,1451,Male,75-79,13,ICD-7
1968,1451,Male,80-84,8,ICD-7
1968,1451,Male,85+,1,ICD-7
1968,1468,Female,30-34,1,ICD-7
1968,1468,Female,50-54,1,ICD-7
1968,1468,Female,60-64,1,ICD-7
1968,1468,Female,65-69,1,ICD-7
1968,1468,Female,75-79,2,ICD-7
1968,1468,Male,45-49,1,ICD-7
1968,1468,Male,55-59,5,ICD-7
1968,1468,Male,60-64,2,ICD-7
1968,1468,Male,65-69,7,ICD-7
1968,1468,Male,70-74,4,ICD-7
1968,1468,Male,75-79,6,ICD-7
1968,1468,Male,80-84,6,ICD-7
1968,1469,Female,40-44,1,ICD-7
1968,1469,Female,45-49,1,ICD-7
