icd_version,icd_code,cause_description,l1_category_code,l1_category_name,first_year,last_year,years_active,total_deaths,avg_deaths_per_year,max_population,deaths_per_100k
ICD-10,I609,Other nontraumatic subarachnoid hemorrhage,L1_01,Infectious and Communicable Diseases,2001,2017,17,27920,1642.3529411764705,4148985,39.58445116519993
ICD-10,I610,"Nontraumatic subarachnoid hemorrhage, unspecified",L1_01,Infectious and Communicable Diseases,2001,2017,17,351,20.647058823529413,4148985,0.49764120196938316
ICD-10,I611,"Nontraumatic intracerebral hemorrhage in hemisphere, subcortical",L1_01,Infectious and Communicable Diseases,2001,2017,17,885,52.05882352941177,4148985,1.2547363639398978
ICD-10,I612,"Nontraumatic intracerebral hemorrhage in hemisphere, cortical",L1_01,Infectious and Communicable Diseases,2001,2017,17,134,7.882352941176471,4148985,0.18998268109372463
ICD-10,I613,"Nontraumatic intracerebral hemorrhage in hemisphere, unspecified",L1_01,Infectious and Communicable Diseases,2001,2017,17,3406,200.35294117647058,4148985,4.828962774665866
ICD-10,I614,Nontraumatic intracerebral hemorrhage in brain stem,L1_01,Infectious and Communicable Diseases,2001,2017,17,2448,144.0,4148985,3.4707283829659543
ICD-10,I615,Nontraumatic intracerebral hemorrhage in cerebellum,L1_01,Infectious and Communicable Diseases,2001,2017,17,1727,101.58823529411765,4148985,2.448508136185541
ICD-10,I616,"Nontraumatic intracerebral hemorrhage, intraventricular",L1_01,Infectious and Communicable Diseases,2003,2016,4,7,1.75,4148985,0.04217899076521125
ICD-10,I618,"Nontraumatic intracerebral hemorrhage, multiple localized",L1_01,Infectious and Communicable Diseases,2001,2017,17,510,30.0,4148985,0.7230684131179071
ICD-10,I619,Other nontraumatic intracerebral hemorrhage,L1_01,Infectious and Communicable Diseases,2001,2017,17,70783,4163.705882352941,4148985,100.35480683475457
ICD-10,I620,"Nontraumatic intracerebral hemorrhage, unspecified",L1_01,Infectious and Communicable Diseases,2001,2017,17,9107,535.7058823529412,4148985,12.911733408362315
ICD-10,I621,Nontraumatic chronic subdural hemorrhage,L1_05,Chronic Non-Communicable Diseases,2001,2017,17,99,5.823529411764706,4148985,0.1403603390170055
ICD-10,I629,Nontraumatic extradural hemorrhage,L1_01,Infectious and Communicable Diseases,2001,2017,17,11695,687.9411764705883,4148985,16.580951159635145
ICD-10,I630,"Nontraumatic intracranial hemorrhage, unspecified",L1_01,Infectious and Communicable Diseases,2001,2017,17,1046,61.529411764705884,4148985,1.4829991374928058
ICD-10,I631,Cerebral infarction due to thrombosis of other precerebral artery,L1_05,Chronic Non-Communicable Diseases,2001,2017,17,54,3.176470588235294,4148985,0.07656018491836664
ICD-10,I632,Cerebral infarction due to embolism of other precerebral artery,L1_05,Chronic Non-Communicable Diseases,2001,2017,17,999,58.76470588235294,4148985,1.4163634209897829
ICD-10,I633,Cerebral infarction due to unspecified occlusion or stenosis of other precerebral arteries,L1_01,Infectious and Communicable Diseases,2001,2017,17,3795,223.23529411764707,4148985,5.380479662318545
ICD-10,I634,Cerebral infarction due to thrombosis of other cerebral artery,L1_05,Chronic Non-Communicable Diseases,2001,2017,17,2671,157.11764705882354,4148985,3.7868935910547648
ICD-10,I635,Cerebral infarction due to embolism of other cerebral artery,L1_05,Chronic Non-Communicable Diseases,2001,2017,17,681,40.05882352941177,4148985,0.9655089986927349
ICD-10,I636,Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery,L1_01,Infectious and Communicable Diseases,2005,2012,3,3,1.0,4148985,0.024102280437263573
ICD-10,I638,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",L1_05,Chronic Non-Communicable Diseases,2001,2017,16,200,12.5,4148985,0.30127850546579465
ICD-10,I639,Other cerebral infarction,L1_01,Infectious and Communicable Diseases,2001,2017,17,64886,3816.823529411765,4148985,91.99415108542848
ICD-10,I64,Other cerebral infarction,L1_01,Infectious and Communicable Diseases,2001,2017,17,373700,21982.352941176472,4148985,529.8248352591411
ICD-10,I640,Other cerebral infarction,L1_01,Infectious and Communicable Diseases,2014,2014,1,1,1.0,4081599,0.024500202004165524
ICD-10,I652,Occlusion and stenosis of basilar artery,L1_01,Infectious and Communicable Diseases,2011,2011,1,1,1.0,3926247,0.02546961513119271
ICD-10,I669,Occlusion and stenosis of other cerebral arteries,L1_01,Infectious and Communicable Diseases,2004,2004,1,1,1.0,4101148,0.024383416545806197
ICD-10,I670,Occlusion and stenosis of unspecified cerebral artery,L1_01,Infectious and Communicable Diseases,2001,2017,15,44,2.933333333333333,4148985,0.07070002261597313
